* Dictionary *
Treatment:	= 1 if perfect, = 2 if public, = 3 if private
epsilon:	probability signal is incorrect in treatments 2 and 3 (see paper for details)
			= 0.1 in main treatments, = 0.2 in "high noise" treatments
session:    session #
random:     sessions with the same value of random had the same random termination sequence
id:         id #, constant through session
group:      identifies subjects that were grouped together for a supergame
supergame:  match #
round:      round #
coop:       = 1 if subject cooperated, = 0 o/w
ocoop:      coop of other in pair, = 0 o/w
signal: 	= 1 if send signal of cooperation; 0 if send signal of defection (equal coop in treatment 1)
osignal: 	signal of other in pair
lottery:	= 1 if high prize, = 0 if low prize, in lottery conditional on choices; set to 0 for treatments ~= 1
same:		= 1 for matches that were experienced in all sessions that shared the same random sequence, 0 o/w
			data analysis reported in the paper is conditional on same == 1
**************

treatment	epsilon	session	random	id	group	supergame	round	coop	ocoop	signal	osignal	lottery	same
"Public"	.1	5	1	91	440	3	9	0	0	0	0		1
"Public"	.1	5	1	91	440	3	10	0	0	0	0		1
"Public"	.1	5	1	91	440	3	11	0	0	1	0		1
"Public"	.1	5	1	91	440	3	12	0	0	0	0		1
"Public"	.1	5	1	91	440	3	13	0	0	0	0		1
"Public"	.1	5	1	91	440	3	14	0	0	0	0		1
"Public"	.1	5	1	91	440	3	15	0	0	0	0		1
"Public"	.1	5	1	91	440	3	16	0	0	0	0		1
"Public"	.1	5	1	91	440	3	17	0	0	0	0		1
"Public"	.1	5	1	91	440	3	18	0	0	0	0		1
"Public"	.1	5	1	91	440	3	19	0	0	0	0		1
"Public"	.1	5	1	91	440	3	20	0	0	0	0		1
"Public"	.1	5	1	91	440	3	21	0	0	0	0		1
"Public"	.1	5	1	91	440	3	22	0	0	0	0		1
"Public"	.1	5	1	91	440	3	23	0	1	0	1		1
"Public"	.1	5	1	91	440	3	24	0	1	0	1		1
"Public"	.1	5	1	91	440	3	25	0	1	1	1		1
"Public"	.1	5	1	91	440	3	26	0	1	0	1		1
"Public"	.1	5	1	91	440	3	27	0	1	0	1		1
"Public"	.1	5	1	91	440	3	28	0	0	0	0		1
"Public"	.1	5	1	91	440	3	29	0	0	0	0		1
"Public"	.1	5	1	91	440	3	30	0	0	0	0		1
"Public"	.1	5	1	91	440	3	31	0	0	0	0		1
"Public"	.1	5	1	91	440	3	32	0	0	0	1		1
"Public"	.1	5	1	91	440	3	33	0	0	0	0		1
"Public"	.1	5	1	91	440	3	34	0	0	0	0		1
"Public"	.1	5	1	91	440	3	35	0	0	0	0		1
"Public"	.1	5	1	91	440	3	36	0	0	1	1		1
"Public"	.1	5	1	91	451	4	1	0	1	1	1		1
"Public"	.1	5	1	91	451	4	2	0	1	0	1		1
"Public"	.1	5	1	91	451	4	3	1	1	1	0		1
"Public"	.1	5	1	91	451	4	4	0	0	0	0		1
"Public"	.1	5	1	91	451	4	5	0	0	0	0		1
"Public"	.1	5	1	91	451	4	6	0	0	0	0		1
"Public"	.1	5	1	91	451	4	7	0	0	0	0		1
"Public"	.1	5	1	91	451	4	8	0	0	0	0		1
"Public"	.1	5	1	91	451	4	9	0	0	0	0		1
"Public"	.1	5	1	91	451	4	10	0	0	0	0		1
"Public"	.1	5	1	91	451	4	11	0	0	0	0		1
"Public"	.1	5	1	91	451	4	12	0	0	1	1		1
"Public"	.1	5	1	91	451	4	13	1	0	1	0		1
"Public"	.1	5	1	91	451	4	14	0	0	0	0		1
"Public"	.1	5	1	91	451	4	15	0	0	0	0		1
"Public"	.1	5	1	91	451	4	16	0	0	0	0		1
"Public"	.1	5	1	91	451	4	17	0	0	0	0		1
"Public"	.1	5	1	91	451	4	18	0	0	0	0		1
"Public"	.1	5	1	91	451	4	19	0	0	1	0		1
"Public"	.1	5	1	91	451	4	20	0	0	0	0		1
"Public"	.1	5	1	91	451	4	21	0	0	0	0		1
"Public"	.1	5	1	91	451	4	22	0	0	0	1		1
"Public"	.1	5	1	91	451	4	23	0	0	0	0		1
"Public"	.1	5	1	91	451	4	24	0	0	0	0		1
"Public"	.1	5	1	91	451	4	25	0	0	0	0		1
"Public"	.1	5	1	91	451	4	26	0	0	0	1		1
"Public"	.1	5	1	91	451	4	27	0	0	0	0		1
"Public"	.1	5	1	91	451	4	28	0	0	0	0		1
"Public"	.1	5	1	91	462	5	1	0	1	0	1		1
"Public"	.1	5	1	91	470	6	1	0	1	0	0		1
"Public"	.1	5	1	91	470	6	2	0	0	0	0		1
"Public"	.1	5	1	91	470	6	3	0	0	0	0		1
"Public"	.1	5	1	91	470	6	4	0	0	0	0		1
"Public"	.1	5	1	91	470	6	5	0	0	0	0		1
"Public"	.1	5	1	91	470	6	6	0	0	0	0		1
"Public"	.1	5	1	91	470	6	7	0	0	1	0		1
"Public"	.1	5	1	91	470	6	8	0	0	0	0		1
"Public"	.1	5	1	91	470	6	9	0	0	0	0		1
"Public"	.1	5	1	91	470	6	10	0	0	0	0		1
"Public"	.1	5	1	91	483	7	1	0	1	0	1		1
"Public"	.1	5	1	91	492	8	1	0	1	0	1		1
"Public"	.1	5	1	91	499	9	1	0	1	0	1		1
"Public"	.1	5	1	91	499	9	2	0	0	0	0		1
"Public"	.1	5	1	91	499	9	3	0	0	0	0		1
"Public"	.1	5	1	91	499	9	4	0	0	0	0		1
"Public"	.1	5	1	91	499	9	5	0	0	0	0		1
"Public"	.1	5	1	91	499	9	6	0	0	0	1		1
"Public"	.1	5	1	91	499	9	7	0	0	0	1		1
"Public"	.1	5	1	91	499	9	8	0	0	0	0		1
"Public"	.1	5	1	91	499	9	9	0	0	0	0		1
"Public"	.1	5	1	91	499	9	10	0	0	0	0		1
"Public"	.1	5	1	91	499	9	11	0	0	0	0		1
"Public"	.1	5	1	91	499	9	12	0	0	0	0		1
"Public"	.1	5	1	91	499	9	13	0	0	0	0		1
"Public"	.1	5	1	91	499	9	14	0	0	0	0		1
"Public"	.1	5	1	91	499	9	15	0	0	0	1		1
"Public"	.1	5	1	91	499	9	16	0	0	1	0		1
"Public"	.1	5	1	91	499	9	17	0	0	0	0		1
"Public"	.1	5	1	91	499	9	18	0	0	0	0		1
"Public"	.1	5	1	91	499	9	19	0	0	0	0		1
"Public"	.1	5	1	91	499	9	20	0	0	0	1		1
"Public"	.1	5	1	91	499	9	21	0	0	0	0		1
"Public"	.1	5	1	91	499	9	22	0	0	0	0		1
"Public"	.1	5	1	91	499	9	23	0	0	0	0		1
"Public"	.1	5	1	91	499	9	24	0	0	0	0		1
"Public"	.1	5	1	91	499	9	25	0	0	0	0		1
"Public"	.1	5	1	91	499	9	26	0	0	0	0		1
"Public"	.1	5	1	91	499	9	27	0	0	0	0		1
"Public"	.1	5	1	91	499	9	28	0	0	0	0		1
"Public"	.1	5	1	91	499	9	29	0	0	0	0		1
"Public"	.1	5	1	91	499	9	30	0	0	0	0		1
"Public"	.1	5	1	91	499	9	31	0	0	0	0		1
"Public"	.1	5	1	91	499	9	32	0	0	1	0		1
"Public"	.1	5	1	91	499	9	33	0	1	0	1		1
"Public"	.1	5	1	91	499	9	34	0	1	0	1		1
"Public"	.1	5	1	91	499	9	35	1	0	1	0		1
"Public"	.1	5	1	91	512	10	1	0	1	0	1		0
"Public"	.1	5	1	91	512	10	2	1	1	1	1		0
"Public"	.1	5	1	91	512	10	3	1	1	1	1		0
"Public"	.1	5	1	91	512	10	4	1	1	1	1		0
"Public"	.1	5	1	91	512	10	5	1	1	1	1		0
"Public"	.1	5	1	91	512	10	6	1	1	1	1		0
"Public"	.1	5	1	91	512	10	7	1	1	1	1		0
"Public"	.1	5	1	91	512	10	8	1	1	1	1		0
"Public"	.1	5	1	91	512	10	9	1	1	1	1		0
"Public"	.1	5	1	91	512	10	10	1	1	0	1		0
"Public"	.1	5	1	91	512	10	11	1	1	1	1		0
"Public"	.1	5	1	91	519	11	1	1	1	0	1		0
"Public"	.1	5	1	91	519	11	2	1	0	1	0		0
"Public"	.1	5	1	92	418	1	1	1	0	1	1		1
"Public"	.1	5	1	92	418	1	2	1	0	1	0		1
"Public"	.1	5	1	92	418	1	3	1	0	1	1		1
"Public"	.1	5	1	92	418	1	4	1	0	1	0		1
"Public"	.1	5	1	92	418	1	5	0	0	0	0		1
"Public"	.1	5	1	92	418	1	6	0	0	0	0		1
"Public"	.1	5	1	92	418	1	7	0	1	0	1		1
"Public"	.1	5	1	92	430	2	1	1	0	1	0		1
"Public"	.1	5	1	92	430	2	2	0	1	0	1		1
"Public"	.1	5	1	92	430	2	3	0	1	0	1		1
"Public"	.1	5	1	92	430	2	4	0	0	1	0		1
"Public"	.1	5	1	92	430	2	5	0	1	0	1		1
"Public"	.1	5	1	92	430	2	6	0	1	0	1		1
"Public"	.1	5	1	92	430	2	7	0	1	0	1		1
"Public"	.1	5	1	92	442	3	1	1	1	1	1		1
"Public"	.1	5	1	92	442	3	2	1	1	1	1		1
"Public"	.1	5	1	92	442	3	3	1	1	1	1		1
"Public"	.1	5	1	92	442	3	4	1	1	1	1		1
"Public"	.1	5	1	92	442	3	5	1	1	1	0		1
"Public"	.1	5	1	92	442	3	6	1	1	1	1		1
"Public"	.1	5	1	92	442	3	7	1	1	1	1		1
"Public"	.1	5	1	92	442	3	8	1	1	1	1		1
"Public"	.1	5	1	92	442	3	9	0	1	0	1		1
"Public"	.1	5	1	92	442	3	10	0	1	0	1		1
"Public"	.1	5	1	92	442	3	11	0	1	0	0		1
"Public"	.1	5	1	92	442	3	12	0	0	0	0		1
"Public"	.1	5	1	92	442	3	13	0	0	0	0		1
"Public"	.1	5	1	92	442	3	14	0	0	0	0		1
"Public"	.1	5	1	92	442	3	15	0	0	0	0		1
"Public"	.1	5	1	92	442	3	16	0	0	0	1		1
"Public"	.1	5	1	92	442	3	17	0	0	1	0		1
"Public"	.1	5	1	92	442	3	18	0	1	0	1		1
"Public"	.1	5	1	92	442	3	19	0	1	0	1		1
"Public"	.1	5	1	92	442	3	20	0	1	0	1		1
"Public"	.1	5	1	92	442	3	21	0	0	0	0		1
"Public"	.1	5	1	92	442	3	22	0	0	1	0		1
"Public"	.1	5	1	92	442	3	23	0	0	0	0		1
"Public"	.1	5	1	92	442	3	24	0	0	1	0		1
"Public"	.1	5	1	92	442	3	25	0	0	0	0		1
"Public"	.1	5	1	92	442	3	26	0	0	0	0		1
"Public"	.1	5	1	92	442	3	27	0	0	0	0		1
"Public"	.1	5	1	92	442	3	28	0	0	0	0		1
"Public"	.1	5	1	92	442	3	29	0	0	0	0		1
"Public"	.1	5	1	92	442	3	30	0	0	0	0		1
"Public"	.1	5	1	92	442	3	31	0	0	0	0		1
"Public"	.1	5	1	92	442	3	32	0	0	0	0		1
"Public"	.1	5	1	92	442	3	33	0	0	0	0		1
"Public"	.1	5	1	92	442	3	34	0	0	0	0		1
"Public"	.1	5	1	92	442	3	35	0	0	0	0		1
"Public"	.1	5	1	92	442	3	36	0	0	0	0		1
"Public"	.1	5	1	92	450	4	1	1	1	1	0		1
"Public"	.1	5	1	92	450	4	2	1	1	1	1		1
"Public"	.1	5	1	92	450	4	3	1	1	1	1		1
"Public"	.1	5	1	92	450	4	4	1	1	1	1		1
"Public"	.1	5	1	92	450	4	5	1	1	0	1		1
"Public"	.1	5	1	92	450	4	6	1	1	1	1		1
"Public"	.1	5	1	92	450	4	7	1	1	0	1		1
"Public"	.1	5	1	92	450	4	8	1	1	1	1		1
"Public"	.1	5	1	92	450	4	9	1	1	1	1		1
"Public"	.1	5	1	92	450	4	10	1	1	1	1		1
"Public"	.1	5	1	92	450	4	11	1	1	1	1		1
"Public"	.1	5	1	92	450	4	12	1	1	0	1		1
"Public"	.1	5	1	92	450	4	13	1	0	1	0		1
"Public"	.1	5	1	92	450	4	14	1	1	1	1		1
"Public"	.1	5	1	92	450	4	15	1	1	1	1		1
"Public"	.1	5	1	92	450	4	16	1	1	1	1		1
"Public"	.1	5	1	92	450	4	17	1	1	1	1		1
"Public"	.1	5	1	92	450	4	18	0	1	0	1		1
"Public"	.1	5	1	92	450	4	19	0	1	0	1		1
"Public"	.1	5	1	92	450	4	20	0	0	0	0		1
"Public"	.1	5	1	92	450	4	21	0	0	0	0		1
"Public"	.1	5	1	92	450	4	22	0	0	0	0		1
"Public"	.1	5	1	92	450	4	23	0	0	0	0		1
"Public"	.1	5	1	92	450	4	24	0	0	0	0		1
"Public"	.1	5	1	92	450	4	25	0	0	0	0		1
"Public"	.1	5	1	92	450	4	26	0	0	0	1		1
"Public"	.1	5	1	92	450	4	27	0	0	0	0		1
"Public"	.1	5	1	92	450	4	28	0	0	0	0		1
"Public"	.1	5	1	92	461	5	1	1	1	1	1		1
"Public"	.1	5	1	92	472	6	1	1	1	0	1		1
"Public"	.1	5	1	92	472	6	2	1	1	0	1		1
"Public"	.1	5	1	92	472	6	3	1	0	1	1		1
"Public"	.1	5	1	92	472	6	4	1	1	1	0		1
"Public"	.1	5	1	92	472	6	5	1	1	1	1		1
"Public"	.1	5	1	92	472	6	6	1	1	1	0		1
"Public"	.1	5	1	92	472	6	7	1	1	1	0		1
"Public"	.1	5	1	92	472	6	8	0	1	0	1		1
"Public"	.1	5	1	92	472	6	9	1	1	1	1		1
"Public"	.1	5	1	92	472	6	10	1	1	1	1		1
"Public"	.1	5	1	92	477	7	1	1	1	1	1		1
"Public"	.1	5	1	92	489	8	1	1	1	0	1		1
"Public"	.1	5	1	92	497	9	1	1	1	1	1		1
"Public"	.1	5	1	92	497	9	2	1	1	1	1		1
"Public"	.1	5	1	92	497	9	3	1	1	1	1		1
"Public"	.1	5	1	92	497	9	4	1	1	1	1		1
"Public"	.1	5	1	92	497	9	5	1	1	1	0		1
"Public"	.1	5	1	92	497	9	6	1	1	0	1		1
"Public"	.1	5	1	92	497	9	7	1	1	0	1		1
"Public"	.1	5	1	92	497	9	8	1	0	1	0		1
"Public"	.1	5	1	92	497	9	9	1	1	1	1		1
"Public"	.1	5	1	92	497	9	10	1	1	1	1		1
"Public"	.1	5	1	92	497	9	11	1	1	1	1		1
"Public"	.1	5	1	92	497	9	12	1	1	1	1		1
"Public"	.1	5	1	92	497	9	13	1	1	1	1		1
"Public"	.1	5	1	92	497	9	14	1	1	1	1		1
"Public"	.1	5	1	92	497	9	15	1	1	1	1		1
"Public"	.1	5	1	92	497	9	16	1	1	0	1		1
"Public"	.1	5	1	92	497	9	17	1	1	1	1		1
"Public"	.1	5	1	92	497	9	18	1	1	1	1		1
"Public"	.1	5	1	92	497	9	19	1	1	0	1		1
"Public"	.1	5	1	92	497	9	20	1	0	1	0		1
"Public"	.1	5	1	92	497	9	21	0	1	0	1		1
"Public"	.1	5	1	92	497	9	22	1	1	1	1		1
"Public"	.1	5	1	92	497	9	23	1	1	1	1		1
"Public"	.1	5	1	92	497	9	24	1	1	1	1		1
"Public"	.1	5	1	92	497	9	25	1	1	1	1		1
"Public"	.1	5	1	92	497	9	26	1	1	1	1		1
"Public"	.1	5	1	92	497	9	27	0	1	0	1		1
"Public"	.1	5	1	92	497	9	28	1	1	1	1		1
"Public"	.1	5	1	92	497	9	29	1	1	1	0		1
"Public"	.1	5	1	92	497	9	30	1	1	1	1		1
"Public"	.1	5	1	92	497	9	31	1	1	1	1		1
"Public"	.1	5	1	92	497	9	32	1	1	1	1		1
"Public"	.1	5	1	92	497	9	33	1	1	1	1		1
"Public"	.1	5	1	92	497	9	34	0	1	0	1		1
"Public"	.1	5	1	92	497	9	35	0	1	0	1		1
"Public"	.1	5	1	92	508	10	1	1	1	1	1		0
"Public"	.1	5	1	92	508	10	2	1	1	1	1		0
"Public"	.1	5	1	92	508	10	3	1	1	1	1		0
"Public"	.1	5	1	92	508	10	4	1	1	1	1		0
"Public"	.1	5	1	92	508	10	5	1	1	1	0		0
"Public"	.1	5	1	92	508	10	6	1	1	1	1		0
"Public"	.1	5	1	92	508	10	7	0	1	0	1		0
"Public"	.1	5	1	92	508	10	8	1	1	0	1		0
"Public"	.1	5	1	92	508	10	9	1	0	1	0		0
"Public"	.1	5	1	92	508	10	10	1	0	1	0		0
"Public"	.1	5	1	92	508	10	11	1	1	1	1		0
"Public"	.1	5	1	92	522	11	1	1	1	1	1		0
"Public"	.1	5	1	92	522	11	2	1	1	1	1		0
"Public"	.1	5	1	93	419	1	1	1	1	1	0		1
"Public"	.1	5	1	93	419	1	2	0	0	0	0		1
"Public"	.1	5	1	93	419	1	3	1	0	1	0		1
"Public"	.1	5	1	93	419	1	4	0	0	0	1		1
"Public"	.1	5	1	93	419	1	5	1	0	1	0		1
"Public"	.1	5	1	93	419	1	6	1	1	1	1		1
"Public"	.1	5	1	93	419	1	7	1	1	1	1		1
"Public"	.1	5	1	93	430	2	1	0	1	0	1		1
"Public"	.1	5	1	93	430	2	2	1	0	1	0		1
"Public"	.1	5	1	93	430	2	3	1	0	1	0		1
"Public"	.1	5	1	93	430	2	4	0	0	0	1		1
"Public"	.1	5	1	93	430	2	5	1	0	1	0		1
"Public"	.1	5	1	93	430	2	6	1	0	1	0		1
"Public"	.1	5	1	93	430	2	7	1	0	1	0		1
"Public"	.1	5	1	93	438	3	1	1	0	1	0		1
"Public"	.1	5	1	93	438	3	2	0	1	0	1		1
"Public"	.1	5	1	93	438	3	3	0	1	1	1		1
"Public"	.1	5	1	93	438	3	4	0	1	0	1		1
"Public"	.1	5	1	93	438	3	5	1	1	1	1		1
"Public"	.1	5	1	93	438	3	6	1	1	1	1		1
"Public"	.1	5	1	93	438	3	7	1	1	1	1		1
"Public"	.1	5	1	93	438	3	8	1	1	0	1		1
"Public"	.1	5	1	93	438	3	9	1	0	1	0		1
"Public"	.1	5	1	93	438	3	10	1	0	1	0		1
"Public"	.1	5	1	93	438	3	11	1	0	1	0		1
"Public"	.1	5	1	93	438	3	12	0	0	0	0		1
"Public"	.1	5	1	93	438	3	13	0	1	0	1		1
"Public"	.1	5	1	93	438	3	14	0	0	0	0		1
"Public"	.1	5	1	93	438	3	15	1	1	1	1		1
"Public"	.1	5	1	93	438	3	16	1	1	1	1		1
"Public"	.1	5	1	93	438	3	17	1	1	1	1		1
"Public"	.1	5	1	93	438	3	18	1	1	1	1		1
"Public"	.1	5	1	93	438	3	19	1	1	1	1		1
"Public"	.1	5	1	93	438	3	20	1	1	1	1		1
"Public"	.1	5	1	93	438	3	21	1	1	1	1		1
"Public"	.1	5	1	93	438	3	22	1	1	1	1		1
"Public"	.1	5	1	93	438	3	23	1	1	1	1		1
"Public"	.1	5	1	93	438	3	24	1	1	1	1		1
"Public"	.1	5	1	93	438	3	25	1	1	1	1		1
"Public"	.1	5	1	93	438	3	26	1	1	1	1		1
"Public"	.1	5	1	93	438	3	27	1	1	1	1		1
"Public"	.1	5	1	93	438	3	28	1	1	1	1		1
"Public"	.1	5	1	93	438	3	29	1	1	1	1		1
"Public"	.1	5	1	93	438	3	30	1	1	1	1		1
"Public"	.1	5	1	93	438	3	31	1	1	0	1		1
"Public"	.1	5	1	93	438	3	32	1	1	1	1		1
"Public"	.1	5	1	93	438	3	33	1	1	1	1		1
"Public"	.1	5	1	93	438	3	34	1	0	1	0		1
"Public"	.1	5	1	93	438	3	35	1	1	1	1		1
"Public"	.1	5	1	93	438	3	36	1	1	1	1		1
"Public"	.1	5	1	93	448	4	1	1	1	1	1		1
"Public"	.1	5	1	93	448	4	2	1	1	1	1		1
"Public"	.1	5	1	93	448	4	3	1	1	1	1		1
"Public"	.1	5	1	93	448	4	4	1	1	0	1		1
"Public"	.1	5	1	93	448	4	5	1	1	1	1		1
"Public"	.1	5	1	93	448	4	6	1	0	1	0		1
"Public"	.1	5	1	93	448	4	7	1	1	0	1		1
"Public"	.1	5	1	93	448	4	8	1	0	1	0		1
"Public"	.1	5	1	93	448	4	9	1	1	1	1		1
"Public"	.1	5	1	93	448	4	10	1	1	1	1		1
"Public"	.1	5	1	93	448	4	11	1	1	1	1		1
"Public"	.1	5	1	93	448	4	12	1	1	1	1		1
"Public"	.1	5	1	93	448	4	13	1	1	1	1		1
"Public"	.1	5	1	93	448	4	14	1	1	1	1		1
"Public"	.1	5	1	93	448	4	15	1	1	1	1		1
"Public"	.1	5	1	93	448	4	16	1	1	1	1		1
"Public"	.1	5	1	93	448	4	17	1	1	1	1		1
"Public"	.1	5	1	93	448	4	18	1	1	1	1		1
"Public"	.1	5	1	93	448	4	19	1	1	1	1		1
"Public"	.1	5	1	93	448	4	20	1	1	1	1		1
"Public"	.1	5	1	93	448	4	21	1	1	1	1		1
"Public"	.1	5	1	93	448	4	22	1	1	1	1		1
"Public"	.1	5	1	93	448	4	23	1	1	1	1		1
"Public"	.1	5	1	93	448	4	24	1	1	1	1		1
"Public"	.1	5	1	93	448	4	25	1	1	1	1		1
"Public"	.1	5	1	93	448	4	26	1	1	1	1		1
"Public"	.1	5	1	93	448	4	27	1	1	1	0		1
"Public"	.1	5	1	93	448	4	28	1	1	0	1		1
"Public"	.1	5	1	93	463	5	1	1	0	1	0		1
"Public"	.1	5	1	93	473	6	1	1	1	1	1		1
"Public"	.1	5	1	93	473	6	2	1	1	1	1		1
"Public"	.1	5	1	93	473	6	3	1	1	0	1		1
"Public"	.1	5	1	93	473	6	4	1	1	1	1		1
"Public"	.1	5	1	93	473	6	5	1	1	1	1		1
"Public"	.1	5	1	93	473	6	6	1	1	1	1		1
"Public"	.1	5	1	93	473	6	7	1	1	1	1		1
"Public"	.1	5	1	93	473	6	8	1	1	1	0		1
"Public"	.1	5	1	93	473	6	9	1	1	1	0		1
"Public"	.1	5	1	93	473	6	10	0	1	0	1		1
"Public"	.1	5	1	93	481	7	1	1	1	1	1		1
"Public"	.1	5	1	93	486	8	1	1	1	1	1		1
"Public"	.1	5	1	93	502	9	1	1	1	1	1		1
"Public"	.1	5	1	93	502	9	2	1	1	1	1		1
"Public"	.1	5	1	93	502	9	3	1	1	1	1		1
"Public"	.1	5	1	93	502	9	4	1	1	1	1		1
"Public"	.1	5	1	93	502	9	5	1	1	1	1		1
"Public"	.1	5	1	93	502	9	6	1	1	1	1		1
"Public"	.1	5	1	93	502	9	7	1	1	1	1		1
"Public"	.1	5	1	93	502	9	8	1	1	1	1		1
"Public"	.1	5	1	93	502	9	9	1	1	1	1		1
"Public"	.1	5	1	93	502	9	10	1	1	1	1		1
"Public"	.1	5	1	93	502	9	11	1	1	0	1		1
"Public"	.1	5	1	93	502	9	12	1	1	1	1		1
"Public"	.1	5	1	93	502	9	13	1	1	0	1		1
"Public"	.1	5	1	93	502	9	14	1	1	1	1		1
"Public"	.1	5	1	93	502	9	15	1	0	1	0		1
"Public"	.1	5	1	93	502	9	16	1	0	1	0		1
"Public"	.1	5	1	93	502	9	17	0	1	0	1		1
"Public"	.1	5	1	93	502	9	18	0	1	0	1		1
"Public"	.1	5	1	93	502	9	19	1	1	1	1		1
"Public"	.1	5	1	93	502	9	20	1	1	1	1		1
"Public"	.1	5	1	93	502	9	21	1	1	1	1		1
"Public"	.1	5	1	93	502	9	22	1	1	1	1		1
"Public"	.1	5	1	93	502	9	23	1	1	0	1		1
"Public"	.1	5	1	93	502	9	24	1	1	1	0		1
"Public"	.1	5	1	93	502	9	25	1	1	1	1		1
"Public"	.1	5	1	93	502	9	26	1	1	1	1		1
"Public"	.1	5	1	93	502	9	27	1	1	1	1		1
"Public"	.1	5	1	93	502	9	28	1	1	1	1		1
"Public"	.1	5	1	93	502	9	29	1	1	1	1		1
"Public"	.1	5	1	93	502	9	30	1	1	1	1		1
"Public"	.1	5	1	93	502	9	31	1	1	1	1		1
"Public"	.1	5	1	93	502	9	32	1	1	1	1		1
"Public"	.1	5	1	93	502	9	33	0	1	0	1		1
"Public"	.1	5	1	93	502	9	34	1	1	1	1		1
"Public"	.1	5	1	93	502	9	35	1	1	1	1		1
"Public"	.1	5	1	93	511	10	1	1	1	1	0		0
"Public"	.1	5	1	93	511	10	2	0	0	0	0		0
"Public"	.1	5	1	93	511	10	3	0	1	0	1		0
"Public"	.1	5	1	93	511	10	4	0	1	0	1		0
"Public"	.1	5	1	93	511	10	5	1	1	1	1		0
"Public"	.1	5	1	93	511	10	6	1	0	1	1		0
"Public"	.1	5	1	93	511	10	7	1	1	1	1		0
"Public"	.1	5	1	93	511	10	8	1	1	0	1		0
"Public"	.1	5	1	93	511	10	9	1	0	1	0		0
"Public"	.1	5	1	93	511	10	10	0	0	0	0		0
"Public"	.1	5	1	93	511	10	11	0	0	1	0		0
"Public"	.1	5	1	93	519	11	1	1	1	1	0		0
"Public"	.1	5	1	93	519	11	2	0	1	0	1		0
"Public"	.1	5	1	94	421	1	1	1	0	1	0		1
"Public"	.1	5	1	94	421	1	2	0	0	0	0		1
"Public"	.1	5	1	94	421	1	3	1	0	1	0		1
"Public"	.1	5	1	94	421	1	4	1	0	1	0		1
"Public"	.1	5	1	94	421	1	5	1	0	1	0		1
"Public"	.1	5	1	94	421	1	6	1	0	1	0		1
"Public"	.1	5	1	94	421	1	7	0	0	0	0		1
"Public"	.1	5	1	94	432	2	1	1	1	1	1		1
"Public"	.1	5	1	94	432	2	2	1	1	1	1		1
"Public"	.1	5	1	94	432	2	3	1	1	1	0		1
"Public"	.1	5	1	94	432	2	4	0	1	0	1		1
"Public"	.1	5	1	94	432	2	5	0	1	1	1		1
"Public"	.1	5	1	94	432	2	6	0	1	0	1		1
"Public"	.1	5	1	94	432	2	7	0	1	0	1		1
"Public"	.1	5	1	94	436	3	1	0	0	0	1		1
"Public"	.1	5	1	94	436	3	2	1	0	1	0		1
"Public"	.1	5	1	94	436	3	3	1	0	1	0		1
"Public"	.1	5	1	94	436	3	4	1	0	1	1		1
"Public"	.1	5	1	94	436	3	5	1	0	1	0		1
"Public"	.1	5	1	94	436	3	6	0	0	0	0		1
"Public"	.1	5	1	94	436	3	7	0	1	0	1		1
"Public"	.1	5	1	94	436	3	8	0	0	0	0		1
"Public"	.1	5	1	94	436	3	9	0	0	0	0		1
"Public"	.1	5	1	94	436	3	10	0	0	1	0		1
"Public"	.1	5	1	94	436	3	11	0	0	0	1		1
"Public"	.1	5	1	94	436	3	12	0	1	0	1		1
"Public"	.1	5	1	94	436	3	13	0	1	0	1		1
"Public"	.1	5	1	94	436	3	14	0	0	0	0		1
"Public"	.1	5	1	94	436	3	15	0	0	0	0		1
"Public"	.1	5	1	94	436	3	16	0	0	0	0		1
"Public"	.1	5	1	94	436	3	17	0	0	0	0		1
"Public"	.1	5	1	94	436	3	18	0	0	0	0		1
"Public"	.1	5	1	94	436	3	19	0	0	0	1		1
"Public"	.1	5	1	94	436	3	20	0	1	0	1		1
"Public"	.1	5	1	94	436	3	21	0	1	0	1		1
"Public"	.1	5	1	94	436	3	22	0	0	0	0		1
"Public"	.1	5	1	94	436	3	23	0	0	0	0		1
"Public"	.1	5	1	94	436	3	24	0	0	0	0		1
"Public"	.1	5	1	94	436	3	25	0	0	0	0		1
"Public"	.1	5	1	94	436	3	26	0	0	0	0		1
"Public"	.1	5	1	94	436	3	27	0	0	0	0		1
"Public"	.1	5	1	94	436	3	28	0	0	0	0		1
"Public"	.1	5	1	94	436	3	29	0	0	0	0		1
"Public"	.1	5	1	94	436	3	30	0	0	0	0		1
"Public"	.1	5	1	94	436	3	31	0	0	0	0		1
"Public"	.1	5	1	94	436	3	32	0	0	0	0		1
"Public"	.1	5	1	94	436	3	33	0	0	0	0		1
"Public"	.1	5	1	94	436	3	34	0	0	1	0		1
"Public"	.1	5	1	94	436	3	35	0	1	0	0		1
"Public"	.1	5	1	94	436	3	36	0	1	0	1		1
"Public"	.1	5	1	94	451	4	1	1	0	1	1		1
"Public"	.1	5	1	94	451	4	2	1	0	1	0		1
"Public"	.1	5	1	94	451	4	3	1	1	0	1		1
"Public"	.1	5	1	94	451	4	4	0	0	0	0		1
"Public"	.1	5	1	94	451	4	5	0	0	0	0		1
"Public"	.1	5	1	94	451	4	6	0	0	0	0		1
"Public"	.1	5	1	94	451	4	7	0	0	0	0		1
