NOTE: A bug in the code of the experimental software used to run some of the early sessions led to a loss of data. This loss is reflected in the data file. The bug affected a small share of the data collected in the initial 12 sessions (out of 32 sessions in total), specifically 0.3% of sender-receiver interactions. 
Because of an integer problem, some subjects in some rounds observed the realization of an event that was supposed to have zero probability. Despite affecting a minimal number of interactions, we decided to discard not only the affected interactions, but also the subjects that participated in those interactions. This led to dropping about 6% of the total amount of data that we collected.

* Dictionary *
treatment:			treatment indicator.
verifiable:			= 1 if messages are verifiable, 0 o/w.
rho:				level of commitment in %, {20, 80, 100}.
session:			session identifier.
id:					unique subject identifier.
oid:				unique subject identifier for other subject in a match.
match:				match identifier.
role:				sender or receiver, {S, R}.
color:				= 1 if drawn ball is red, 0 o/w.
rred, rblue,...		First letter indicates ball color. Word that comes next is the color of the message. Indicates probability of that message for that state in commitment stage (in %).
revrred, ...		Same as above for revision stage.
rdec, bdec, ndec	Receiver guess (=1 if red, 0 o/w) when message is red, blue, or when there is no message.
message				-1 (no msg), 0 (blue msg), 1 (red msg).
**************


treatment	verifiable	rho	session	id	oid	match	role	color	rred	rblue	rnone	bred	bblue	bnone	revrred	revrblue	revrnone	revbred	revbblue	revbnone	rdec	bdec	ndec	message
"U80"	0	80	6	92	350	7	"R"	0	100	0	0	31	69	0				100	0	0	1	0	0	1
"U80"	0	80	6	92	344	8	"R"	0	100	0	0	24	64	12				100	0	0	1	0	0	1
"U80"	0	80	6	92	341	9	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	92	332	10	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	92	344	11	"R"	1	100	0	0	28	61	11	100	0	0				0	0	0	1
"U80"	0	80	6	92	341	12	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	92	332	13	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	1
"U80"	0	80	6	92	349	14	"R"	1	50	0	50	50	0	50	100	0	0				0	0	0	-1
"U80"	0	80	6	92	343	15	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	92	334	16	"R"	0	100	0	0	34	39	27				100	0	0	1	0	0	1
"U80"	0	80	6	92	347	17	"R"	1	100	0	0	33	67	0	100	0	0				1	0	0	1
"U80"	0	80	6	92	338	18	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	92	348	19	"R"	0	100	0	0	3	97	0				0	0	100	1	0	0	0
"U80"	0	80	6	92	350	20	"R"	0	100	0	0	34	66	0				100	0	0	1	0	0	1
"U80"	0	80	6	92	349	21	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	92	343	22	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	92	334	23	"R"	0	100	0	0	27	40	33				100	0	0	0	0	0	0
"U80"	0	80	6	92	347	24	"R"	0	100	0	0	32	68	0				100	0	0	0	0	0	0
"U80"	0	80	6	92	338	25	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	94	341	1	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	94	332	2	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	94	349	3	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	94	343	4	"R"	0	100	0	0	0	100	0				0	100	0	0	0	0	0
"U80"	0	80	6	94	334	5	"R"	1	100	0	0	68	18	14	100	0	0				0	0	0	1
"U80"	0	80	6	94	347	6	"R"	1	100	0	0	39	61	0	100	0	0				0	0	0	1
"U80"	0	80	6	94	338	7	"R"	0	100	0	0	50	50	0				100	0	0	0	0	0	0
"U80"	0	80	6	94	348	8	"R"	0	56	23	21	35	38	27				30	32	38	0	0	0	-1
"U80"	0	80	6	94	350	9	"R"	1	100	0	0	35	65	0	100	0	0				0	0	0	1
"U80"	0	80	6	94	344	10	"R"	1	100	0	0	14	60	26	100	0	0				0	0	0	1
"U80"	0	80	6	94	341	11	"R"	0	100	0	0	100	0	0				50	50	0	0	0	0	1
"U80"	0	80	6	94	332	12	"R"	1	100	0	0	0	51	49	100	0	0				0	0	0	1
"U80"	0	80	6	94	349	13	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	94	343	14	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	94	334	15	"R"	0	93	7	0	16	48	36				100	0	0	1	0	0	1
"U80"	0	80	6	94	347	16	"R"	0	100	0	0	33	65	2				100	0	0	0	0	0	1
"U80"	0	80	6	94	338	17	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	94	348	18	"R"	0	100	0	0	0	77	23				50	50	0	0	0	0	0
"U80"	0	80	6	94	350	19	"R"	0	98	0	2	29	71	0				100	0	0	0	0	0	1
"U80"	0	80	6	94	344	20	"R"	1	100	0	0	5	87	8	100	0	0				0	0	0	1
"U80"	0	80	6	94	348	21	"R"	0	42	32	26	13	67	20				37	40	23	0	0	0	-1
"U80"	0	80	6	94	350	22	"R"	0	100	0	0	36	64	0				100	0	0	1	0	0	1
"U80"	0	80	6	94	344	23	"R"	0	100	0	0	6	89	5				100	0	0	0	0	0	0
"U80"	0	80	6	94	341	24	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	94	332	25	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	95	332	1	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	95	349	2	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	95	343	3	"R"	0	100	0	0	100	0	0				100	0	0	1	0	0	1
"U80"	0	80	6	95	334	4	"R"	1	89	0	11	61	25	14	85	7	8				1	0	0	-1
"U80"	0	80	6	95	347	5	"R"	1	100	0	0	40	60	0	100	0	0				1	0	1	1
"U80"	0	80	6	95	338	6	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	95	348	7	"R"	0	37	30	33	35	41	24				46	34	20	1	0	1	-1
"U80"	0	80	6	95	350	8	"R"	0	100	0	0	33	67	0				100	0	0	1	0	0	0
"U80"	0	80	6	95	344	9	"R"	0	100	0	0	41	30	29				100	0	0	0	0	0	1
"U80"	0	80	6	95	341	10	"R"	1	100	0	0	100	0	0	100	0	0				1	0	0	1
"U80"	0	80	6	95	347	11	"R"	0	100	0	0	36	64	0				100	0	0	1	0	0	1
"U80"	0	80	6	95	338	12	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	95	348	13	"R"	0	43	28	29	32	36	32				42	19	39	0	0	0	-1
"U80"	0	80	6	95	350	14	"R"	1	100	0	0	39	61	0	100	0	0				1	0	1	1
"U80"	0	80	6	95	344	15	"R"	0	100	0	0	25	31	44				100	0	0	1	0	0	1
"U80"	0	80	6	95	341	16	"R"	0	100	0	0	0	0	100				100	0	0	1	0	0	-1
"U80"	0	80	6	95	332	17	"R"	1	100	0	0	96	0	4	100	0	0				0	0	0	1
"U80"	0	80	6	95	349	18	"R"	1	100	0	0	100	0	0	100	0	0				1	0	0	1
"U80"	0	80	6	95	343	19	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	95	334	20	"R"	0	100	0	0	26	44	30				100	0	0	1	0	0	1
"U80"	0	80	6	95	350	21	"R"	0	100	0	0	34	66	0				100	0	0	1	0	0	1
"U80"	0	80	6	95	344	22	"R"	0	100	0	0	11	86	3				100	0	0	1	0	0	0
"U80"	0	80	6	95	341	23	"R"	0	100	0	0	100	0	0				100	0	0	1	0	0	1
"U80"	0	80	6	95	332	24	"R"	1	99	0	1	0	100	0	100	0	0				1	0	1	1
"U80"	0	80	6	95	349	25	"R"	1	100	0	0	100	0	0	100	0	0				0	0	1	1
"U80"	0	80	6	101	343	1	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	334	2	"R"	0	87	13	0	55	27	18				100	0	0	0	0	0	0
"U80"	0	80	6	101	347	3	"R"	1	100	0	0	43	57	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	338	4	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	1
"U80"	0	80	6	101	348	5	"R"	0	55	21	24	41	44	15				41	29	30	0	0	0	0
"U80"	0	80	6	101	350	6	"R"	1	100	0	0	30	70	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	344	7	"R"	1	100	0	0	35	59	6	100	0	0				0	0	0	1
"U80"	0	80	6	101	341	8	"R"	0	6	0	94	20	0	80				56	0	44	0	0	0	1
"U80"	0	80	6	101	332	9	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	101	349	10	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	349	11	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	101	343	12	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	101	334	13	"R"	1	100	0	0	30	50	20	100	0	0				0	0	0	1
"U80"	0	80	6	101	347	14	"R"	1	100	0	0	32	68	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	338	15	"R"	0	100	0	0	51	49	0				100	0	0	0	0	0	1
"U80"	0	80	6	101	348	16	"R"	0	20	49	31	45	29	26				22	43	35	0	0	0	-1
"U80"	0	80	6	101	350	17	"R"	0	100	0	0	29	71	0				100	0	0	1	1	1	1
"U80"	0	80	6	101	344	18	"R"	1	100	0	0	9	62	29	100	0	0				1	1	1	1
"U80"	0	80	6	101	341	19	"R"	1	100	0	0	0	99	1	100	0	0				0	0	0	1
"U80"	0	80	6	101	332	20	"R"	0	99	0	1	0	100	0				100	0	0	0	0	0	1
"U80"	0	80	6	101	344	21	"R"	0	100	0	0	6	81	13				100	0	0	0	0	0	0
"U80"	0	80	6	101	341	22	"R"	0	100	0	0	100	0	0				95	0	5	0	0	0	1
"U80"	0	80	6	101	332	23	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	101	349	24	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	101	343	25	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	1
"U80"	0	80	6	103	334	1	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	103	347	2	"R"	0	100	0	0	40	60	0				100	0	0	1	0	0	0
"U80"	0	80	6	103	338	3	"R"	0	100	0	0	50	50	0				100	0	0	0	0	0	0
"U80"	0	80	6	103	348	4	"R"	0	53	36	11	31	43	26				33	46	21	1	0	0	-1
"U80"	0	80	6	103	350	5	"R"	1	100	0	0	25	75	0	100	0	0				1	0	0	1
"U80"	0	80	6	103	344	6	"R"	0	100	0	0	34	45	21				100	0	0	1	0	0	0
"U80"	0	80	6	103	341	7	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	103	332	8	"R"	1	100	0	0	50	50	0	100	0	0				0	0	0	1
"U80"	0	80	6	103	349	9	"R"	0	90	10	0	90	10	0				90	10	0	0	0	0	1
"U80"	0	80	6	103	343	10	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	103	350	11	"R"	0	100	0	0	32	68	0				100	0	0	1	0	0	0
"U80"	0	80	6	103	344	12	"R"	0	100	0	0	16	62	22				100	0	0	1	0	0	0
"U80"	0	80	6	103	341	13	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	103	332	14	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	103	349	15	"R"	0	100	0	0	100	0	0				38	62	0	0	0	0	1
"U80"	0	80	6	103	343	16	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	103	334	17	"R"	1	100	0	0	37	33	30	100	0	0				0	0	0	1
"U80"	0	80	6	103	347	18	"R"	0	100	0	0	33	67	0				100	0	0	1	0	0	0
"U80"	0	80	6	103	338	19	"R"	0	100	0	0	15	85	0				100	0	0	1	0	0	1
"U80"	0	80	6	103	348	20	"R"	0	98	0	2	100	0	0				0	100	0	0	0	0	0
"U80"	0	80	6	103	334	21	"R"	0	100	0	0	30	33	37				100	0	0	0	0	0	-1
"U80"	0	80	6	103	347	22	"R"	1	100	0	0	32	68	0	100	0	0				1	0	0	1
"U80"	0	80	6	103	338	23	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	103	348	24	"R"	0	30	12	58	22	44	34				36	11	53	0	0	0	0
"U80"	0	80	6	103	350	25	"R"	0	20	80	0	80	20	0				0	100	0	0	0	0	1
"U80"	0	80	6	104	344	1	"R"	1	100	0	0	100	0	0	100	0	0				1	0	1	1
"U80"	0	80	6	104	341	2	"R"	0	100	0	0	100	0	0				100	0	0	1	1	1	1
"U80"	0	80	6	104	332	3	"R"	0	100	0	0	0	100	0				100	0	0	1	1	0	0
"U80"	0	80	6	104	349	4	"R"	0	100	0	0	33	33	34				33	33	34	1	1	0	1
"U80"	0	80	6	104	343	5	"R"	0	100	0	0	0	100	0				0	100	0	1	0	1	0
"U80"	0	80	6	104	334	6	"R"	1	100	0	0	58	22	20	100	0	0				1	0	0	1
"U80"	0	80	6	104	347	7	"R"	1	100	0	0	36	64	0	100	0	0				1	0	0	1
"U80"	0	80	6	104	338	8	"R"	0	100	0	0	51	49	0				100	0	0	1	0	0	1
"U80"	0	80	6	104	348	9	"R"	0	38	29	33	33	38	29				34	28	38	0	0	0	1
"U80"	0	80	6	104	350	10	"R"	0	100	0	0	29	71	0				100	0	0	1	0	1	1
"U80"	0	80	6	104	338	11	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	1
"U80"	0	80	6	104	348	12	"R"	0	46	25	29	29	44	27				31	31	38	1	0	0	0
"U80"	0	80	6	104	350	13	"R"	0	100	0	0	29	71	0				100	0	0	1	1	1	0
"U80"	0	80	6	104	344	14	"R"	0	100	0	0	24	34	42				100	0	0	1	0	0	-1
"U80"	0	80	6	104	341	15	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	104	332	16	"R"	0	100	0	0	100	0	0				100	0	0	1	1	1	1
"U80"	0	80	6	104	349	17	"R"	0	100	0	0	100	0	0				100	0	0	0	1	1	1
"U80"	0	80	6	104	343	18	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	1
"U80"	0	80	6	104	334	19	"R"	0	100	0	0	38	35	27				100	0	0	1	0	0	1
"U80"	0	80	6	104	347	20	"R"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	104	343	21	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	104	334	22	"R"	0	100	0	0	33	30	37				100	0	0	0	0	0	-1
"U80"	0	80	6	104	347	23	"R"	0	100	0	0	32	68	0				100	0	0	0	0	0	0
"U80"	0	80	6	104	338	24	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	104	348	25	"R"	0	38	14	48	22	36	42				19	29	52	0	0	0	-1
"U80"	0	80	6	105	347	1	"R"	0	100	0	0	40	60	0				79	21	0	1	0	0	1
"U80"	0	80	6	105	338	2	"R"	0	100	0	0	50	50	0				100	0	0	1	0	0	1
"U80"	0	80	6	105	348	3	"R"	0	58	22	20	33	54	13				42	32	26	0	0	0	0
"U80"	0	80	6	105	350	4	"R"	0	100	0	0	15	85	0				100	0	0	1	0	0	0
"U80"	0	80	6	105	344	5	"R"	1	100	0	0	52	36	12	100	0	0				1	0	0	1
"U80"	0	80	6	105	341	6	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	105	332	7	"R"	1	100	0	0	39	30	31	100	0	0				1	0	0	1
"U80"	0	80	6	105	349	8	"R"	0	87	13	0	32	68	0				77	23	0	0	0	0	0
"U80"	0	80	6	105	343	9	"R"	0	100	0	0	0	0	100				100	0	0	1	0	0	-1
"U80"	0	80	6	105	334	10	"R"	0	100	0	0	46	27	27				100	0	0	1	0	0	1
"U80"	0	80	6	105	332	11	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	105	349	12	"R"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"U80"	0	80	6	105	343	13	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	105	334	14	"R"	0	100	0	0	28	44	28				100	0	0	0	0	0	-1
"U80"	0	80	6	105	347	15	"R"	1	100	0	0	32	68	0	100	0	0				1	0	0	1
"U80"	0	80	6	105	338	16	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	1
"U80"	0	80	6	105	348	17	"R"	0	43	32	25	25	46	29				12	17	71	0	0	0	-1
"U80"	0	80	6	105	350	18	"R"	0	100	0	0	100	0	0				100	0	0	1	0	0	1
"U80"	0	80	6	105	344	19	"R"	0	100	0	0	28	63	9				100	0	0	1	0	0	1
"U80"	0	80	6	105	341	20	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	105	341	21	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	105	332	22	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"U80"	0	80	6	105	349	23	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	105	343	24	"R"	0	100	0	0	0	100	0				100	0	0	1	0	0	0
"U80"	0	80	6	105	334	25	"R"	1	100	0	0	34	34	32	100	0	0				1	0	0	1
"U80"	0	80	6	107	348	1	"R"	0	86	9	5	62	26	12				53	37	10	0	0	0	1
"U80"	0	80	6	107	350	2	"R"	0	100	0	0	25	75	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	344	3	"R"	0	98	2	0	79	13	8				93	1	6	0	0	0	1
"U80"	0	80	6	107	341	4	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	107	332	5	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	349	6	"R"	0	51	49	0	49	51	0				49	51	0	0	0	0	1
"U80"	0	80	6	107	343	7	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	334	8	"R"	0	100	0	0	25	54	21				100	0	0	0	0	0	1
"U80"	0	80	6	107	347	9	"R"	0	100	0	0	38	62	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	338	10	"R"	1	100	0	0	51	49	0	100	0	0				0	0	0	1
"U80"	0	80	6	107	343	11	"R"	0	100	0	0	0	100	0				0	100	0	0	0	0	0
"U80"	0	80	6	107	334	12	"R"	0	100	0	0	40	40	20				100	0	0	0	0	0	1
"U80"	0	80	6	107	347	13	"R"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	338	14	"R"	0	100	0	0	50	50	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	348	15	"R"	0	33	30	37	30	42	28				42	33	25	0	0	0	-1
"U80"	0	80	6	107	350	16	"R"	0	100	0	0	29	71	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	344	17	"R"	1	100	0	0	11	61	28	100	0	0				0	0	0	1
"U80"	0	80	6	107	341	18	"R"	0	100	0	0	100	0	0				96	0	4	0	0	0	1
"U80"	0	80	6	107	332	19	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	349	20	"R"	0	100	0	0	100	0	0				10	90	0	0	0	0	1
"U80"	0	80	6	107	347	21	"R"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	107	338	22	"R"	1	100	0	0	22	78	0	100	0	0				0	0	0	1
"U80"	0	80	6	107	348	23	"R"	1	51	5	44	15	40	45	33	15	52				0	0	0	-1
"U80"	0	80	6	107	350	24	"R"	0	100	0	0	29	71	0				100	0	0	0	0	0	1
"U80"	0	80	6	107	344	25	"R"	0	100	0	0	14	57	29				100	0	0	0	0	0	0
"U80"	0	80	6	108	350	1	"R"	0	100	0	0	46	54	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	344	2	"R"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	108	341	3	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	108	332	4	"R"	1	100	0	0	0	100	0	100	0	0				0	0	0	1
"U80"	0	80	6	108	349	5	"R"	0	75	10	15	36	36	28				41	26	33	0	0	0	1
"U80"	0	80	6	108	343	6	"R"	0	96	0	4	0	100	0				3	97	0	0	0	0	0
"U80"	0	80	6	108	334	7	"R"	0	100	0	0	46	35	19				100	0	0	0	0	0	1
"U80"	0	80	6	108	347	8	"R"	0	100	0	0	38	62	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	338	9	"R"	0	100	0	0	52	48	0				100	0	0	0	0	0	1
"U80"	0	80	6	108	348	10	"R"	1	34	30	36	34	36	30	52	24	24				0	0	0	-1
"U80"	0	80	6	108	334	11	"R"	0	100	0	0	40	48	12				100	0	0	0	0	0	0
"U80"	0	80	6	108	347	12	"R"	1	100	0	0	35	65	0	100	0	0				0	0	0	1
"U80"	0	80	6	108	338	13	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	348	14	"R"	0	49	30	21	33	50	17				31	32	37	0	0	0	1
"U80"	0	80	6	108	350	15	"R"	0	100	0	0	39	61	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	344	16	"R"	0	100	0	0	24	51	25				100	0	0	0	0	0	0
"U80"	0	80	6	108	341	17	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	332	18	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	349	19	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	108	343	20	"R"	0	100	0	0	0	100	0				100	0	0	0	0	0	0
"U80"	0	80	6	108	338	21	"R"	1	100	0	0	15	85	0	100	0	0				0	0	0	1
"U80"	0	80	6	108	348	22	"R"	1	48	39	13	26	55	19	61	25	14				0	0	0	0
"U80"	0	80	6	108	350	23	"R"	0	100	0	0	31	69	0				100	0	0	0	0	0	1
"U80"	0	80	6	108	344	24	"R"	0	100	0	0	24	38	38				100	0	0	0	0	0	-1
"U80"	0	80	6	108	341	25	"R"	0	100	0	0	100	0	0				100	0	0	0	0	0	1
"U80"	0	80	6	93	336	1	"S"	1	100	0	0	100	0	0	100	0	0				1	0	1	1
"U80"	0	80	6	93	340	2	"S"	1	100	0	0	100	0	0	100	0	0				0	0	0	1
"U80"	0	80	6	93	339	3	"S"	0	98	2	0	79	13	8				93	1	6	0	0	0	1
"U80"	0	80	6	93	331	4	"S"	0	100	0	0	35	43	22				100	0	0	1	1	1	0
"U80"	0	80	6	93	337	5	"S"	1	100	0	0	52	36	12	100	0	0				1	0	0	1
"U80"	0	80	6	93	335	6	"S"	0	100	0	0	34	45	21				100	0	0	1	0	0	0
"U80"	0	80	6	93	333	7	"S"	1	100	0	0	35	59	6	100	0	0				0	0	0	1
"U80"	0	80	6	93	342	8	"S"	0	100	0	0	24	64	12				100	0	0	1	0	0	1
"U80"	0	80	6	93	346	9	"S"	0	100	0	0	41	30	29				100	0	0	0	0	0	1
"U80"	0	80	6	93	345	10	"S"	1	100	0	0	14	60	26	100	0	0				0	0	0	1
"U80"	0	80	6	93	342	11	"S"	1	100	0	0	28	61	11	100	0	0				0	0	0	1
"U80"	0	80	6	93	335	12	"S"	0	100	0	0	16	62	22				100	0	0	1	0	0	0
"U80"	0	80	6	93	331	13	"S"	0	100	0	0	7	81	12				100	0	0	1	0	1	0
"U80"	0	80	6	93	336	14	"S"	0	100	0	0	24	34	42				100	0	0	1	0	0	-1
"U80"	0	80	6	93	346	15	"S"	0	100	0	0	25	31	44				100	0	0	1	0	0	1
"U80"	0	80	6	93	340	16	"S"	0	100	0	0	24	51	25				100	0	0	0	0	0	0
"U80"	0	80	6	93	339	17	"S"	1	100	0	0	11	61	28	100	0	0				0	0	0	1
"U80"	0	80	6	93	333	18	"S"	1	100	0	0	9	62	29	100	0	0				1	1	1	1
"U80"	0	80	6	93	337	19	"S"	0	100	0	0	28	63	9				100	0	0	1	0	0	1
"U80"	0	80	6	93	345	20	"S"	1	100	0	0	5	87	8	100	0	0				0	0	0	1
"U80"	0	80	6	93	333	21	"S"	0	100	0	0	6	81	13				100	0	0	0	0	0	0
"U80"	0	80	6	93	346	22	"S"	0	100	0	0	11	86	3				100	0	0	1	0	0	0
"U80"	0	80	6	93	345	23	"S"	0	100	0	0	6	89	5				100	0	0	0	0	0	0
"U80"	0	80	6	93	340	24	"S"	0	100	0	0	24	38	38				100	0	0	0	0	0	-1
"U80"	0	80	6	93	339	25	"S"	0	100	0	0	14	57	29				100	0	0	0	0	0	0
"U80"	0	80	6	96	337	1	"S"	0	100	0	0	40	60	0				79	21	0	1	0	0	1
"U80"	0	80	6	96	335	2	"S"	0	100	0	0	40	60	0				100	0	0	1	0	0	0
"U80"	0	80	6	96	333	3	"S"	1	100	0	0	43	57	0	100	0	0				0	0	0	1
"U80"	0	80	6	96	342	4	"S"	1	100	0	0	38	62	0	100	0	0				1	0	0	1
"U80"	0	80	6	96	346	5	"S"	1	100	0	0	40	60	0	100	0	0				1	0	1	1
"U80"	0	80	6	96	345	6	"S"	1	100	0	0	39	61	0	100	0	0				0	0	0	1
"U80"	0	80	6	96	336	7	"S"	1	100	0	0	36	64	0	100	0	0				1	0	0	1
"U80"	0	80	6	96	340	8	"S"	0	100	0	0	38	62	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	339	9	"S"	0	100	0	0	38	62	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	331	10	"S"	0	100	0	0	36	64	0				100	0	0	1	1	0	1
"U80"	0	80	6	96	346	11	"S"	0	100	0	0	36	64	0				100	0	0	1	0	0	1
"U80"	0	80	6	96	340	12	"S"	1	100	0	0	35	65	0	100	0	0				0	0	0	1
"U80"	0	80	6	96	339	13	"S"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	333	14	"S"	1	100	0	0	32	68	0	100	0	0				0	0	0	1
"U80"	0	80	6	96	337	15	"S"	1	100	0	0	32	68	0	100	0	0				1	0	0	1
"U80"	0	80	6	96	345	16	"S"	0	100	0	0	33	65	2				100	0	0	0	0	0	1
"U80"	0	80	6	96	342	17	"S"	1	100	0	0	33	67	0	100	0	0				1	0	0	1
"U80"	0	80	6	96	335	18	"S"	0	100	0	0	33	67	0				100	0	0	1	0	0	0
"U80"	0	80	6	96	331	19	"S"	1	100	0	0	33	67	0	100	0	0				1	1	0	1
"U80"	0	80	6	96	336	20	"S"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	339	21	"S"	0	100	0	0	33	67	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	335	22	"S"	1	100	0	0	32	68	0	100	0	0				1	0	0	1
"U80"	0	80	6	96	336	23	"S"	0	100	0	0	32	68	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	342	24	"S"	0	100	0	0	32	68	0				100	0	0	0	0	0	0
"U80"	0	80	6	96	331	25	"S"	0	100	0	0	32	68	0				100	0	0	1	0	1	0
"U80"	0	80	6	97	339	1	"S"	0	86	9	5	62	26	12				53	37	10	0	0	0	1
"U80"	0	80	6	97	331	2	"S"	1	58	29	13	32	51	17	60	21	19				1	1	0	0
"U80"	0	80	6	97	337	3	"S"	0	58	22	20	33	54	13				42	32	26	0	0	0	0
