NOTE: A bug in the code of the experimental software used to run some of the early sessions led to a loss of data. This loss is reflected in the data file. The bug affected a small share of the data collected in the initial 12 sessions (out of 32 sessions in total), specifically 0.3% of sender-receiver interactions. 
Because of an integer problem, some subjects in some rounds observed the realization of an event that was supposed to have zero probability. Despite affecting a minimal number of interactions, we decided to discard not only the affected interactions, but also the subjects that participated in those interactions. This led to dropping about 6% of the total amount of data that we collected.

* Dictionary *
treatment:			treatment indicator.
verifiable:			= 1 if messages are verifiable, 0 o/w.
rho:				level of commitment in %, {20, 80, 100}.
session:			session identifier.
id:					unique subject identifier.
oid:				unique subject identifier for other subject in a match.
match:				match identifier.
role:				sender or receiver, {S, R}.
color:				= 1 if drawn ball is red, 0 o/w.
rred, rblue,...		First letter indicates ball color. Word that comes next is the color of the message. Indicates probability of that message for that state in commitment stage (in %).
revrred, ...		Same as above for revision stage.
rdec, bdec, ndec	Receiver guess (=1 if red, 0 o/w) when message is red, blue, or when there is no message.
message				-1 (no msg), 0 (blue msg), 1 (red msg).
**************


treatment	verifiable	rho	session	id	oid	match	role	color	rred	rblue	rnone	bred	bblue	bnone	revrred	revrblue	revrnone	revbred	revbblue	revbnone	rdec	bdec	ndec	message
"V20"	1	20	7	112	2	21	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	112	1	22	"S"	0	0	0	100	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	112	13	23	"S"	0	100	0	0	0	0	100				0	52	48	1	0	0	-1
"V20"	1	20	7	112	3	24	"S"	0	100	0	0	0	0	100				0	97	3	1	0	0	0
"V20"	1	20	7	112	18	25	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	113	2	1	"S"	0	36	0	64	0	92	8				0	36	64	0	0	0	0
"V20"	1	20	7	113	13	2	"S"	0	50	0	50	0	91	9				0	64	36	1	0	0	-1
"V20"	1	20	7	113	17	3	"S"	0	95	0	5	0	1	99				0	57	43	1	0	0	0
"V20"	1	20	7	113	4	4	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	113	1	5	"S"	1	0	0	100	0	0	100	0	0	100				1	0	0	-1
"V20"	1	20	7	113	16	6	"S"	0	0	0	100	0	100	0				0	100	0	1	0	1	0
"V20"	1	20	7	113	3	7	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	113	18	8	"S"	0	0	0	100	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	113	14	9	"S"	0	0	0	100	0	0	100				0	68	32	1	0	0	0
"V20"	1	20	7	113	16	10	"S"	0	63	0	37	0	32	68				0	73	27	1	0	0	0
"V20"	1	20	7	113	1	11	"S"	0	75	0	25	0	65	35				0	40	60	1	0	0	-1
"V20"	1	20	7	113	3	12	"S"	1	100	0	0	0	38	62	0	0	100				1	0	0	-1
"V20"	1	20	7	113	2	13	"S"	0	0	0	100	0	100	0				0	100	0	0	0	0	0
"V20"	1	20	7	113	4	14	"S"	1	0	0	100	0	100	0	27	0	73				1	0	0	-1
"V20"	1	20	7	113	14	15	"S"	0	0	0	100	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	113	17	16	"S"	0	2	0	98	0	100	0				0	31	69	1	0	0	-1
"V20"	1	20	7	113	18	17	"S"	1	0	0	100	0	100	0	0	0	100				1	0	0	-1
"V20"	1	20	7	113	13	18	"S"	1	100	0	0	0	100	0	0	0	100				1	0	0	-1
"V20"	1	20	7	113	13	19	"S"	1	0	0	100	0	100	0	0	0	100				1	0	0	-1
"V20"	1	20	7	113	3	20	"S"	0	100	0	0	0	0	100				0	100	0	1	0	0	-1
"V20"	1	20	7	113	18	21	"S"	0	0	0	100	0	100	0				0	51	49	1	0	1	-1
"V20"	1	20	7	113	4	22	"S"	1	50	0	50	0	51	49	51	0	49				1	0	0	1
"V20"	1	20	7	113	16	23	"S"	1	50	0	50	0	50	50	50	0	50				1	0	0	-1
"V20"	1	20	7	113	14	24	"S"	0	50	0	50	0	50	50				0	50	50	1	0	0	0
"V20"	1	20	7	113	17	25	"S"	0	48	0	52	0	61	39				0	42	58	1	0	0	0
"V20"	1	20	7	116	14	1	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	2	2	"S"	0	0	0	100	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	116	13	3	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	17	4	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	4	5	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	116	1	6	"S"	0	0	0	100	0	0	100				0	93	7	1	0	0	0
"V20"	1	20	7	116	16	7	"S"	0	49	0	51	0	54	46				0	98	2	1	0	1	0
"V20"	1	20	7	116	3	8	"S"	0	50	0	50	0	50	50				0	50	50	1	0	0	-1
"V20"	1	20	7	116	18	9	"S"	1	50	0	50	0	50	50	100	0	0				1	0	0	1
"V20"	1	20	7	116	13	10	"S"	0	35	0	65	0	37	63				0	19	81	1	0	0	-1
"V20"	1	20	7	116	16	11	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	1	12	"S"	0	0	0	100	0	98	2				0	0	100	1	0	0	0
"V20"	1	20	7	116	3	13	"S"	1	83	0	17	0	50	50	100	0	0				1	0	0	1
"V20"	1	20	7	116	2	14	"S"	1	0	0	100	0	0	100	100	0	0				1	0	0	-1
"V20"	1	20	7	116	4	15	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	14	16	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	17	17	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	116	18	18	"S"	1	0	0	100	0	55	45	100	0	0				1	0	0	1
"V20"	1	20	7	116	1	19	"S"	1	0	0	100	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	116	13	20	"S"	0	0	0	100	0	100	0				0	0	100	1	0	1	-1
"V20"	1	20	7	116	3	21	"S"	0	0	0	100	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	116	18	22	"S"	0	100	0	0	0	98	2				0	0	100	1	0	0	-1
"V20"	1	20	7	116	4	23	"S"	0	0	0	100	0	78	22				0	0	100	1	0	0	-1
"V20"	1	20	7	116	16	24	"S"	0	41	0	59	0	40	60				0	0	100	1	0	0	-1
"V20"	1	20	7	116	14	25	"S"	1	32	0	68	0	32	68	100	0	0				1	0	0	1
"V20"	1	20	7	123	18	1	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	123	14	2	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	123	2	3	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	13	4	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	123	17	5	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	4	6	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	1	7	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	16	8	"S"	1	100	0	0	0	90	10	100	0	0				1	0	0	1
"V20"	1	20	7	123	3	9	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	123	18	10	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	123	13	11	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	16	12	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	123	1	13	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	123	3	14	"S"	0	100	0	0	0	0	100				0	0	100	1	0	1	-1
"V20"	1	20	7	123	2	15	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	123	4	16	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	123	14	17	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	17	18	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	2	19	"S"	0	100	0	0	0	74	26				0	0	100	1	0	0	-1
"V20"	1	20	7	123	1	20	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	13	21	"S"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	123	3	22	"S"	1	100	0	0	0	74	26	100	0	0				1	0	0	1
"V20"	1	20	7	123	18	23	"S"	1	100	0	0	0	74	26	100	0	0				1	0	0	1
"V20"	1	20	7	123	4	24	"S"	0	100	0	0	0	74	26				0	0	100	1	0	0	-1
"V20"	1	20	7	123	16	25	"S"	1	100	0	0	0	0	100	100	0	0				1	0	0	1
"V20"	1	20	7	124	4	1	"S"	0	100	0	0	0	49	51				0	51	49	1	0	0	-1
"V20"	1	20	7	124	1	2	"S"	0	75	0	25	0	76	24				0	64	36	1	0	0	-1
"V20"	1	20	7	124	16	3	"S"	0	63	0	37	0	23	77				0	34	66	1	0	0	0
"V20"	1	20	7	124	3	4	"S"	0	68	0	32	0	39	61				0	16	84	1	0	0	-1
"V20"	1	20	7	124	18	5	"S"	0	62	0	38	0	100	0				0	23	77	1	0	0	0
"V20"	1	20	7	124	14	6	"S"	0	100	0	0	0	32	68				0	14	86	1	0	0	-1
"V20"	1	20	7	124	2	7	"S"	0	92	0	8	0	45	55				0	32	68	1	0	0	-1
"V20"	1	20	7	124	13	8	"S"	0	100	0	0	0	58	42				0	94	6	1	0	0	0
"V20"	1	20	7	124	17	9	"S"	1	100	0	0	0	9	91	100	0	0				1	0	0	1
"V20"	1	20	7	124	2	10	"S"	0	100	0	0	0	56	44				0	74	26	0	0	0	-1
"V20"	1	20	7	124	4	11	"S"	0	100	0	0	0	1	99				0	0	100	1	0	0	-1
"V20"	1	20	7	124	14	12	"S"	0	100	0	0	0	38	62				0	100	0	1	0	0	0
"V20"	1	20	7	124	17	13	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	124	18	14	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	124	13	15	"S"	0	100	0	0	0	75	25				0	43	57	1	0	0	0
"V20"	1	20	7	124	16	16	"S"	0	100	0	0	0	28	72				0	84	16	1	0	0	0
"V20"	1	20	7	124	1	17	"S"	0	100	0	0	0	95	5				0	6	94	1	0	0	0
"V20"	1	20	7	124	3	18	"S"	0	99	0	1	0	34	66				0	51	49	1	0	0	0
"V20"	1	20	7	124	4	19	"S"	1	100	0	0	0	77	23	100	0	0				1	0	0	1
"V20"	1	20	7	124	16	20	"S"	0	100	0	0	0	27	73				0	91	9	1	0	0	-1
"V20"	1	20	7	124	14	21	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	124	17	22	"S"	0	100	0	0	0	21	79				0	0	100	1	0	0	-1
"V20"	1	20	7	124	2	23	"S"	0	100	0	0	0	32	68				0	26	74	1	0	0	-1
"V20"	1	20	7	124	1	24	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	124	13	25	"S"	1	100	0	0	0	17	83	100	0	0				1	0	0	1
"V20"	1	20	7	125	13	1	"S"	0	100	0	0	0	50	50				0	33	67	1	0	0	-1
"V20"	1	20	7	125	17	2	"S"	0	100	0	0	0	75	25				0	61	39	1	0	0	0
"V20"	1	20	7	125	4	3	"S"	0	50	0	50	0	50	50				0	50	50	1	0	0	0
"V20"	1	20	7	125	1	4	"S"	0	50	0	50	0	25	75				0	26	74	1	0	0	-1
"V20"	1	20	7	125	16	5	"S"	0	0	0	100	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	125	3	6	"S"	0	0	0	100	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	7	125	18	7	"S"	0	0	0	100	0	75	25				0	0	100	1	0	0	-1
"V20"	1	20	7	125	14	8	"S"	0	0	0	100	0	70	30				0	25	75	1	0	0	-1
"V20"	1	20	7	125	2	9	"S"	0	10	0	90	0	75	25				0	15	85	0	0	0	-1
"V20"	1	20	7	125	1	10	"S"	0	50	0	50	0	75	25				0	0	100	1	0	0	0
"V20"	1	20	7	125	3	11	"S"	0	51	0	49	0	60	40				0	0	100	1	0	0	-1
"V20"	1	20	7	125	2	12	"S"	1	35	0	65	0	75	25	100	0	0				1	0	0	1
"V20"	1	20	7	125	4	13	"S"	0	35	0	65	0	75	25				0	0	100	1	0	0	0
"V20"	1	20	7	125	14	14	"S"	0	20	0	80	0	70	30				0	0	100	1	0	0	-1
"V20"	1	20	7	125	17	15	"S"	0	20	0	80	0	70	30				0	0	100	1	0	0	-1
"V20"	1	20	7	125	18	16	"S"	1	10	0	90	0	75	25	100	0	0				1	0	0	1
"V20"	1	20	7	125	13	17	"S"	1	0	0	100	0	71	29	100	0	0				1	0	1	1
"V20"	1	20	7	125	16	18	"S"	0	0	0	100	0	70	30				0	0	100	1	0	1	-1
"V20"	1	20	7	125	3	19	"S"	0	0	0	100	0	70	30				0	0	100	1	0	0	-1
"V20"	1	20	7	125	18	20	"S"	0	0	0	100	0	70	30				0	0	100	1	0	0	-1
"V20"	1	20	7	125	4	21	"S"	1	0	0	100	0	30	70	100	0	0				1	0	0	1
"V20"	1	20	7	125	16	22	"S"	0	0	0	100	0	50	50				0	0	100	1	0	0	0
"V20"	1	20	7	125	14	23	"S"	0	15	0	85	0	70	30				0	0	100	1	0	0	-1
"V20"	1	20	7	125	17	24	"S"	0	25	0	75	0	75	25				0	0	100	1	0	0	-1
"V20"	1	20	7	125	2	25	"S"	1	0	0	100	0	70	30	100	0	0				0	0	0	-1
"V20"	1	20	7	126	1	1	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	16	2	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	3	3	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	18	4	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	14	5	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	2	6	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	0
"V20"	1	20	7	126	13	7	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	17	8	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	4	9	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	4	10	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	14	11	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	17	12	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	18	13	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	13	14	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	16	15	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	1	16	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	3	17	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	2	18	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	16	19	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	14	20	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	17	21	"S"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	7	126	2	22	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	1	23	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	126	13	24	"S"	0	100	0	0	0	100	0				0	100	0	1	0	0	0
"V20"	1	20	7	126	3	25	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	7	127	17	1	"S"	0	87	0	13	0	21	79				0	17	83	1	0	0	-1
"V20"	1	20	7	127	4	2	"S"	0	89	0	11	0	27	73				0	10	90	1	0	0	0
"V20"	1	20	7	127	1	3	"S"	1	91	0	9	0	8	92	23	0	77				1	0	0	-1
"V20"	1	20	7	127	16	4	"S"	0	92	0	8	0	56	44				0	14	86	1	0	0	-1
"V20"	1	20	7	127	3	5	"S"	0	88	0	12	0	50	50				0	18	82	1	0	0	-1
"V20"	1	20	7	127	18	6	"S"	1	100	0	0	0	96	4	100	0	0				1	0	0	1
"V20"	1	20	7	127	14	7	"S"	1	97	0	3	0	20	80	100	0	0				1	0	0	1
"V20"	1	20	7	127	2	8	"S"	1	100	0	0	0	52	48	100	0	0				1	0	0	1
"V20"	1	20	7	127	13	9	"S"	1	100	0	0	0	26	74	100	0	0				1	0	0	1
"V20"	1	20	7	127	3	10	"S"	1	100	0	0	0	51	49	100	0	0				1	0	0	1
"V20"	1	20	7	127	2	11	"S"	1	100	0	0	0	25	75	100	0	0				1	0	0	1
"V20"	1	20	7	127	4	12	"S"	0	100	0	0	0	26	74				0	20	80	1	0	0	-1
"V20"	1	20	7	127	14	13	"S"	1	100	0	0	0	21	79	100	0	0				1	0	0	1
"V20"	1	20	7	127	17	14	"S"	1	100	0	0	0	29	71	100	0	0				1	0	0	1
"V20"	1	20	7	127	18	15	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	13	16	"S"	1	98	0	2	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	16	17	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	1	18	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	18	19	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	4	20	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	16	21	"S"	0	100	0	0	0	28	72				0	28	72	1	0	0	0
"V20"	1	20	7	127	14	22	"S"	0	100	0	0	0	28	72				0	16	84	1	0	0	-1
"V20"	1	20	7	127	17	23	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	127	2	24	"S"	0	100	0	0	0	28	72				0	0	100	1	0	0	-1
"V20"	1	20	7	127	1	25	"S"	1	100	0	0	0	28	72	100	0	0				1	0	0	1
"V20"	1	20	7	128	3	1	"S"	1	75	0	25	0	50	50	100	0	0				1	0	1	1
"V20"	1	20	7	128	18	2	"S"	0	75	0	25	0	33	67				0	90	10	1	0	0	-1
"V20"	1	20	7	128	14	3	"S"	0	78	0	22	0	78	22				0	0	100	1	0	0	-1
"V20"	1	20	7	128	2	4	"S"	1	79	0	21	0	15	85	99	0	1				0	0	0	1
"V20"	1	20	7	128	13	5	"S"	1	75	0	25	0	15	85	100	0	0				1	0	0	1
"V20"	1	20	7	128	17	6	"S"	0	30	0	70	0	7	93				0	0	100	1	0	0	-1
"V20"	1	20	7	128	4	7	"S"	0	75	0	25	0	10	90				0	27	73	1	0	0	-1
"V20"	1	20	7	128	1	8	"S"	0	75	0	25	0	50	50				0	0	100	1	0	0	-1
"V20"	1	20	7	128	16	9	"S"	0	82	0	18	0	24	76				0	0	100	1	0	0	-1
"V20"	1	20	7	128	17	10	"S"	1	50	0	50	0	50	50	100	0	0				1	0	0	-1
"V20"	1	20	7	128	18	11	"S"	0	100	0	0	0	50	50				0	0	100	1	0	0	-1
"V20"	1	20	7	128	13	12	"S"	0	100	0	0	0	100	0				0	0	100	1	0	0	0
"V20"	1	20	7	128	16	13	"S"	0	0	0	100	0	50	50				0	0	100	1	0	1	-1
"V20"	1	20	7	128	1	14	"S"	1	0	0	100	0	50	50	0	0	100				1	0	0	-1
"V20"	1	20	7	128	3	15	"S"	1	4	0	96	0	66	34	100	0	0				1	0	0	1
"V20"	1	20	7	128	2	16	"S"	1	8	0	92	0	60	40	100	0	0				1	0	0	-1
"V20"	1	20	7	128	4	17	"S"	1	23	0	77	0	77	23	100	0	0				1	0	0	1
"V20"	1	20	7	128	14	18	"S"	0	9	0	91	0	60	40				0	0	100	1	0	0	-1
"V20"	1	20	7	128	17	19	"S"	1	25	0	75	0	54	46	100	0	0				1	0	0	1
"V20"	1	20	7	128	2	20	"S"	1	28	0	72	0	57	43	100	0	0				1	0	0	1
"V20"	1	20	7	128	1	21	"S"	0	31	0	69	0	56	44				0	0	100	1	0	0	0
"V20"	1	20	7	128	13	22	"S"	1	40	0	60	0	55	45	100	0	0				1	0	0	1
"V20"	1	20	7	128	3	23	"S"	0	44	0	56	0	49	51				0	0	100	1	0	0	-1
"V20"	1	20	7	128	18	24	"S"	0	20	0	80	0	50	50				0	0	100	1	0	0	-1
"V20"	1	20	7	128	4	25	"S"	0	20	0	80	0	50	50				0	0	100	1	0	0	-1
"V20"	1	20	8	130	41	1	"R"	0	50	0	50	0	50	50				0	0	100	1	0	0	-1
"V20"	1	20	8	130	27	3	"R"	0	62	0	38	0	35	65				0	0	100	1	0	1	-1
"V20"	1	20	8	130	34	4	"R"	0	21	0	79	0	80	20				0	0	100	0	0	0	-1
"V20"	1	20	8	130	38	5	"R"	1	49	0	51	0	100	0	100	0	0				0	0	0	1
"V20"	1	20	8	130	20	6	"R"	0	100	0	0	0	25	75				0	50	50	1	0	1	-1
"V20"	1	20	8	130	28	7	"R"	0	97	0	3	0	93	7				0	5	95	0	0	0	0
"V20"	1	20	8	130	24	8	"R"	0	100	0	0	0	0	100				0	0	100	0	0	0	-1
"V20"	1	20	8	130	30	10	"R"	0	68	0	32	0	80	20				0	0	100	0	0	0	-1
"V20"	1	20	8	130	40	11	"R"	0	15	0	85	0	95	5				0	0	100	0	0	0	0
"V20"	1	20	8	130	40	12	"R"	1	10	0	90	0	95	5	15	0	85				0	0	0	-1
"V20"	1	20	8	130	41	13	"R"	0	5	0	95	0	90	10				0	0	100	0	0	0	-1
"V20"	1	20	8	130	27	15	"R"	0	17	0	83	0	89	11				0	0	100	1	0	0	-1
"V20"	1	20	8	130	34	16	"R"	0	9	0	91	0	90	10				0	0	100	1	0	0	-1
"V20"	1	20	8	130	38	17	"R"	1	76	0	24	0	94	6	99	0	1				1	0	0	1
"V20"	1	20	8	130	20	18	"R"	0	100	0	0	0	2	98				0	8	92	1	0	0	-1
"V20"	1	20	8	130	28	19	"R"	1	98	0	2	0	50	50	100	0	0				1	0	0	1
"V20"	1	20	8	130	24	20	"R"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	8	130	30	22	"R"	1	19	0	81	0	79	21	100	0	0				1	0	0	1
"V20"	1	20	8	130	40	23	"R"	0	15	0	85	0	95	5				0	0	100	1	0	0	-1
"V20"	1	20	8	130	41	24	"R"	1	5	0	95	0	90	10	100	0	0				1	0	0	-1
"V20"	1	20	8	131	30	2	"R"	0	100	0	0	0	0	100				0	0	100	1	1	1	-1
"V20"	1	20	8	131	40	3	"R"	1	90	0	10	0	49	51	90	0	10				0	0	0	1
"V20"	1	20	8	131	41	4	"R"	0	10	0	90	0	90	10				0	0	100	0	0	1	-1
"V20"	1	20	8	131	27	6	"R"	1	63	0	37	0	38	62	100	0	0				1	1	0	1
"V20"	1	20	8	131	34	7	"R"	0	0	0	100	0	100	0				0	0	100	0	0	1	-1
"V20"	1	20	8	131	38	8	"R"	0	50	0	50	0	70	30				0	50	50	0	0	1	-1
"V20"	1	20	8	131	20	9	"R"	0	100	0	0	0	50	50				0	64	36	1	1	1	0
"V20"	1	20	8	131	28	10	"R"	1	97	0	3	0	5	95	96	0	4				1	1	0	1
"V20"	1	20	8	131	24	11	"R"	0	100	0	0	0	0	100				0	0	100	1	1	0	-1
"V20"	1	20	8	131	30	13	"R"	0	19	0	81	0	82	18				0	0	100	0	0	1	-1
"V20"	1	20	8	131	40	14	"R"	1	50	0	50	0	95	5	76	0	24				0	0	1	-1
"V20"	1	20	8	131	41	15	"R"	0	5	0	95	0	90	10				0	0	100	0	0	1	-1
"V20"	1	20	8	131	27	17	"R"	1	86	0	14	0	62	38	100	0	0				1	1	0	1
"V20"	1	20	8	131	34	18	"R"	1	7	0	93	0	92	8	100	0	0				0	0	1	1
"V20"	1	20	8	131	38	19	"R"	0	82	0	18	0	95	5				0	0	100	0	0	1	-1
"V20"	1	20	8	131	20	20	"R"	0	100	0	0	0	0	100				0	19	81	1	1	0	-1
"V20"	1	20	8	131	28	21	"R"	0	98	0	2	0	50	50				0	78	22	1	1	0	0
"V20"	1	20	8	131	24	22	"R"	0	100	0	0	0	0	100				0	0	100	1	1	0	-1
"V20"	1	20	8	131	20	23	"R"	1	100	0	0	0	12	88	100	0	0				1	1	0	1
"V20"	1	20	8	131	28	24	"R"	1	98	0	2	0	10	90	100	0	0				1	1	0	1
"V20"	1	20	8	131	24	25	"R"	0	100	0	0	0	0	100				0	0	100	1	1	0	-1
"V20"	1	20	8	132	27	2	"R"	0	81	0	19	0	20	80				0	0	100	1	0	0	-1
"V20"	1	20	8	132	34	3	"R"	0	78	0	22	0	20	80				0	25	75	1	0	0	-1
"V20"	1	20	8	132	38	4	"R"	1	100	0	0	0	100	0	100	0	0				1	0	0	1
"V20"	1	20	8	132	20	5	"R"	1	100	0	0	0	25	75	100	0	0				1	0	0	1
"V20"	1	20	8	132	28	6	"R"	0	97	0	3	0	61	39				0	7	93	1	0	0	-1
"V20"	1	20	8	132	24	7	"R"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	8	132	30	9	"R"	1	75	0	25	0	80	20	100	0	0				1	0	0	1
"V20"	1	20	8	132	40	10	"R"	1	29	0	71	0	80	20	30	0	70				1	0	0	1
"V20"	1	20	8	132	41	11	"R"	0	5	0	95	0	90	10				0	0	100	1	0	0	0
"V20"	1	20	8	132	27	13	"R"	0	0	0	100	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	8	132	34	14	"R"	0	10	0	90	0	90	10				0	0	100	1	0	1	-1
"V20"	1	20	8	132	38	15	"R"	1	59	0	41	0	93	7	100	0	0				1	0	0	1
"V20"	1	20	8	132	20	16	"R"	0	100	0	0	0	75	25				0	76	24	1	0	0	0
"V20"	1	20	8	132	28	17	"R"	0	98	0	2	0	19	81				0	35	65	1	0	0	-1
"V20"	1	20	8	132	24	18	"R"	0	100	0	0	0	0	100				0	0	100	1	0	0	-1
"V20"	1	20	8	132	30	20	"R"	0	19	0	81	0	82	18				0	0	100	1	0	0	0
"V20"	1	20	8	132	40	21	"R"	0	50	0	50	0	100	0				0	0	100	1	0	0	-1
"V20"	1	20	8	132	41	22	"R"	0	5	0	95	0	90	10				0	0	100	1	0	0	0
"V20"	1	20	8	132	27	23	"R"	0	8	0	92	0	87	13				0	0	100	1	0	0	0
"V20"	1	20	8	132	34	24	"R"	0	0	0	100	0	100	0				0	0	100	1	0	0	0
"V20"	1	20	8	132	38	25	"R"	1	76	0	24	0	97	3	100	0	0				1	0	0	1
"V20"	1	20	8	133	34	1	"R"	1	81	0	19	0	74	26	99	0	1				1	0	0	1
"V20"	1	20	8	133	38	2	"R"	0	75	0	25	0	90	10				0	0	100	1	0	0	-1
"V20"	1	20	8	133	20	3	"R"	1	0	0	100	0	0	100	100	0	0				0	0	0	-1
