* Dictionary *
paper:      paper #, labelled with authors and year
session:    session #
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
coop:       = 1 if subject cooperated, = 0 o/w
order:		for experiments with within subjects design this number indicates the order of the treatments
**************/

paper	session	id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	coop	order
"Dal Bo (2005)"	11200	11245	11214	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11213	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11212	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11211	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11210	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11219	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11218	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11217	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11246	11216	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11215	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11214	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11246	11213	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11246	11212	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11246	11211	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11247	11220	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11247	11219	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11247	11218	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11247	11217	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11247	11216	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11247	11215	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11247	11214	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11247	11213	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11247	11212	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11221	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11220	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11219	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11218	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11217	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11216	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11215	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11214	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11248	11213	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11249	11222	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11221	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11220	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11219	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11218	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11217	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11216	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11215	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11249	11214	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11250	11223	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11222	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11221	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11220	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11219	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11218	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11217	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11216	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11250	11215	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11224	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11223	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11222	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11221	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11220	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11219	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11218	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11217	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11251	11216	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11225	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11224	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11252	11223	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11222	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11221	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11220	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11219	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11218	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11252	11217	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11226	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11225	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11253	11224	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11223	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11222	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11221	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11220	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11219	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11253	11218	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11227	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11226	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11225	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11224	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11223	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11222	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11221	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11220	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11254	11219	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11201	11237	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11238	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11239	12	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11201	11240	13	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11201	11241	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11242	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11243	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11244	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11201	11245	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11202	11238	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11239	11	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11240	12	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11241	13	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11242	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11202	11243	15	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11244	16	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11202	11245	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11202	11246	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11239	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11240	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11241	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11242	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11243	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11244	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11245	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11246	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11203	11247	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11240	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11241	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11242	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11243	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11244	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11245	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11246	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11247	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11204	11248	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11241	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11242	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11243	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11244	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11245	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11246	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11247	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11248	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11205	11249	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11242	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11206	11243	11	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11206	11244	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11245	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11246	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11247	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11248	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11249	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11206	11250	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11243	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11244	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11245	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11246	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11247	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11248	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11249	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11250	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11207	11251	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11244	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11245	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11246	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11247	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11248	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11249	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11250	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11251	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11208	11252	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11245	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11246	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11247	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11248	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11249	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11250	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11251	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11252	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11209	11253	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11246	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11247	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11248	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11249	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11250	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11251	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11252	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11253	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11210	11254	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11247	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11248	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11249	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11250	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11251	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11252	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11253	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11254	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11211	11228	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11248	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11200	11212	11249	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11250	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11251	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11252	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11253	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11254	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11228	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11212	11229	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11249	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11250	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11251	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11252	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11253	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11254	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11228	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11229	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11213	11230	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11250	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11251	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11252	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11253	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11254	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11228	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11229	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11230	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11214	11231	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11251	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11252	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11253	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11254	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11228	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11229	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11230	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11231	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11215	11232	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11252	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11253	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11254	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11228	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11229	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11230	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11231	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11232	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11216	11233	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11253	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11254	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11228	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11229	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11230	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11231	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11232	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11233	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11217	11234	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11254	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11228	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11229	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11230	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11231	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11232	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11233	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11234	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11218	11235	18	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11228	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11229	11	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11230	12	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11231	13	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11232	14	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11233	15	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11234	16	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11200	11219	11235	17	1	2	65	10	100	35	1.166667	.8333333	1	0	2
