* Dictionary *
paper:      paper #, labelled with authors and year
session:    session #
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
coop:       = 1 if subject cooperated, = 0 o/w
order:		for experiments with within subjects design this number indicates the order of the treatments
**************/

paper	session	id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	coop	order
"Friedman and Oprea (2012)"	41200	41203	41204	3	1	8	10	0	18	8	4	4	.5714286	1	3
"Friedman and Oprea (2012)"	41200	41203	41206	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41203	41201	9	1	8	10	0	18	8	4	4	.5714286	1	9
"Friedman and Oprea (2012)"	41200	41203	41204	14	1	8	10	0	18	8	4	4	.5714286	1	14
"Friedman and Oprea (2012)"	41200	41203	41202	17	1	8	10	0	18	8	4	4	.5714286	1	17
"Friedman and Oprea (2012)"	41200	41203	41210	22	1	8	10	0	18	8	4	4	.5714286	1	21
"Friedman and Oprea (2012)"	41200	41203	41202	28	1	8	10	0	18	8	4	4	.5714286	1	27
"Friedman and Oprea (2012)"	41200	41203	41209	30	1	8	10	0	18	8	4	4	.5714286	1	29
"Friedman and Oprea (2012)"	41200	41204	41203	3	1	8	10	0	18	8	4	4	.5714286	1	3
"Friedman and Oprea (2012)"	41200	41204	41209	5	1	8	10	0	18	8	4	4	.5714286	1	5
"Friedman and Oprea (2012)"	41200	41204	41210	9	1	8	10	0	18	8	4	4	.5714286	0	9
"Friedman and Oprea (2012)"	41200	41204	41203	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41204	41209	17	1	8	10	0	18	8	4	4	.5714286	1	17
"Friedman and Oprea (2012)"	41200	41204	41202	22	1	8	10	0	18	8	4	4	.5714286	1	21
"Friedman and Oprea (2012)"	41200	41204	41201	28	1	8	10	0	18	8	4	4	.5714286	1	27
"Friedman and Oprea (2012)"	41200	41204	41210	30	1	8	10	0	18	8	4	4	.5714286	1	29
"Friedman and Oprea (2012)"	41200	41205	41206	3	1	8	10	0	18	8	4	4	.5714286	1	3
"Friedman and Oprea (2012)"	41200	41205	41202	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41205	41208	9	1	8	10	0	18	8	4	4	.5714286	1	9
"Friedman and Oprea (2012)"	41200	41205	41209	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41205	41208	17	1	8	10	0	18	8	4	4	.5714286	0	17
"Friedman and Oprea (2012)"	41200	41205	41208	22	1	8	10	0	18	8	4	4	.5714286	1	21
"Friedman and Oprea (2012)"	41200	41205	41206	28	1	8	10	0	18	8	4	4	.5714286	0	27
"Friedman and Oprea (2012)"	41200	41205	41201	30	1	8	10	0	18	8	4	4	.5714286	0	29
"Friedman and Oprea (2012)"	41200	41206	41205	3	1	8	10	0	18	8	4	4	.5714286	0	3
"Friedman and Oprea (2012)"	41200	41206	41203	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41206	41207	9	1	8	10	0	18	8	4	4	.5714286	0	9
"Friedman and Oprea (2012)"	41200	41206	41201	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41206	41207	17	1	8	10	0	18	8	4	4	.5714286	0	17
"Friedman and Oprea (2012)"	41200	41206	41209	22	1	8	10	0	18	8	4	4	.5714286	0	21
"Friedman and Oprea (2012)"	41200	41206	41205	28	1	8	10	0	18	8	4	4	.5714286	0	27
"Friedman and Oprea (2012)"	41200	41206	41207	30	1	8	10	0	18	8	4	4	.5714286	0	29
"Friedman and Oprea (2012)"	41200	41207	41202	3	1	8	10	0	18	8	4	4	.5714286	0	3
"Friedman and Oprea (2012)"	41200	41207	41208	5	1	8	10	0	18	8	4	4	.5714286	1	5
"Friedman and Oprea (2012)"	41200	41207	41206	9	1	8	10	0	18	8	4	4	.5714286	1	9
"Friedman and Oprea (2012)"	41200	41207	41202	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41207	41206	17	1	8	10	0	18	8	4	4	.5714286	0	17
"Friedman and Oprea (2012)"	41200	41207	41201	22	1	8	10	0	18	8	4	4	.5714286	0	21
"Friedman and Oprea (2012)"	41200	41207	41208	28	1	8	10	0	18	8	4	4	.5714286	0	27
"Friedman and Oprea (2012)"	41200	41207	41206	30	1	8	10	0	18	8	4	4	.5714286	0	29
"Friedman and Oprea (2012)"	41200	41208	41209	3	1	8	10	0	18	8	4	4	.5714286	0	3
"Friedman and Oprea (2012)"	41200	41208	41207	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41208	41205	9	1	8	10	0	18	8	4	4	.5714286	0	9
"Friedman and Oprea (2012)"	41200	41208	41210	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41208	41205	17	1	8	10	0	18	8	4	4	.5714286	0	17
"Friedman and Oprea (2012)"	41200	41208	41205	22	1	8	10	0	18	8	4	4	.5714286	0	21
"Friedman and Oprea (2012)"	41200	41208	41207	28	1	8	10	0	18	8	4	4	.5714286	1	27
"Friedman and Oprea (2012)"	41200	41208	41202	30	1	8	10	0	18	8	4	4	.5714286	0	29
"Friedman and Oprea (2012)"	41200	41209	41208	3	1	8	10	0	18	8	4	4	.5714286	0	3
"Friedman and Oprea (2012)"	41200	41209	41204	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41209	41202	9	1	8	10	0	18	8	4	4	.5714286	1	9
"Friedman and Oprea (2012)"	41200	41209	41205	14	1	8	10	0	18	8	4	4	.5714286	1	14
"Friedman and Oprea (2012)"	41200	41209	41204	17	1	8	10	0	18	8	4	4	.5714286	1	17
"Friedman and Oprea (2012)"	41200	41209	41206	22	1	8	10	0	18	8	4	4	.5714286	1	21
"Friedman and Oprea (2012)"	41200	41209	41210	28	1	8	10	0	18	8	4	4	.5714286	1	27
"Friedman and Oprea (2012)"	41200	41209	41203	30	1	8	10	0	18	8	4	4	.5714286	1	29
"Friedman and Oprea (2012)"	41200	41210	41201	3	1	8	10	0	18	8	4	4	.5714286	0	3
"Friedman and Oprea (2012)"	41200	41210	41201	5	1	8	10	0	18	8	4	4	.5714286	0	5
"Friedman and Oprea (2012)"	41200	41210	41204	9	1	8	10	0	18	8	4	4	.5714286	0	9
"Friedman and Oprea (2012)"	41200	41210	41208	14	1	8	10	0	18	8	4	4	.5714286	0	14
"Friedman and Oprea (2012)"	41200	41210	41201	17	1	8	10	0	18	8	4	4	.5714286	0	17
"Friedman and Oprea (2012)"	41200	41210	41203	22	1	8	10	0	18	8	4	4	.5714286	0	21
"Friedman and Oprea (2012)"	41200	41210	41209	28	1	8	10	0	18	8	4	4	.5714286	0	27
"Friedman and Oprea (2012)"	41200	41210	41204	30	1	8	10	0	18	8	4	4	.5714286	0	29
"Friedman and Oprea (2012)"	41200	41201	41210	3	2	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	3	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	4	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	5	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	6	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	7	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41201	41210	3	8	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41201	41210	5	2	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	3	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	4	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	5	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	6	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	7	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41201	41210	5	8	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41201	41203	9	2	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	3	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	4	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	5	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	6	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	7	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41201	41203	9	8	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41201	41206	14	2	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	3	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	4	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	5	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	6	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	7	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41206	14	8	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41201	41210	17	2	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	3	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	4	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	5	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	6	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	7	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41210	17	8	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41201	41207	22	2	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	3	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	4	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	5	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	6	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	7	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41207	22	8	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41201	41204	28	2	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	3	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	4	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	5	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	6	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	7	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41201	41204	28	8	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41201	41205	30	2	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	3	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	4	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	5	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	6	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	7	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41201	41205	30	8	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41207	3	2	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	3	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	4	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	5	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	6	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	7	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41207	3	8	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41202	41205	5	2	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	3	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	4	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	5	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	6	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	7	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41202	41205	5	8	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41202	41209	9	2	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	3	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	4	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	5	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	6	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	7	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41209	9	8	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41202	41207	14	2	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	3	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	4	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	5	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	6	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	7	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41207	14	8	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41202	41203	17	2	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	3	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	4	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	5	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	6	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	7	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41202	41203	17	8	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41202	41204	22	2	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	3	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	4	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	5	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	6	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	7	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41202	41204	22	8	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41202	41203	28	2	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	3	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	4	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	5	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	6	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	7	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41203	28	8	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41202	41208	30	2	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	3	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	4	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	5	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	6	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	7	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41202	41208	30	8	8	10	0	18	8	4	4		0	29
"Friedman and Oprea (2012)"	41200	41203	41204	3	2	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	3	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	4	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	5	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	6	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	7	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41203	41204	3	8	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41203	41206	5	2	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	3	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	4	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	5	8	10	0	18	8	4	4		1	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	6	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	7	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41203	41206	5	8	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41203	41201	9	2	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	3	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	4	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	5	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	6	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	7	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41203	41201	9	8	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41203	41204	14	2	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	3	8	10	0	18	8	4	4		1	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	4	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	5	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	6	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	7	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41204	14	8	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41203	41202	17	2	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	3	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	4	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	5	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	6	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	7	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41203	41202	17	8	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41203	41210	22	2	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	3	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	4	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	5	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	6	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	7	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41210	22	8	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41203	41202	28	2	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	3	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	4	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	5	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	6	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	7	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41202	28	8	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41203	41209	30	2	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	3	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	4	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	5	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	6	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	7	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41203	41209	30	8	8	10	0	18	8	4	4		1	29
"Friedman and Oprea (2012)"	41200	41204	41203	3	2	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	3	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	4	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	5	8	10	0	18	8	4	4		1	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	6	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	7	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41204	41203	3	8	8	10	0	18	8	4	4		0	3
"Friedman and Oprea (2012)"	41200	41204	41209	5	2	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	3	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	4	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	5	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	6	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	7	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41209	5	8	8	10	0	18	8	4	4		0	5
"Friedman and Oprea (2012)"	41200	41204	41210	9	2	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	3	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	4	8	10	0	18	8	4	4		1	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	5	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	6	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	7	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41204	41210	9	8	8	10	0	18	8	4	4		0	9
"Friedman and Oprea (2012)"	41200	41204	41203	14	2	8	10	0	18	8	4	4		1	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	3	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	4	8	10	0	18	8	4	4		1	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	5	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	6	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	7	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41204	41203	14	8	8	10	0	18	8	4	4		0	14
"Friedman and Oprea (2012)"	41200	41204	41209	17	2	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	3	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	4	8	10	0	18	8	4	4		1	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	5	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	6	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	7	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41204	41209	17	8	8	10	0	18	8	4	4		0	17
"Friedman and Oprea (2012)"	41200	41204	41202	22	2	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	3	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	4	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	5	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	6	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	7	8	10	0	18	8	4	4		1	21
"Friedman and Oprea (2012)"	41200	41204	41202	22	8	8	10	0	18	8	4	4		0	21
"Friedman and Oprea (2012)"	41200	41204	41201	28	2	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41204	41201	28	3	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41204	41201	28	4	8	10	0	18	8	4	4		1	27
"Friedman and Oprea (2012)"	41200	41204	41201	28	5	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41204	41201	28	6	8	10	0	18	8	4	4		0	27
"Friedman and Oprea (2012)"	41200	41204	41201	28	7	8	10	0	18	8	4	4		0	27
