* Dictionary *
score2007:		percentage of votes in the second round of the 2007 elections
score1992:		percentage of votes in the second round of the 2002 elections by the candidate of the same party
male:			= 1 if the candidate is male, 0 o/w
male_opp:		= 1 if the candidate's opponent is male, 0 o/w
district:		district
age:			age at time of the election
age_opp:		age of the opponent at time of the election
status:		= "N" if candidate is new; = "I" if candidate is an incumbent; = "L" if candidate was a candidate in 1997 who lost; = "M" if candidate was an incumbent in a different district in 1997
status_opp:		= status of opponent
party:		party
first_name:		first name of candidate
last_name:		last name of candidate
**************

score2002	score1997	male	male_opp	district	age	age_opp	last_name	first_name	status	status_opp	party	expenditures	party_support
.4919	.4265	1	1	"62//5"	52.14	68.98	"Pont"	"Jean-Pierre"	"L"	"I"	"UMP/D"	37580	10000
.4617	.3985	1	1	"62//6"	50.43	62.83	"Deram"	"Bernard"	"L"	"N"	"UMP/D"	25963	10000
.5383	.6015	1	1	"62//6"	62.83	50.43	"Lang"	"Jack"	"N"	"L"	"PS/G"	30648	0
.5179	.6031	1	0	"62//7"	49.68	39.08	"Cocquempot"	"Gilles"	"M"	"N"	"PS/G"	37391	2777
.4821	.3969	0	1	"62//7"	39.08	49.68	"Bouchart"	"Natacha"	"N"	"M"	"UMP/D"	40735	12500
.5826	.5769	1	0	"62//8"	56.11	44.23	"Lefait"	"Michel"	"I"	"N"	"PS/G"	35921	3393
.4174	.4231	0	1	"62//8"	44.23	56.11	"Bataille"	"Marie-Pascale"	"N"	"I"	"UMP/D"	20392	10000
.4946	.6491	0	1	"62//9"	50.96	55.56	"Lienemann"	"Marie-Noëlle"	"N"	"N"	"PS/G"	36557	2936
.5054	.3509	1	0	"62//9"	55.56	50.96	"Flajolet"	"André"	"N"	"N"	"UMP/D"	33817	10000
.5488	.5804	0	0	"63//1"	59.43	58.75	"Saugues"	"Odile"	"I"	"N"	"PS/G"	42006	3871
.4512	.4196	0	0	"63//1"	58.75	59.43	"Courtille"	"Anne"	"N"	"I"	"UMP/UDF"	31615	13117
.5732	.5999	1	1	"63//2"	60.17	55.67	"Néri"	"Alain"	"I"	"N"	"PS/G"	19001	431
.4268	.4001	1	1	"63//2"	55.67	60.17	"Suss"	"Paul"	"N"	"I"	"UMP/D"	33802	12617
.5375	.538	1	0	"63//3"	43.68	58.34	"Giscard d'Estaing"	"Louis"	"I"	"L"	"UMP/UDF"	33492	12617
.4625	.462	0	1	"63//3"	58.34	43.68	"Auroi"	"Danielle"	"L"	"I"	"Verts/G/ps"	28007	1124
.5608	.5692	1	1	"63//4"	53.3	60.63	"Bacquet"	"Jean-Paul"	"I"	"L"	"PS/G"	40443	2374
.4392	.4308	1	1	"63//4"	60.63	53.3	"Pascallon"	"Pierre"	"L"	"I"	"UMP/UDF"	35639	12617
.5134	.5424	1	1	"63//6"	53.42	55.72	"Michel"	"Jean"	"I"	"N"	"PS/G"	46092	9298
.4866	.4576	1	1	"63//6"	55.72	53.42	"Liebermann"	"Claude"	"N"	"I"	"UMP/UDF"	49951	12617
.531	.5291	0	1	"64//1"	50.35	62.56	"Lignières-Cassou"	"Martine"	"I"	"L"	"PS/G"	33174	0
.469	.4709	1	0	"64//1"	62.56	50.35	"Gougy"	"Jean"	"L"	"I"	"UMP/D"	47908	22798
.5558	.5093	1	1	"64//2"	51.1	59.04	"Bayrou"	"François"	"I"	"L"	"UDF/D"	36175	0
.4442	.4907	1	1	"64//2"	59.04	51.1	"Labazée"	"Georges"	"L"	"I"	"PS/G"	49550	0
.4673	.4075	1	1	"64//3"	60.03	41.28	"Basse-Cathalinat"	"Lucien"	"L"	"N"	"UMP/D"	33816	10000
.5327	.5925	1	1	"64//3"	41.28	60.03	"Habib"	"David"	"N"	"L"	"PS/G"	41492	0
.4295	.4737	1	1	"64//4"	49.77	47.15	"Maïtia"	"François"	"L"	"N"	"PS/G"	31920	0
.5705	.5263	1	1	"64//4"	47.15	49.77	"Lassalle"	"Jean"	"N"	"L"	"UDF"	39362	0
.5508	.4927	1	1	"64//5"	62.97	54.47	"Grenet"	"Jean"	"M"	"M"	"UMP/UDF"	26146	12620
.4492	.5073	1	1	"64//5"	54.47	62.97	"Espilondo"	"Jean"	"M"	"M"	"PS/G"	33800	0
.6088	.5553	0	0	"64//6"	55.8	57	"Alliot-Marie"	"Michèle"	"I"	"N"	"UMP/D"	32500	0
.3912	.4447	0	0	"64//6"	57	55.8	"Alaux"	"Sylviane"	"N"	"I"	"PS/G"	29328	0
.5763	.6162	1	1	"65//1"	64.04	49.23	"Forgues"	"Pierre"	"I"	"N"	"PS/G"	29433	0
.4237	.3838	1	1	"65//1"	49.23	64.04	"Butor"	"Patrick"	"N"	"I"	"UMP/D"	16387	10000
.5916	.6123	1	1	"65//3"	53.13	38.2	"Glavany"	"Jean"	"I"	"L"	"PS/G"	29755	0
.4084	.3877	1	1	"65//3"	38.2	53.13	"Lagonelle"	"Pierre"	"L"	"I"	"UDF/D"	23734	0
.4914	.4497	1	0	"66//2"	48.81	62.75	"Codognès"	"Jean"	"I"	"N"	"PS/G"	44264	0
.5086	.3853	0	1	"66//2"	62.75	48.81	"Franco"	"Arlette"	"N"	"I"	"UMP"	55233	13000
.4848	.5344	1	1	"66//3"	47.72	49.24	"Bourquin"	"Christian"	"I"	"L"	"PS/G"	39483	0
.5152	.4656	1	1	"66//3"	49.24	47.72	"Calvet"	"François"	"L"	"I"	"UMP"	44246	16079
.5158	.5765	1	0	"66//4"	67.02	53.79	"Sicre"	"Henri"	"I"	"N"	"PS/G"	22663	0
.4842	.4235	0	1	"66//4"	53.79	67.02	"Granat"	"Myriam"	"N"	"I"	"UMP"	23817	10500
.5021	.5016	1	1	"67//1"	51.54	61.71	"Jung"	"Armand"	"M"	"N"	"PS/G"	34064	0
.4979	.4984	1	1	"67//1"	61.71	51.54	"Grossmann"	"Robert"	"N"	"M"	"UMP/D"	39058	14574
.5052	.5332	1	1	"67//2"	65.07	57.47	"Reymann"	"Marc"	"I"	"N"	"UMP"	41008	0
.4948	.4668	1	1	"67//2"	57.47	65.07	"Ries"	"Roland"	"N"	"I"	"PS/G"	38234	0
.4413	.4166	1	0	"68//5"	52.02	48.94	"Bockel"	"Jean-Marie"	"I"	"N"	"PS/G"	54718	765
.5587	.3194	0	1	"68//5"	48.94	52.02	"Grosskost"	"Arlette"	"N"	"I"	"UMP/UDF"	45284	10000
.4621	.4327	1	1	"68//7"	53.99	48.63	"Bauemler"	"Jean-Pierre"	"I"	"N"	"PS/G"	38285	0
.5379	.3802	1	1	"68//7"	48.63	53.99	"Sordi"	"Michel"	"N"	"I"	"UMP/D"	53044	0
.4456	.4869	1	0	"69//1"	56.73	54.97	"Touraine"	"Jean-Louis"	"N"	"N"	"PS/G"	40971	2008
.5544	.5131	0	1	"69//1"	54.97	56.73	"Comparini"	"Anne-Marie"	"N"	"N"	"UDF/UMP"	43409	2070
.654	.6255	1	1	"69//10"	63.88	37.74	"Besson"	"Jean"	"I"	"N"	"UMP/UDF"	17678	0
.346	.3745	1	1	"69//10"	37.74	63.88	"Kohlhaas"	"Jean-Charles"	"N"	"I"	"Verts/G/ps"	32239	0
.4802	.4313	1	1	"69//11"	62.23	47.67	"Montcharmont"	"Gabriel"	"I"	"N"	"PS/G"	47668	17
.5198	.411	1	1	"69//11"	47.67	62.23	"Fenech"	"Georges"	"N"	"I"	"UMP/UDF"	51807	10000
.5532	.5554	1	0	"69//3"	61.12	28.16	"Dubernard"	"Jean-Michel"	"I"	"N"	"UMP/UDF"	21446	0
.4468	.4446	0	1	"69//3"	28.16	61.12	"Romagnan"	"Barbara"	"N"	"I"	"PS/G"	43110	13153
.6449	.6282	1	1	"69//4"	53.74	49.12	"Philip"	"Christian"	"N"	"N"	"UMP/UDF"	36588	8000
.3551	.3718	1	1	"69//4"	49.12	53.74	"Hémon"	"Pierre"	"N"	"N"	"Verts/G/ps"	31229	0
.6517	.6126	1	0	"69//5"	41.09	49.69	"Cochet"	"Philippe"	"N"	"N"	"UMP/UDF"	56619	40489
.3483	.3874	0	1	"69//5"	49.69	41.09	"Mailler"	"Françoise"	"N"	"N"	"PRG/G/ps"	36456	3877
.4898	.3368	1	0	"69//6"	51.36	50.76	"Rendu"	"Daniel"	"N"	"N"	"UMP/UDF"	58700	10000
.5102	.4968	0	1	"69//6"	50.76	51.36	"Gauthier"	"Nathalie"	"N"	"N"	"PS/PCF"	41589	0
.5445	.5923	1	1	"7//1"	37.66	53.24	"Terrasse"	"Pascal"	"I"	"N"	"PS/G"	48084	0
.4555	.4077	1	1	"7//1"	53.24	37.66	"Valla"	"Michel"	"N"	"I"	"UMP/UDF"	36854	10000
.4277	.5248	1	1	"7//3"	38.28	36.3	"Alaize"	"Stéphane"	"I"	"N"	"PS/G"	25557	7625
.5723	.4752	1	1	"7//3"	36.3	38.28	"Flory"	"Jean-Claude"	"N"	"I"	"UMP"	50989	10000
.5993	.5368	1	0	"70//1"	48.45	46.63	"Joyandet"	"Alain"	"N"	"N"	"UMP/D"	27599	11168
.4007	.4632	0	1	"70//1"	46.63	48.45	"Silvain"	"Martine"	"N"	"N"	"PS-diss/G/Pole Rep"	23985	0
.4891	.5199	0	1	"70//2"	63.91	43.39	"Michel"	"Jean-Pierre"	"I"	"N"	"PS/G"	44478	1344
.5109	.3232	1	0	"70//2"	43.39	63.91	"Briot"	"Maryvonne"	"N"	"I"	"UMP/D"	45415	10000
.4852	.5246	1	1	"70//3"	54.24	52.65	"Mariot"	"Jean-Paul"	"I"	"N"	"PS/G"	24081	0
.5148	.4754	1	1	"70//3"	52.65	54.24	"Raison"	"Michel"	"N"	"I"	"UMP/UDF"	32039	10000
.5159	.4287	1	1	"71//3"	55.95	40.61	"Anciaux"	"Jean-Paul"	"L"	"N"	"UMP/UDF"	38748	10000
.4841	.5713	1	1	"71//3"	40.61	55.95	"Baumel"	"Philippe"	"N"	"L"	"PS/G"	40432	0
.5959	.5104	1	0	"71//5"	56.88	51.01	"Perben"	"Dominique"	"I"	"L"	"UMP/UDF"	47240	0
.4041	.4896	0	1	"71//5"	51.01	56.88	"Laville"	"Bettina"	"L"	"I"	"PS/G"	25451	0
.5543	.5367	1	1	"71//6"	39.65	48.27	"Montebourg"	"Arnaud"	"I"	"N"	"PS/G"	55296	0
.4457	.4633	1	1	"71//6"	48.27	39.65	"Szpiner"	"Francis"	"N"	"I"	"UMP"	36778	10000
.5215	.4153	1	1	"72//2"	55.15	46.44	"Geveaux"	"Jean-Marie"	"I"	"N"	"UMP/D"	45905	6329
.4785	.5847	1	1	"72//2"	46.44	55.15	"Guibert"	"Géraud"	"N"	"I"	"PS/G"	38077	3416
.5603	.4465	0	0	"72//3"	43.7	63.94	"Pavy"	"Béatrice"	"N"	"N"	"UMP/D"	37183	10000
.4397	.5535	0	0	"72//3"	63.94	43.7	"Lorilleux"	"Agnès"	"N"	"N"	"PS/G"	27335	0
.559	.4785	1	1	"72//5"	43.62	35.41	"Le Mener"	"Dominique"	"L"	"N"	"UMP/D"	45171	10000
.441	.5215	1	1	"72//5"	35.41	43.62	"Rouillon"	"Christophe"	"N"	"L"	"PS/G"	38119	1943
.6176	.5346	1	1	"73//1"	42.82	39.22	"Dord"	"Dominique"	"I"	"L"	"UMP/UDF"	64863	36647
.3824	.4654	1	1	"73//1"	39.22	42.82	"Repentin"	"Thierry"	"L"	"I"	"PS/G"	29130	0
.584	.5128	1	0	"73//3"	47.28	35.29	"Bouvard"	"Michel"	"I"	"N"	"UMP/UDF"	36895	7600
.416	.4872	0	1	"73//3"	35.29	47.28	"Laclais"	"Bernadette"	"N"	"I"	"PS/G"	32551	0
.6415	.5849	1	0	"74//1"	56.88	48.72	"Accoyer"	"Bernard"	"I"	"L"	"UMP/UDF"	26354	9251
.3585	.4151	0	1	"74//1"	48.72	56.88	"Gillet de Thorey"	"Sylvie"	"L"	"I"	"PS/G"	37759	0
.6138	.5763	1	1	"74//2"	54.34	46.38	"Bosson"	"Bernard"	"I"	"N"	"UDF"	31544	20962
.3862	.4237	1	1	"74//2"	46.38	54.34	"Billet"	"Thierry"	"N"	"I"	"Verts/G"	32448	0
.621	.554	1	1	"74//5"	63.41	51.54	"Chavanne"	"Jean-Marc"	"M"	"N"	"UMP"	34558	0
.379	.446	1	1	"74//5"	51.54	63.41	"Zory"	"Frédéric"	"N"	"M"	"PS/G"	27070	0
.4908	.5032	1	0	"75//1"	49.85	49.72	"Legaret"	"Jean-François"	"N"	"N"	"UMP"	57763	10000
.5092	.4968	0	1	"75//1"	49.72	49.85	"Billard"	"Martine"	"N"	"N"	"Verts/PS"	43150	978
.5349	.5146	1	1	"75//10"	52.48	61.01	"Blisko"	"Serge"	"I"	"L"	"PS"	52756	0
.4651	.4854	1	1	"75//10"	61.01	52.48	"Toubon"	"Jacques"	"L"	"I"	"UMP"	52443	10000
.5183	.4957	1	0	"75//11"	56.37	47.95	"Cochet"	"Yves"	"N"	"N"	"Verts/PS"	49903	1963
.4817	.5043	0	1	"75//11"	47.95	56.37	"Versini"	"Dominique"	"N"	"N"	"UMP"	48748	10450
.5027	.4745	0	1	"75//17"	44.24	48.96	"Lepetit"	"Annick"	"L"	"N"	"PS"	28896	2000
.4973	.5255	1	0	"75//17"	48.96	44.24	"Stefanini"	"Patrick"	"N"	"L"	"UMP"	55643	10500
.5737	.5158	1	1	"75//18"	41.81	35.5	"Caresche"	"Christophe"	"I"	"N"	"PS"	45955	0
.4263	.4842	1	1	"75//18"	35.5	41.81	"Chinaud"	"Xavier"	"N"	"I"	"UMP"	47188	27622
.5836	.572	1	0	"75//19"	52.95	31.51	"Vaillant"	"Daniel"	"I"	"N"	"PS"	46877	0
.4164	.428	0	1	"75//19"	31.51	52.95	"Decorte"	"Roxane"	"N"	"I"	"UMP"	37038	10000
.555	.5353	1	0	"75//2"	67.42	55.45	"Tiberi"	"Jean"	"I"	"L"	"UMP"	41930	0
.445	.4647	0	1	"75//2"	55.45	67.42	"Cohen-Solal"	"Lyne"	"L"	"I"	"PS"	31197	6000
.575	.5466	1	1	"75//21"	59.52	49.26	"Charzat"	"Michel"	"M"	"N"	"PS"	42129	0
.425	.4534	1	1	"75//21"	49.26	59.52	"Delamare"	"Raoul"	"N"	"M"	"UMP"	59968	19946
.7188	.7094	0	0	"75//3"	63.18	51.2	"Aurillac"	"Martine"	"I"	"N"	"UMP"	42456	7600
.2812	.2906	0	0	"75//3"	51.2	63.18	"Champoux"	"Marie-Claire"	"N"	"I"	"PS"	31416	6050
.5983	.5355	1	0	"75//5"	63.48	59.65	"Dreyfus"	"Tony"	"I"	"N"	"PS"	33507	0
.4017	.4645	0	1	"75//5"	59.65	63.48	"Renson"	"Cécile"	"N"	"I"	"UMP"	34456	10000
.522	.5281	1	0	"75//8"	49.04	63.29	"de Gaulle"	"Jean"	"I"	"N"	"UMP"	47954	7600
.478	.4719	0	1	"75//8"	63.29	49.04	"Arditi"	"Maryse"	"N"	"I"	"Verts/PS"	54788	0
.5584	.5502	1	1	"75//9"	49.48	48.12	"Le Guen"	"Jean-Marie"	"I"	"N"	"PS"	42662	0
.4416	.4498	1	1	"75//9"	48.12	49.48	"Trémège"	"Patrick"	"N"	"I"	"UMP"	47550	18247
.5079	.5011	1	0	"76//1"	57.11	42.73	"Herr"	"Patrick"	"I"	"N"	"UDF/D"	37188	1524
.4921	.4989	0	1	"76//1"	42.73	57.11	"Fourneyron"	"Valérie"	"N"	"I"	"PS/G"	32068	0
.4869	.5261	1	1	"76//10"	62.12	51.96	"Fuchs"	"Gérard"	"I"	"L"	"PS/G"	28073	0
.5131	.4739	1	1	"76//10"	51.96	62.12	"Trassy-Paillogues"	"Alfred"	"L"	"I"	"UMP/D"	55200	10726
.4953	.5968	1	1	"76//12"	54.14	55.86	"Le Vern"	"Alain"	"I"	"L"	"PS/G"	34053	0
.5047	.4032	1	1	"76//12"	55.86	54.14	"Lejeune"	"Michel"	"L"	"I"	"RPR-diss/D"	30773	0
.5808	.5199	1	1	"76//2"	57.6	54.88	"Albertini"	"Pierre"	"I"	"L"	"UDF/D"	30226	1524
.4192	.4801	1	1	"76//2"	54.88	57.6	"Gambier"	"Dominique"	"L"	"I"	"PS-diss/G"	18488	0
.5804	.6528	1	1	"76//5"	63.1	35.48	"Bateux"	"Jean-Claude"	"I"	"N"	"PS/G"	30399	0
.4196	.3472	1	1	"76//5"	35.48	63.1	"Bulard"	"Sylvain"	"N"	"I"	"UMP/D"	19428	10000
.497	.6045	1	1	"76//6"	51.46	55.29	"Dhaille"	"Paul"	"I"	"L"	"PRG/G/ps"	53672	0
.503	.3955	1	1	"76//6"	55.29	51.46	"Merville"	"Denis"	"L"	"I"	"UMP/D"	27263	10000
.5944	.5237	1	0	"76//7"	58.53	48.32	"Besselat"	"Jean-Yves"	"I"	"L"	"UMP/D"	27498	0
.4056	.4763	0	1	"76//7"	48.32	58.53	"Simon"	"Viviane"	"L"	"I"	"PS/G"	25168	0
.5143	.4412	1	1	"76//9"	54.1	54.38	"Fidelin"	"Daniel"	"L"	"M"	"UMP/D"	43930	10000
.4857	.5588	1	1	"76//9"	54.38	54.1	"Jeanne"	"Patrick"	"M"	"L"	"PS/G"	37759	0
.5959	.5411	1	1	"77//1"	52.4	37.02	"Mignon"	"Jean-Claude"	"I"	"N"	"UMP/UDF"	20171	0
.4041	.4589	1	1	"77//1"	37.02	52.4	"Brûlé"	"Jean-Marc"	"N"	"I"	"Verts/G/ps"	39647	1665
.6496	.5887	1	0	"77//2"	68.37	59.07	"Julia"	"Didier"	"I"	"L"	"UMP/UDF"	21684	7600
.3504	.4113	0	1	"77//2"	59.07	68.37	"Renaud-Touchard"	"Nelly"	"L"	"I"	"PS/G"	11661	1520
.6226	.4422	1	1	"77//4"	42.56	33.86	"Jacob"	"Christian"	"I"	"L"	"UMP/UDF"	27972	762
.3774	.3859	1	1	"77//4"	33.86	42.56	"Binet"	"Dominique"	"L"	"I"	"PS/G"	24405	0
.3898	.4532	1	0	"77//5"	51.56	58.02	"Drut"	"Guy"	"I"	"L"	"UMP/UDF"	44805	0
.6102	.4008	0	1	"77//5"	58.02	51.56	"Richard"	"Marie"	"L"	"I"	"PS/Verts"	33633	3300
.4095	.4409	0	1	"77//6"	55.05	38.14	"Bricq"	"Nicole"	"I"	"L"	"PS/G"	44172	4605
.5905	.4073	1	0	"77//6"	38.14	55.05	"Copé"	"Jean-François"	"L"	"I"	"UMP/UDF"	25096	10000
.5531	.5011	1	1	"77//7"	70.57	54.19	"Cova"	"Charles"	"I"	"L"	"UMP/UDF"	47538	0
.4469	.4989	1	1	"77//7"	54.19	70.57	"Planchou"	"Jean-Paul"	"L"	"I"	"PS/G"	35558	4545
.4833	.5321	1	0	"77//8"	55.74	53.8	"Vachez"	"Daniel"	"I"	"N"	"PS/Verts"	58609	2287
.5167	.4679	0	1	"77//8"	53.8	55.74	"Brunel"	"Chantal"	"N"	"I"	"UMP/UDF"	59599	13050
.473	.5259	1	1	"77//9"	55.97	53.09	"Heuclin"	"Jacques"	"I"	"N"	"PS/G"	48115	0
.527	.4741	1	1	"77//9"	53.09	55.97	"Geoffroy"	"Guy"	"N"	"I"	"UMP/UDF"	58049	10000
.6396	.6142	1	0	"78//1"	63.29	52.88	"Pinte"	"Etienne"	"I"	"N"	"UMP/D"	43819	7600
.3604	.3858	0	1	"78//1"	52.88	63.29	"Coulloch-Katz"	"Maryvonne"	"N"	"I"	"PS/G"	26162	220
.4834	.5082	0	1	"78//11"	60.55	48.74	"Tasca"	"Catherine"	"I"	"L"	"PS/G"	48386	732
.5166	.4918	1	0	"78//11"	48.74	60.55	"Fourgous"	"Jean-Michel"	"L"	"I"	"UMP/D"	42165	10000
.6511	.606	0	0	"78//2"	34.95	49.59	"Pécresse"	"Valérie"	"N"	"N"	"UMP/D"	43784	10000
.3489	.394	0	0	"78//2"	49.59	34.95	"Nègre"	"Anne"	"N"	"N"	"PRG/G/ps"	21842	0
.3224	.3853	1	1	"78//6"	68.95	45.8	"Laurent"	"Jean"	"L"	"M"	"PS/G"	23822	0
.6776	.6147	1	1	"78//6"	45.8	68.95	"Morange"	"Pierre"	"M"	"L"	"UMP/D"	51778	7942
.5808	.5256	1	1	"78//7"	52.84	48.24	"Cardo"	"Pierre"	"I"	"N"	"UMP/D"	26581	30490
.4192	.4744	1	1	"78//7"	48.24	52.84	"Esnol"	"Philippe"	"N"	"I"	"PS/G"	45149	0
.3995	.4029	0	1	"78//8"	55.86	44.74	"Peulvast-Bergeal"	"Annette"	"I"	"L"	"PS/G"	31404	220
.6005	.3562	1	0	"78//8"	44.74	55.86	"Bédier"	"Pierre"	"L"	"I"	"UMP/D"	38725	1556
.6352	.4639	1	1	"78//9"	60.3	53.55	"Cuq"	"Henri"	"I"	"N"	"UMP/D"	39231	0
.3648	.3531	1	1	"78//9"	53.55	60.3	"Bischerour"	"Albert"	"N"	"I"	"Verts/G/ps"	14815	0
.5212	.5604	0	1	"79//1"	55.13	60.51	"Perrin-Gaillard"	"Geneviève"	"I"	"L"	"PS/G"	33946	458
.4788	.4396	1	0	"79//1"	60.51	55.13	"Brossard"	"Jacques"	"L"	"I"	"UDF/D"	29726	4575
.5505	.6182	0	0	"79//2"	48.76	32.67	"Royal"	"Ségolène"	"I"	"N"	"PS/G"	38126	0
.4495	.3818	0	0	"79//2"	32.67	48.76	"Cauvin"	"Valérie"	"N"	"I"	"UMP/D"	27683	14590
.5844	.5946	1	1	"79//4"	46.08	55.12	"Paillé"	"Dominique"	"I"	"N"	"UMP/D"	36990	4574
.4156	.4054	1	1	"79//4"	55.12	46.08	"Grellier"	"Jean"	"N"	"I"	"PS/G"	23013	0
.4602	.4541	0	0	"8//1"	43.46	42.7	"Ledoux"	"Claudine"	"I"	"N"	"PS/G"	31047	0
.5398	.3924	0	0	"8//1"	42.7	43.46	"Poletti"	"Bérangère"	"N"	"I"	"UMP/D"	32489	10032
.5318	.4968	1	1	"8//2"	46.41	49.58	"Vuilque"	"Philippe"	"I"	"L"	"PS/G"	31918	0
.4682	.3568	1	1	"8//2"	49.58	46.41	"Mathot"	"Philippe"	"L"	"I"	"UMP/D"	38328	10000
.4754	.5382	1	1	"80//3"	41.97	53.49	"Peillon"	"Vincent"	"I"	"L"	"PS/G"	40547	5256
.5246	.4618	1	1	"80//3"	53.49	41.97	"Bignon"	"Jérôme"	"L"	"I"	"UMP/D"	52868	11580
.4125	.5418	1	1	"80//4"	51.55	56.96	"Hammel"	"Francis"	"I"	"L"	"PS/G"	26639	1188
.5875	.4582	1	1	"80//4"	56.96	51.55	"Hart"	"Joël"	"L"	"I"	"UMP/D"	40103	20600
.5656	.5027	1	0	"80//5"	39	34.64	"Demilly"	"Stéphane"	"N"	"N"	"UDF/D"	44247	1200
.4344	.4973	0	1	"80//5"	34.64	39	"Kumm"	"Valérie"	"N"	"N"	"PS/G"	17369	693
.4771	.5359	1	1	"80//6"	60.77	51.5	"Fleury"	"Jacques"	"I"	"L"	"PS/G"	35615	0
.5229	.4641	1	1	"80//6"	51.5	60.77	"Gest"	"Alain"	"L"	"I"	"UMP/D"	49060	10000
.6109	.6477	1	1	"81//1"	36.12	60.42	"Quilès"	"Paul"	"I"	"N"	"PS/PCF"	29115	0
.3891	.3523	1	1	"81//1"	60.42	36.12	"de Puymorin"	"Richard"	"N"	"I"	"UMP"	14961	10000
.5275	.5225	1	0	"81//2"	51.53	52.19	"Carcenac"	"Thierry"	"I"	"N"	"PS/PCF"	38577	0
.4725	.4775	0	1	"81//2"	52.19	51.53	"Réveillon"	"Catherine"	"N"	"I"	"UMP/D"	26252	10379
.4842	.5131	0	1	"81//4"	55.53	44.74	"Collange"	"Monique"	"I"	"L"	"PS/G"	46898	0
.5158	.4869	1	0	"81//4"	44.74	55.53	"Carayon"	"Bernard"	"L"	"I"	"UMP/D"	37105	10186
.4578	.5163	1	1	"82//2"	60.1	54.45	"Nunzi"	"Jean-Paul"	"I"	"L"	"PRG/G/ps"	27371	0
.5422	.4837	1	1	"82//2"	54.45	60.1	"Briat"	"Jacques"	"L"	"I"	"UMP"	34628	10000
.3073	.4683	0	0	"83//1"	66.16	54.35	"Casanova"	"Odette"	"L"	"N"	"PS/G"	27309	0
.6927	.5317	0	0	"83//1"	54.35	66.16	"Levy"	"Geneviève"	"N"	"L"	"UMP/D"	34928	0
.3818	.5268	1	1	"83//2"	53.11	47.35	"Gaïa"	"Robert"	"I"	"N"	"PS/G"	26520	0
.6182	.4732	1	1	"83//2"	47.35	53.11	"Vitel"	"Philippe"	"N"	"I"	"UMP/D"	36766	10000
.5836	.4137	0	0	"84//1"	64.14	33.13	"Roig"	"Marie-Josée"	"L"	"M"	"UMP"	54088	10000
.4164	.4198	0	0	"84//1"	33.13	64.14	"Helle"	"Cécile"	"M"	"L"	"PS/G"	48952	7625
.4776	.4319	1	1	"84//2"	54.5	70.18	"Joseph"	"Jean-Louis"	"N"	"N"	"PS/G"	57283	9187
.5224	.397	1	1	"84//2"	70.18	54.5	"Giro"	"Maurice"	"N"	"N"	"UMP/D"	49036	10000
.5828	.5492	1	0	"85//2"	56.11	38.18	"Caillaud"	"Dominique"	"I"	"N"	"UMP/D"	52850	0
.4172	.4508	0	1	"85//2"	38.18	56.11	"Bulteau"	"Sylviane"	"N"	"I"	"PS/G"	31089	0
.5068	.5705	1	1	"86//1"	53.84	48.45	"Clayes"	"Alain"	"I"	"N"	"PS/G"	36503	0
.4932	.4295	1	1	"86//1"	48.45	53.84	"Hummel"	"Dominique"	"N"	"I"	"UMP/D"	45507	10000
.4627	.515	0	1	"86//2"	56.48	59.55	"Decaudin"	"Marie-Françoise"	"I"	"L"	"PS/G"	34665	0
.5373	.485	1	0	"86//2"	59.55	56.48	"Chamard"	"Jean-Yves"	"L"	"I"	"UMP/D"	49023	17823
.5708	.5037	1	1	"86//3"	65.32	47.66	"Lepercq"	"Arnaud"	"I"	"N"	"UMP/D"	29832	7600
.4292	.4963	1	1	"86//3"	47.66	65.32	"Clément"	"Jean-Michel"	"N"	"I"	"PS/G"	27183	0
.5997	.5002	1	0	"86//4"	51.82	45.84	"Abelin"	"Jean-Pierre"	"I"	"L"	"UDF/D/ump"	46126	0
.4003	.4998	0	1	"86//4"	45.84	51.82	"Tondusson"	"Brigitte"	"L"	"I"	"PS/G"	23211	0
.4875	.5219	1	1	"87//1"	64.05	53.31	"Lanfranca"	"Claude"	"I"	"L"	"PS/G"	36133	6105
.5125	.4781	1	1	"87//1"	53.31	64.05	"Marsaud"	"Alain"	"L"	"I"	"UMP/D"	48951	15270
.5464	.6091	1	0	"87//2"	56.06	47.43	"Boisserie"	"Daniel"	"I"	"L"	"Verts/G/ps"	44701	11465
.4536	.3509	0	1	"87//2"	47.43	56.06	"Guilhem"	"Evelyne"	"L"	"I"	"UMP/D"	49978	10270
.5778	.6062	0	0	"87//3"	50.09	68.6	"Pérol-Dumont"	"Marie-Françoise"	"I"	"N"	"PS/G"	39047	8245
.4222	.3938	0	0	"87//3"	68.6	50.09	"Martineau"	"Béatrice"	"N"	"I"	"UMP/D"	23230	10000
.6456	.6769	1	1	"87//4"	58.07	32.73	"Rodet"	"Alain"	"I"	"N"	"PS/G"	37099	4828
.3544	.3231	1	1	"87//4"	32.73	58.07	"Le Tarrasti"	"Olivier"	"N"	"I"	"UMP/D"	13738	10270
.3819	.4356	1	1	"88//1"	47.54	56.37	"Welzer"	"Gérard"	"L"	"N"	"PS/G"	16251	0
.6181	.5644	1	1	"88//1"	56.37	47.54	"Heinrich"	"Michel"	"N"	"L"	"UMP/UDF"	34215	11500
.5253	.4162	1	1	"88//2"	54.29	54.41	"Cherpion"	"Gérard"	"L"	"M"	"UMP"	31079	11500
.4747	.5838	1	1	"88//2"	54.41	54.29	"Jacquot"	"Claude"	"M"	"L"	"PS/G"	27974	0
