/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"SB"	"UCLA SB S1"	4	0	2	1	162	12	0	85	85	0	30	1	85	85	0	1	30	1	1	1	0	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	4	1	1	1	99	7	0	50	50	50	50	1	50	50	50	1	50	1	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	4	1	1	1	125	9	0	0	50	50	100	0	50	50	50	3	50	1	1	1	1	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	4	1	1	1	138	10	0	60	60	80	0	0	50	50	50	2	50	1	1	1	1	"UCLA"	60	50	80	60	0	0	0	0
"SB"	"UCLA SB S1"	4	1	2	1	99	7	0	50	0	50	100	1	50	0	50	1	100	1	1	0	1	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	4	1	2	1	125	9	0	0	50	50	100	0	50	0	50	3	100	1	1	0	1	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	4	1	2	1	138	10	0	70	60	70	0	0	50	0	50	2	100	1	1	0	1	"UCLA"	60	50	70	70	0	0	0	0
"SB"	"UCLA SB S1"	4	2	1	1	8	0	0	85	85	0	30	1	85	85	0	1	30	1	1	1	0	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	4	2	1	1	21	1	0	5	85	90	20	0	85	85	0	3	30	1	1	1	0	"UCLA"	90	85	85	5	0	1	1	1
"SB"	"UCLA SB S1"	4	2	1	1	182	14	0	50	80	20	50	0	85	85	0	2	30	1	1	1	0	"UCLA"	80	85	50	20	0	0	1	1
"SB"	"UCLA SB S1"	4	2	2	1	8	0	0	85	0	85	30	1	85	0	85	1	30	1	1	0	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	4	2	2	1	21	1	0	1	89	90	20	0	85	0	85	3	30	1	1	0	1	"UCLA"	90	85	89	1	0	1	1	1
"SB"	"UCLA SB S1"	4	2	2	1	182	14	0	55	85	20	40	0	85	0	85	2	30	1	1	0	1	"UCLA"	85	85	55	20	0	0	1	1
"SB"	"UCLA SB S1"	4	3	1	1	34	2	0	50	50	50	50	1	50	50	50	1	50	1	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	4	3	1	1	47	3	0	50	50	50	50	0	50	50	50	2	50	1	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	4	3	1	1	172	13	0	20	80	80	20	0	50	50	50	3	50	1	1	1	1	"UCLA"	80	50	80	20	0	0	1	1
"SB"	"UCLA SB S1"	4	3	2	1	34	2	0	50	50	50	50	0	0	60	60	1	80	2	0	1	1	"UCLA"	50	60	50	50	0	0	0	0
"SB"	"UCLA SB S1"	4	3	2	1	47	3	0	0	60	60	80	1	0	60	60	2	80	2	0	1	1	"UCLA"	60	60	60	0	1	1	1	1
"SB"	"UCLA SB S1"	4	3	2	1	172	13	0	0	80	80	40	0	0	60	60	3	80	2	0	1	1	"UCLA"	80	60	80	0	1	1	1	1
"SB"	"UCLA SB S1"	4	4	1	1	60	4	0	40	30	50	80	1	40	30	50	3	80	3	1	0	1	"UCLA"	50	50	40	30	0	0	0	1
"SB"	"UCLA SB S1"	4	4	1	1	73	5	0	50	50	50	50	0	40	30	50	2	80	3	1	0	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	4	4	1	1	112	8	0	85	85	10	20	0	40	30	50	1	80	3	1	0	1	"UCLA"	85	50	85	10	0	1	1	1
"SB"	"UCLA SB S1"	4	4	2	1	60	4	0	0	90	110	0	0	50	60	30	3	60	1	1	1	0	"UCLA"	110	50	90	0	1	1	1	1
"SB"	"UCLA SB S1"	4	4	2	1	73	5	0	100	100	0	0	0	50	60	30	2	60	1	1	1	0	"UCLA"	100	50	100	0	1	1	1	1
"SB"	"UCLA SB S1"	4	4	2	1	112	8	0	50	60	30	60	1	50	60	30	1	60	1	1	1	0	"UCLA"	50	50	60	30	0	0	0	1
"SB"	"UCLA SB S1"	5	0	1	1	86	6	0	70	30	70	30	0	50	50	50	1	50	2	0	1	1	"UCLA"	70	50	70	30	0	0	0	1
"SB"	"UCLA SB S1"	5	0	1	1	99	7	0	50	50	50	50	1	50	50	50	2	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	0	1	1	172	13	0	70	10	70	50	0	50	50	50	3	50	2	0	1	1	"UCLA"	70	50	70	10	0	1	1	1
"SB"	"UCLA SB S1"	5	0	2	1	86	6	0	70	30	70	30	0	0	90	90	1	20	3	0	1	1	"UCLA"	70	90	70	30	0	0	0	1
"SB"	"UCLA SB S1"	5	0	2	1	99	7	0	0	50	50	100	0	0	90	90	2	20	3	0	1	1	"UCLA"	50	90	50	0	1	1	1	1
"SB"	"UCLA SB S1"	5	0	2	1	172	13	0	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	5	1	1	1	60	4	0	45	40	35	80	1	45	40	35	1	80	1	1	1	1	"UCLA"	45	45	40	35	0	0	0	0
"SB"	"UCLA SB S1"	5	1	1	1	73	5	0	50	50	40	60	0	45	40	35	2	80	1	1	1	1	"UCLA"	50	45	50	40	0	0	0	0
"SB"	"UCLA SB S1"	5	1	1	1	138	10	0	0	0	200	0	0	45	40	35	3	80	1	1	1	1	"UCLA"	200	45	0	0	0	0	0	0
"SB"	"UCLA SB S1"	5	1	2	1	60	4	0	105	0	95	0	0	50	60	30	1	60	2	1	1	1	"UCLA"	105	60	95	0	1	1	1	1
"SB"	"UCLA SB S1"	5	1	2	1	73	5	0	50	60	30	60	1	50	60	30	2	60	2	1	1	1	"UCLA"	60	60	50	30	0	0	0	1
"SB"	"UCLA SB S1"	5	1	2	1	138	10	0	50	50	100	0	0	50	60	30	3	60	2	1	1	1	"UCLA"	100	60	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	2	1	1	47	3	0	50	50	50	50	1	50	50	50	3	50	3	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	2	1	1	125	9	0	50	50	0	100	0	50	50	50	2	50	3	1	1	1	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	5	2	1	1	151	11	0	70	70	40	20	0	50	50	50	1	50	3	1	1	1	"UCLA"	70	50	70	40	0	0	0	0
"SB"	"UCLA SB S1"	5	2	2	1	47	3	0	80	0	80	40	0	50	50	0	3	100	2	1	1	0	"UCLA"	80	50	80	0	1	1	1	1
"SB"	"UCLA SB S1"	5	2	2	1	125	9	0	50	50	0	100	1	50	50	0	2	100	2	1	1	0	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	5	2	2	1	151	11	0	90	90	10	10	0	50	50	0	1	100	2	1	1	0	"UCLA"	90	50	90	10	0	1	1	1
"SB"	"UCLA SB S1"	5	3	1	1	34	2	0	50	50	50	50	1	50	50	50	1	50	1	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	1	1	112	8	0	50	60	60	30	0	50	50	50	3	50	1	1	1	1	"UCLA"	60	50	60	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	1	1	162	12	0	85	85	0	30	0	50	50	50	2	50	1	1	1	1	"UCLA"	85	50	85	0	1	1	1	1
"SB"	"UCLA SB S1"	5	3	2	1	34	2	0	50	50	50	50	0	50	50	60	1	40	3	0	0	1	"UCLA"	50	60	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	2	1	112	8	0	50	50	60	40	1	50	50	60	3	40	3	0	0	1	"UCLA"	60	60	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	2	1	162	12	0	85	85	0	30	0	50	50	60	2	40	3	0	0	1	"UCLA"	85	60	85	0	1	1	1	1
"SB"	"UCLA SB S1"	5	3	2	2	34	2	0	60	60	50	30	0	85	85	0	1	30	2	1	1	0	"UCLA"	60	85	60	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	2	2	112	8	0	50	50	50	50	0	85	85	0	3	30	2	1	1	0	"UCLA"	50	85	50	50	0	0	0	0
"SB"	"UCLA SB S1"	5	3	2	2	162	12	0	85	85	0	30	1	85	85	0	2	30	2	1	1	0	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	5	4	1	1	8	0	0	0	85	85	30	0	87	87	6	3	20	1	1	1	0	"UCLA"	85	87	85	0	1	1	1	1
"SB"	"UCLA SB S1"	5	4	1	1	21	1	0	87	87	6	20	1	87	87	6	1	20	1	1	1	0	"UCLA"	87	87	87	6	0	1	1	1
"SB"	"UCLA SB S1"	5	4	1	1	182	14	0	40	80	40	40	0	87	87	6	2	20	1	1	1	0	"UCLA"	80	87	40	40	0	0	0	0
"SB"	"UCLA SB S1"	5	4	2	1	8	0	0	85	0	85	30	1	85	0	85	3	30	3	1	0	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	5	4	2	1	21	1	0	89	89	2	20	0	85	0	85	1	30	3	1	0	1	"UCLA"	89	85	89	2	0	1	1	1
"SB"	"UCLA SB S1"	5	4	2	1	182	14	0	50	85	30	35	0	85	0	85	2	30	3	1	0	1	"UCLA"	85	85	50	30	0	0	0	1
"SB"	"UCLA SB S1"	6	0	1	1	47	3	0	90	90	0	20	0	20	40	140	2	0	3	0	0	1	"UCLA"	90	140	90	0	1	1	1	1
"SB"	"UCLA SB S1"	6	0	1	1	86	6	0	70	30	70	30	0	20	40	140	1	0	3	0	0	1	"UCLA"	70	140	70	30	0	0	0	1
"SB"	"UCLA SB S1"	6	0	1	1	138	10	0	20	40	140	0	1	20	40	140	3	0	3	0	0	1	"UCLA"	140	140	40	20	0	0	1	1
"SB"	"UCLA SB S1"	6	0	1	2	47	3	0	90	90	0	20	0	40	40	120	2	0	3	0	0	1	"UCLA"	90	120	90	0	1	1	1	1
"SB"	"UCLA SB S1"	6	0	1	2	86	6	0	70	30	70	30	0	40	40	120	1	0	3	0	0	1	"UCLA"	70	120	70	30	0	0	0	1
"SB"	"UCLA SB S1"	6	0	1	2	138	10	0	40	40	120	0	1	40	40	120	3	0	3	0	0	1	"UCLA"	120	120	40	40	0	0	0	0
"SB"	"UCLA SB S1"	6	0	1	3	47	3	0	95	95	0	10	1	95	95	0	2	10	2	1	1	0	"UCLA"	95	95	95	0	1	1	1	1
"SB"	"UCLA SB S1"	6	0	1	3	86	6	0	70	70	30	30	0	95	95	0	1	10	2	1	1	0	"UCLA"	70	95	70	30	0	0	0	1
"SB"	"UCLA SB S1"	6	0	1	3	138	10	0	20	20	160	0	0	95	95	0	3	10	2	1	1	0	"UCLA"	160	95	20	20	0	0	0	0
"SB"	"UCLA SB S1"	6	0	2	1	47	3	0	95	95	0	10	0	80	80	20	2	20	1	1	1	0	"UCLA"	95	80	95	0	1	1	1	1
"SB"	"UCLA SB S1"	6	0	2	1	86	6	0	80	80	20	20	1	80	80	20	1	20	1	1	1	0	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	6	0	2	1	138	10	0	30	60	110	0	0	80	80	20	3	20	1	1	1	0	"UCLA"	110	80	60	30	0	0	0	1
"SB"	"UCLA SB S1"	6	1	1	1	73	5	0	50	50	50	50	0	0	85	85	1	30	3	1	1	1	"UCLA"	50	85	50	50	0	0	0	0
"SB"	"UCLA SB S1"	6	1	1	1	112	8	0	0	85	85	30	1	0	85	85	3	30	3	1	1	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	1	1	1	125	9	0	50	50	0	100	0	0	85	85	2	30	3	1	1	1	"UCLA"	50	85	50	0	1	1	1	1
"SB"	"UCLA SB S1"	6	1	2	1	73	5	0	95	95	0	10	0	90	90	0	1	20	2	1	1	0	"UCLA"	95	90	95	0	1	1	1	1
"SB"	"UCLA SB S1"	6	1	2	1	112	8	0	0	85	85	30	0	90	90	0	3	20	2	1	1	0	"UCLA"	85	90	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	1	2	1	125	9	0	90	90	0	20	1	90	90	0	2	20	2	1	1	0	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	6	2	1	1	21	1	0	72	0	72	56	0	20	80	80	3	20	2	0	1	1	"UCLA"	72	80	72	0	1	1	1	1
"SB"	"UCLA SB S1"	6	2	1	1	151	11	0	20	80	80	20	1	20	80	80	2	20	2	0	1	1	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	6	2	1	1	182	14	0	80	50	50	20	0	20	80	80	1	20	2	0	1	1	"UCLA"	80	80	50	50	0	0	0	0
"SB"	"UCLA SB S1"	6	2	2	1	21	1	0	0	72	72	56	0	80	80	20	3	20	1	1	1	0	"UCLA"	72	80	72	0	1	1	1	1
"SB"	"UCLA SB S1"	6	2	2	1	151	11	0	90	90	10	10	0	80	80	20	2	20	1	1	1	0	"UCLA"	90	80	90	10	0	1	1	1
"SB"	"UCLA SB S1"	6	2	2	1	182	14	0	80	80	20	20	1	80	80	20	1	20	1	1	1	0	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	6	3	1	1	34	2	0	0	70	70	60	0	45	40	35	3	80	1	1	0	0	"UCLA"	70	45	70	0	1	1	1	1
"SB"	"UCLA SB S1"	6	3	1	1	60	4	0	45	40	35	80	1	45	40	35	1	80	1	1	0	0	"UCLA"	45	45	40	35	0	0	0	0
"SB"	"UCLA SB S1"	6	3	1	1	99	7	0	50	50	50	50	0	45	40	35	2	80	1	1	0	0	"UCLA"	50	45	50	50	0	0	0	0
"SB"	"UCLA SB S1"	6	3	1	2	34	2	0	0	80	80	40	0	50	50	50	3	50	2	0	1	1	"UCLA"	80	50	80	0	1	1	1	1
"SB"	"UCLA SB S1"	6	3	1	2	60	4	0	50	0	50	100	0	50	50	50	1	50	2	0	1	1	"UCLA"	50	50	50	0	1	1	1	1
"SB"	"UCLA SB S1"	6	3	1	2	99	7	0	50	50	50	50	1	50	50	50	2	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	6	3	2	1	34	2	0	20	80	80	20	1	20	80	80	3	20	3	0	1	1	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	6	3	2	1	60	4	0	100	0	100	0	0	20	80	80	1	20	3	0	1	1	"UCLA"	100	80	100	0	1	1	1	1
"SB"	"UCLA SB S1"	6	3	2	1	99	7	0	0	90	90	20	0	20	80	80	2	20	3	0	1	1	"UCLA"	90	80	90	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	1	1	8	0	0	85	85	0	30	0	85	85	0	1	30	2	1	1	0	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	1	1	162	12	0	85	85	0	30	1	85	85	0	2	30	2	1	1	0	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	1	1	172	13	0	0	80	80	40	0	85	85	0	3	30	2	1	1	0	"UCLA"	80	85	80	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	2	1	8	0	0	85	0	85	30	1	85	0	85	1	30	1	1	1	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	2	1	162	12	0	0	85	85	30	0	85	0	85	2	30	1	1	1	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	6	4	2	1	172	13	0	0	90	90	20	0	85	0	85	3	30	1	1	1	1	"UCLA"	90	85	90	0	1	1	1	1
"SB"	"UCLA SB S1"	7	0	1	1	112	8	0	20	60	40	80	0	100	100	0	2	0	1	1	1	0	"UCLA"	60	100	40	20	0	0	1	1
"SB"	"UCLA SB S1"	7	0	1	1	172	13	0	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"SB"	"UCLA SB S1"	7	0	1	1	182	14	0	60	50	80	10	0	100	100	0	3	0	1	1	1	0	"UCLA"	80	100	60	50	0	0	0	0
"SB"	"UCLA SB S1"	7	0	2	1	112	8	0	80	80	20	20	0	10	90	90	2	10	3	0	1	1	"UCLA"	80	90	80	20	0	0	1	1
"SB"	"UCLA SB S1"	7	0	2	1	172	13	0	75	70	25	30	0	10	90	90	1	10	3	0	1	1	"UCLA"	75	90	70	25	0	0	0	1
"SB"	"UCLA SB S1"	7	0	2	1	182	14	0	10	90	90	10	1	10	90	90	3	10	3	0	1	1	"UCLA"	90	90	90	10	0	1	1	1
"SB"	"UCLA SB S1"	7	1	1	1	47	3	0	80	20	80	20	0	80	20	80	3	20	1	1	0	1	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	7	1	1	1	86	6	0	80	20	80	20	1	80	20	80	1	20	1	1	0	1	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	7	1	1	1	151	11	0	10	90	90	10	0	80	20	80	2	20	1	1	0	1	"UCLA"	90	80	90	10	0	1	1	1
"SB"	"UCLA SB S1"	7	1	2	1	47	3	0	20	80	80	20	1	20	80	80	3	20	3	0	1	1	"UCLA"	80	80	80	20	0	0	1	1
"SB"	"UCLA SB S1"	7	1	2	1	86	6	0	50	50	50	50	0	20	80	80	1	20	3	0	1	1	"UCLA"	50	80	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	1	2	1	151	11	0	90	90	10	10	0	20	80	80	2	20	3	0	1	1	"UCLA"	90	80	90	10	0	1	1	1
"SB"	"UCLA SB S1"	7	2	1	1	60	4	0	43	45	42	70	1	43	45	42	2	70	2	1	1	0	"UCLA"	45	45	43	42	0	0	0	0
"SB"	"UCLA SB S1"	7	2	1	1	125	9	0	10	10	10	170	0	43	45	42	3	70	2	1	1	0	"UCLA"	10	45	10	10	0	0	0	0
"SB"	"UCLA SB S1"	7	2	1	1	162	12	0	0	85	85	30	0	43	45	42	1	70	2	1	1	0	"UCLA"	0	45	85	85	0	0	0	0
"SB"	"UCLA SB S1"	7	2	2	1	60	4	0	0	100	100	0	0	90	0	80	2	30	1	1	0	1	"UCLA"	100	90	100	0	1	1	1	1
"SB"	"UCLA SB S1"	7	2	2	1	125	9	0	80	0	80	40	0	90	0	80	3	30	1	1	0	1	"UCLA"	80	90	80	0	1	1	1	1
"SB"	"UCLA SB S1"	7	2	2	1	162	12	0	90	0	80	30	1	90	0	80	1	30	1	1	0	1	"UCLA"	90	90	80	0	1	1	1	1
"SB"	"UCLA SB S1"	7	3	1	1	8	0	0	85	85	0	30	0	80	80	0	2	40	1	1	1	0	"UCLA"	85	80	85	0	1	1	1	1
"SB"	"UCLA SB S1"	7	3	1	1	21	1	0	80	80	0	40	1	80	80	0	1	40	1	1	1	0	"UCLA"	80	80	80	0	1	1	1	1
"SB"	"UCLA SB S1"	7	3	1	1	34	2	0	50	50	50	50	0	80	80	0	3	40	1	1	1	0	"UCLA"	50	80	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	3	2	1	8	0	0	0	85	85	30	0	0	90	90	2	20	3	0	1	1	"UCLA"	85	90	85	0	1	1	1	1
"SB"	"UCLA SB S1"	7	3	2	1	21	1	0	85	0	85	30	0	0	90	90	1	20	3	0	1	1	"UCLA"	85	90	85	0	1	1	1	1
"SB"	"UCLA SB S1"	7	3	2	1	34	2	0	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	7	4	1	1	73	5	0	50	50	40	60	0	40	40	120	2	0	3	0	0	1	"UCLA"	50	120	50	40	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	1	99	7	0	50	50	50	50	0	40	40	120	1	0	3	0	0	1	"UCLA"	50	120	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	1	138	10	0	40	40	120	0	1	40	40	120	3	0	3	0	0	1	"UCLA"	120	120	40	40	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	2	73	5	0	40	60	40	60	0	0	0	200	2	0	3	0	0	1	"UCLA"	60	200	40	40	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	2	99	7	0	50	50	50	50	0	0	0	200	1	0	3	0	0	1	"UCLA"	50	200	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	2	138	10	0	0	0	200	0	1	0	0	200	3	0	3	0	0	1	"UCLA"	200	200	0	0	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	3	73	5	0	95	95	0	10	0	20	60	120	2	0	3	0	0	1	"UCLA"	95	120	95	0	1	1	1	1
"SB"	"UCLA SB S1"	7	4	1	3	99	7	0	50	50	50	50	0	20	60	120	1	0	3	0	0	1	"UCLA"	50	120	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	3	138	10	0	20	60	120	0	1	20	60	120	3	0	3	0	0	1	"UCLA"	120	120	60	20	0	0	1	1
"SB"	"UCLA SB S1"	7	4	1	4	73	5	0	50	50	50	50	1	50	50	50	2	50	2	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	7	4	1	4	99	7	0	90	90	0	20	0	50	50	50	1	50	2	1	1	1	"UCLA"	90	50	90	0	1	1	1	1
"SB"	"UCLA SB S1"	7	4	1	4	138	10	0	60	20	120	0	0	50	50	50	3	50	2	1	1	1	"UCLA"	120	50	60	20	0	0	1	1
"SB"	"UCLA SB S1"	7	4	2	1	73	5	0	95	95	0	10	1	95	95	0	2	10	2	1	1	0	"UCLA"	95	95	95	0	1	1	1	1
"SB"	"UCLA SB S1"	7	4	2	1	99	7	0	90	90	0	20	0	95	95	0	1	10	2	1	1	0	"UCLA"	90	95	90	0	1	1	1	1
"SB"	"UCLA SB S1"	7	4	2	1	138	10	0	10	10	180	0	0	95	95	0	3	10	2	1	1	0	"UCLA"	180	95	10	10	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	1	125	9	0	10	10	10	170	1	10	10	10	2	170	2	0	1	0	"UCLA"	10	10	10	10	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	1	162	12	0	50	50	50	50	0	10	10	10	3	170	2	0	1	0	"UCLA"	50	10	50	50	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	1	172	13	0	70	60	50	20	0	10	10	10	1	170	2	0	1	0	"UCLA"	70	10	60	50	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	2	125	9	0	50	50	50	50	0	80	0	80	2	40	1	1	0	1	"UCLA"	50	80	50	50	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	2	162	12	0	50	50	50	50	0	80	0	80	3	40	1	1	0	1	"UCLA"	50	80	50	50	0	0	0	0
"SB"	"UCLA SB S1"	8	0	1	2	172	13	0	80	0	80	40	1	80	0	80	1	40	1	1	0	1	"UCLA"	80	80	80	0	1	1	1	1
"SB"	"UCLA SB S1"	8	0	2	1	125	9	0	0	85	85	30	0	75	75	0	2	50	1	1	1	0	"UCLA"	85	75	85	0	1	1	1	1
"SB"	"UCLA SB S1"	8	0	2	1	162	12	0	0	85	85	30	0	75	75	0	3	50	1	1	1	0	"UCLA"	85	75	85	0	1	1	1	1
"SB"	"UCLA SB S1"	8	0	2	1	172	13	0	75	75	0	50	1	75	75	0	1	50	1	1	1	0	"UCLA"	75	75	75	0	1	1	1	1
"SB"	"UCLA SB S1"	8	1	1	1	34	2	0	90	0	90	20	0	200	0	0	3	0	1	1	0	0	"UCLA"	90	200	90	0	1	1	1	1
"SB"	"UCLA SB S1"	8	1	1	1	86	6	0	20	80	80	20	0	200	0	0	2	0	1	1	0	0	"UCLA"	80	200	80	20	0	0	1	1
"SB"	"UCLA SB S1"	8	1	1	1	138	10	0	200	0	0	0	1	200	0	0	1	0	1	1	0	0	"UCLA"	200	200	0	0	0	0	0	0
"SB"	"UCLA SB S1"	8	1	1	2	34	2	0	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	8	1	1	2	86	6	0	0	90	90	20	0	0	90	90	2	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	8	1	1	2	138	10	0	150	25	25	0	0	0	90	90	1	20	3	0	1	1	"UCLA"	150	90	25	25	0	0	0	0
"SB"	"UCLA SB S1"	8	1	2	1	34	2	0	20	80	80	20	0	0	90	90	3	20	2	0	1	1	"UCLA"	80	90	80	20	0	0	1	1
"SB"	"UCLA SB S1"	8	1	2	1	86	6	0	0	90	90	20	1	0	90	90	2	20	2	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S1"	8	1	2	1	138	10	0	50	50	100	0	0	0	90	90	1	20	2	0	1	1	"UCLA"	50	90	100	50	0	0	0	0
"SB"	"UCLA SB S1"	8	2	1	1	47	3	0	50	50	50	50	1	50	50	50	3	50	3	1	0	1	"UCLA"	50	50	50	50	0	0	0	0
"SB"	"UCLA SB S1"	8	2	1	1	60	4	0	100	100	0	0	0	50	50	50	2	50	3	1	0	1	"UCLA"	100	50	100	0	1	1	1	1
"SB"	"UCLA SB S1"	8	2	1	1	73	5	0	60	50	40	50	0	50	50	50	1	50	3	1	0	1	"UCLA"	60	50	50	40	0	0	0	0
"SB"	"UCLA SB S1"	8	2	2	1	47	3	0	80	0	80	40	1	80	0	80	3	40	3	1	0	1	"UCLA"	80	80	80	0	1	1	1	1
"SB"	"UCLA SB S1"	8	2	2	1	60	4	0	90	110	0	0	0	80	0	80	2	40	3	1	0	1	"UCLA"	110	80	90	0	1	1	1	1
"SB"	"UCLA SB S1"	8	2	2	1	73	5	0	60	50	30	60	0	80	0	80	1	40	3	1	0	1	"UCLA"	60	80	50	30	0	0	0	1
"SB"	"UCLA SB S1"	8	3	1	1	8	0	0	0	85	85	30	1	0	85	85	3	30	3	0	1	1	"UCLA"	85	85	85	0	1	1	1	1
"SB"	"UCLA SB S1"	8	3	1	1	112	8	0	80	80	0	40	0	0	85	85	1	30	3	0	1	1	"UCLA"	80	85	80	0	1	1	1	1
"SB"	"UCLA SB S1"	8	3	1	1	182	14	0	100	100	0	0	0	0	85	85	2	30	3	0	1	1	"UCLA"	100	85	100	0	1	1	1	1
"SB"	"UCLA SB S1"	8	3	2	1	8	0	0	85	0	85	30	0	10	90	90	3	10	2	0	1	1	"UCLA"	85	90	85	0	1	1	1	1
