/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"DB20"	"UCLA DB20 S2"	7	0	2	1	155	11	13	70	70	20	40	0	45	45	45	2	65	3	0	0	1	"UCLA"	70	45	70	20	0	0	1	1
"DB20"	"UCLA DB20 S2"	7	0	2	2	38	2	13	0	100	100	0	0	70	70	20	3	40	2	1	1	0	"UCLA"	100	70	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	0	2	2	90	6	13	40	40	40	80	0	70	70	20	1	40	2	1	1	0	"UCLA"	40	70	40	40	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	0	2	2	155	11	13	70	70	20	40	1	70	70	20	2	40	2	1	1	0	"UCLA"	70	70	70	20	0	0	1	1
"DB20"	"UCLA DB20 S2"	7	1	1	1	25	1	0	47	47	47	59	0	50	50	0	3	100	2	1	0	0	"UCLA"	47	50	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	1	1	1	129	9	0	50	50	0	100	1	50	50	0	2	100	2	1	0	0	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	1	1	1	142	10	0	88	0	88	24	0	50	50	0	1	100	2	1	0	0	"UCLA"	88	50	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	1	1	2	25	1	0	47	47	47	59	0	88	88	0	3	24	1	1	1	0	"UCLA"	47	88	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	1	1	2	129	9	0	25	25	25	125	0	88	88	0	2	24	1	1	1	0	"UCLA"	25	88	25	25	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	1	1	2	142	10	0	88	88	0	24	1	88	88	0	1	24	1	1	1	0	"UCLA"	88	88	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	1	2	1	25	1	4.8	100	0	100	0	1	100	0	100	3	0	3	1	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	1	2	1	129	9	4.8	0	88	88	24	0	100	0	100	2	0	3	1	1	1	"UCLA"	88	100	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	1	2	1	142	10	4.8	90	0	90	20	0	100	0	100	1	0	3	1	1	1	"UCLA"	90	100	90	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	2	1	1	12	0	0	20	20	20	140	1	20	20	20	2	140	2	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	2	1	1	64	4	0	47	47	47	59	0	20	20	20	3	140	2	1	1	1	"UCLA"	47	20	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	2	1	1	116	8	0	43	43	43	71	0	20	20	20	1	140	2	1	1	1	"UCLA"	43	20	43	43	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	2	2	1	12	0	28	66	66	66	2	0	0	100	100	2	0	3	0	1	1	"UCLA"	66	100	66	66	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	2	2	1	64	4	28	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	2	2	1	116	8	28	65	65	65	5	0	0	100	100	1	0	3	0	1	1	"UCLA"	65	100	65	65	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	3	1	1	51	3	0	45	45	45	65	0	45	45	45	1	65	3	1	1	1	"UCLA"	45	45	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	3	1	1	77	5	0	15	60	60	65	0	45	45	45	2	65	3	1	1	1	"UCLA"	60	45	60	15	0	0	1	1
"DB20"	"UCLA DB20 S2"	7	3	1	1	103	7	0	45	45	45	65	1	45	45	45	3	65	3	1	1	1	"UCLA"	45	45	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	3	2	1	51	3	13	45	45	45	65	0	60	60	0	1	80	2	1	1	0	"UCLA"	45	60	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	7	3	2	1	77	5	13	60	60	0	80	1	60	60	0	2	80	2	1	1	0	"UCLA"	60	60	60	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	7	3	2	1	103	7	13	60	60	60	20	0	60	60	0	3	80	2	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	0	1	1	25	1	0	46	46	46	62	0	50	50	50	1	50	3	1	0	1	"UCLA"	46	50	46	46	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	0	1	1	51	3	0	45	45	45	65	0	50	50	50	2	50	3	1	0	1	"UCLA"	45	50	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	0	1	1	129	9	0	50	50	50	50	1	50	50	50	3	50	3	1	0	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	0	2	1	25	1	10	100	100	0	0	0	60	60	0	1	80	2	1	1	0	"UCLA"	100	60	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	0	2	1	51	3	10	60	60	0	80	1	60	60	0	2	80	2	1	1	0	"UCLA"	60	60	60	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	0	2	1	129	9	10	100	0	100	0	0	60	60	0	3	80	2	1	1	0	"UCLA"	100	60	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	1	1	1	103	7	0	57	57	57	29	0	88	88	0	3	24	2	1	1	0	"UCLA"	57	88	57	57	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	1	1	1	142	10	0	88	88	0	24	1	88	88	0	2	24	2	1	1	0	"UCLA"	88	88	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	1	1	1	155	11	0	25	25	25	125	0	88	88	0	1	24	2	1	1	0	"UCLA"	25	88	25	25	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	1	2	1	103	7	4.8	90	0	90	20	0	90	90	0	3	20	2	1	1	0	"UCLA"	90	90	90	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	1	2	1	142	10	4.8	90	90	0	20	1	90	90	0	2	20	2	1	1	0	"UCLA"	90	90	90	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	1	2	1	155	11	4.8	75	0	75	50	0	90	90	0	1	20	2	1	1	0	"UCLA"	75	90	75	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	2	1	1	12	0	0	20	20	20	140	1	20	20	20	3	140	3	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	2	1	1	38	2	0	0	0	0	200	0	20	20	20	1	140	3	1	1	1	"UCLA"	0	20	0	0	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	2	1	1	77	5	0	1	50	50	99	0	20	20	20	2	140	3	1	1	1	"UCLA"	50	20	50	1	0	1	1	1
"DB20"	"UCLA DB20 S2"	8	2	2	1	12	0	28	66	66	66	2	0	70	70	0	3	60	2	1	1	0	"UCLA"	66	70	66	66	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	2	2	1	38	2	28	70	70	20	40	0	70	70	0	1	60	2	1	1	0	"UCLA"	70	70	70	20	0	0	1	1
"DB20"	"UCLA DB20 S2"	8	2	2	1	77	5	28	70	70	0	60	1	70	70	0	2	60	2	1	1	0	"UCLA"	70	70	70	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	3	1	1	64	4	0	47	47	47	59	0	10	10	10	2	170	3	1	1	1	"UCLA"	47	10	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	3	1	1	90	6	0	10	10	10	170	1	10	10	10	3	170	3	1	1	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	3	1	1	116	8	0	43	43	43	71	0	10	10	10	1	170	3	1	1	1	"UCLA"	43	10	43	43	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	3	2	1	64	4	34	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	8	3	2	1	90	6	34	40	40	40	80	0	0	100	100	3	0	2	0	1	1	"UCLA"	40	100	40	40	0	0	0	0
"DB20"	"UCLA DB20 S2"	8	3	2	1	116	8	34	43	43	43	71	0	0	100	100	1	0	2	0	1	1	"UCLA"	43	100	43	43	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	0	1	1	64	4	0	47	47	47	59	0	43	43	43	2	71	1	1	1	0	"UCLA"	47	43	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	0	1	1	116	8	0	43	43	43	71	1	43	43	43	1	71	1	1	1	0	"UCLA"	43	43	43	43	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	0	1	1	155	11	0	0	85	85	30	0	43	43	43	3	71	1	1	1	0	"UCLA"	85	43	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	0	2	1	64	4	14.2	100	100	0	0	0	65	65	65	2	5	1	1	1	0	"UCLA"	100	65	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	0	2	1	116	8	14.2	65	65	65	5	1	65	65	65	1	5	1	1	1	0	"UCLA"	65	65	65	65	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	0	2	1	155	11	14.2	0	85	85	30	0	65	65	65	3	5	1	1	1	0	"UCLA"	85	65	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	1	1	1	38	2	0	45	45	45	65	1	45	45	45	3	65	3	1	1	1	"UCLA"	45	45	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	1	1	1	51	3	0	45	45	45	65	0	45	45	45	2	65	3	1	1	1	"UCLA"	45	45	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	1	1	1	77	5	0	55	55	0	90	0	45	45	45	1	65	3	1	1	1	"UCLA"	55	45	55	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	1	2	1	38	2	13	0	70	70	60	1	0	70	70	3	60	3	0	1	1	"UCLA"	70	70	70	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	1	2	1	51	3	13	45	45	45	65	0	0	70	70	2	60	3	0	1	1	"UCLA"	45	70	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	1	2	1	77	5	13	70	0	70	60	0	0	70	70	1	60	3	0	1	1	"UCLA"	70	70	70	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	2	1	1	12	0	0	20	20	20	140	1	20	20	20	2	140	2	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	2	1	1	25	1	0	47	47	47	59	0	20	20	20	1	140	2	1	1	1	"UCLA"	47	20	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	2	1	1	90	6	0	5	5	5	185	0	20	20	20	3	140	2	1	1	1	"UCLA"	5	20	5	5	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	2	2	1	12	0	28	66	66	66	2	0	80	80	0	2	40	1	1	1	0	"UCLA"	66	80	66	66	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	2	2	1	25	1	28	80	80	0	40	1	80	80	0	1	40	1	1	1	0	"UCLA"	80	80	80	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	2	2	1	90	6	28	40	40	40	80	0	80	80	0	3	40	1	1	1	0	"UCLA"	40	80	40	40	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	1	1	103	7	0	57	57	57	29	1	57	57	57	2	29	2	0	1	1	"UCLA"	57	57	57	57	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	1	1	129	9	0	50	50	50	50	0	57	57	57	3	29	2	0	1	1	"UCLA"	50	57	50	50	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	1	1	142	10	0	88	0	88	24	0	57	57	57	1	29	2	0	1	1	"UCLA"	88	57	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	3	2	1	103	7	5.8	60	60	60	20	0	91	0	91	2	18	1	1	0	0	"UCLA"	60	91	60	60	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	2	1	129	9	5.8	0	90	90	20	0	91	0	91	3	18	1	1	0	0	"UCLA"	90	91	90	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	3	2	1	142	10	5.8	91	0	91	18	1	91	0	91	1	18	1	1	0	0	"UCLA"	91	91	91	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	3	2	2	103	7	5.8	0	90	90	20	1	0	90	90	2	20	2	0	1	0	"UCLA"	90	90	90	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	3	2	2	129	9	5.8	50	50	50	50	0	0	90	90	3	20	2	0	1	0	"UCLA"	50	90	50	50	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	2	2	142	10	5.8	91	91	0	18	0	0	90	90	1	20	2	0	1	0	"UCLA"	91	90	91	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	9	3	2	3	103	7	5.8	60	60	60	20	0	91	91	0	2	18	1	1	1	0	"UCLA"	60	91	60	60	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	2	3	129	9	5.8	50	50	50	50	0	91	91	0	3	18	1	1	1	0	"UCLA"	50	91	50	50	0	0	0	0
"DB20"	"UCLA DB20 S2"	9	3	2	3	142	10	5.8	91	91	0	18	1	91	91	0	1	18	1	1	1	0	"UCLA"	91	91	91	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	1	1	12	0	0	20	20	20	140	0	0	85	85	3	30	2	1	1	1	"UCLA"	20	85	20	20	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	0	1	1	129	9	0	40	40	40	80	0	0	85	85	1	30	2	1	1	1	"UCLA"	40	85	40	40	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	0	1	1	155	11	0	0	85	85	30	1	0	85	85	2	30	2	1	1	1	"UCLA"	85	85	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	1	12	0	6	100	0	100	0	0	85	85	0	3	30	2	0	1	0	"UCLA"	100	85	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	1	129	9	6	85	0	85	30	0	85	85	0	1	30	2	0	1	0	"UCLA"	85	85	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	1	155	11	6	85	85	0	30	1	85	85	0	2	30	2	0	1	0	"UCLA"	85	85	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	2	12	0	6	100	0	100	0	0	0	85	85	3	30	2	0	1	1	"UCLA"	100	85	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	2	129	9	6	85	0	85	30	0	0	85	85	1	30	2	0	1	1	"UCLA"	85	85	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	0	2	2	155	11	6	0	85	85	30	1	0	85	85	2	30	2	0	1	1	"UCLA"	85	85	85	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	1	1	1	64	4	0	47	47	47	59	0	45	45	45	2	65	1	1	1	1	"UCLA"	47	45	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	1	1	1	77	5	0	40	0	40	120	0	45	45	45	3	65	1	1	1	1	"UCLA"	40	45	40	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	1	1	1	116	8	0	45	45	45	65	1	45	45	45	1	65	1	1	1	1	"UCLA"	45	45	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	1	2	1	64	4	13	100	100	0	0	0	0	70	70	2	60	3	1	1	1	"UCLA"	100	70	100	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	1	2	1	77	5	13	0	70	70	60	1	0	70	70	3	60	3	1	1	1	"UCLA"	70	70	70	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	1	2	1	116	8	13	35	35	35	95	0	0	70	70	1	60	3	1	1	1	"UCLA"	35	70	35	35	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	1	1	51	3	0	55	55	55	35	0	57	57	57	1	29	2	1	1	0	"UCLA"	55	57	55	55	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	1	1	90	6	0	10	10	10	170	0	57	57	57	3	29	2	1	1	0	"UCLA"	10	57	10	10	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	1	1	103	7	0	57	57	57	29	1	57	57	57	2	29	2	1	1	0	"UCLA"	57	57	57	57	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	2	1	51	3	5.8	45	45	45	65	0	60	60	60	1	20	2	1	1	0	"UCLA"	45	60	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	2	1	90	6	5.8	40	40	40	80	0	60	60	60	3	20	2	1	1	0	"UCLA"	40	60	40	40	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	2	2	1	103	7	5.8	60	60	60	20	1	60	60	60	2	20	2	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	3	1	1	25	1	0	47	47	47	59	0	0	88	88	2	24	3	0	1	1	"UCLA"	47	88	47	47	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	3	1	1	38	2	0	45	45	45	65	0	0	88	88	1	24	3	0	1	1	"UCLA"	45	88	45	45	0	0	0	0
"DB20"	"UCLA DB20 S2"	10	3	1	1	142	10	0	0	88	88	24	1	0	88	88	3	24	3	0	1	1	"UCLA"	88	88	88	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	3	2	1	25	1	4.8	80	80	0	40	0	70	70	0	2	60	1	1	1	0	"UCLA"	80	70	80	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	3	2	1	38	2	4.8	70	70	0	60	1	70	70	0	1	60	1	1	1	0	"UCLA"	70	70	70	0	1	1	1	1
"DB20"	"UCLA DB20 S2"	10	3	2	1	142	10	4.8	0	90	90	20	0	70	70	0	3	60	1	1	1	0	"UCLA"	90	70	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	0	1	1	91	6	0	60	60	60	20	0	0	100	100	1	0	3	0	1	1	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	0	1	1	143	10	0	100	100	0	0	0	0	100	100	2	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	0	1	1	176	13	0	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	0	2	1	91	6	0	70	70	10	50	0	0	99	101	1	0	3	0	1	1	"UCLA"	70	101	70	10	0	1	1	1
"DB20"	"UCLA DB20 S3"	1	0	2	1	143	10	0	100	100	0	0	0	0	99	101	2	0	3	0	1	1	"UCLA"	100	101	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	0	2	1	176	13	0	0	99	101	0	1	0	99	101	3	0	3	0	1	1	"UCLA"	101	101	99	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	1	1	1	52	3	0	0	50	50	100	1	0	50	50	3	100	3	0	1	1	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	1	1	1	130	9	0	0	0	0	200	0	0	50	50	1	100	3	0	1	1	"UCLA"	0	50	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	1	1	1	156	11	0	60	60	60	20	0	0	50	50	2	100	3	0	1	1	"UCLA"	60	50	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	1	2	1	52	3	20	0	100	100	0	0	50	50	50	3	50	2	1	1	0	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	1	2	1	130	9	20	100	100	0	0	0	50	50	50	1	50	2	1	1	0	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	1	2	1	156	11	20	50	50	50	50	1	50	50	50	2	50	2	1	1	0	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	1	1	65	4	0	50	50	50	50	0	0	0	0	2	200	3	1	1	1	"UCLA"	50	0	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	1	1	104	7	0	0	0	0	200	0	0	0	0	1	200	3	1	1	1	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	1	1	166	12	0	0	0	0	200	1	0	0	0	3	200	3	1	1	1	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	1	65	4	40	10	10	10	170	1	10	10	10	2	170	2	0	1	0	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	1	104	7	40	100	100	0	0	0	10	10	10	1	170	2	0	1	0	"UCLA"	100	10	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	2	2	1	166	12	40	66	67	67	0	0	10	10	10	3	170	2	0	1	0	"UCLA"	67	10	67	66	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	2	65	4	40	0	0	0	200	0	67	66	67	2	0	3	0	0	1	"UCLA"	0	67	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	2	104	7	40	100	100	0	0	0	67	66	67	1	0	3	0	0	1	"UCLA"	100	67	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	2	2	2	166	12	40	67	66	67	0	1	67	66	67	3	0	3	0	0	1	"UCLA"	67	67	67	66	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	3	65	4	40	0	0	0	200	0	100	100	0	2	0	1	1	1	0	"UCLA"	0	100	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	2	2	3	104	7	40	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	2	2	3	166	12	40	0	100	100	0	0	100	100	0	3	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	3	1	1	13	0	0	0	70	70	60	0	33	33	34	2	100	3	1	1	1	"UCLA"	70	34	70	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	3	1	1	78	5	0	33	33	34	100	1	33	33	34	3	100	3	1	1	1	"UCLA"	34	34	33	33	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	3	1	1	117	8	0	40	40	40	80	0	33	33	34	1	100	3	1	1	1	"UCLA"	40	34	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	3	2	1	13	0	20	50	50	0	100	0	33	33	34	2	100	3	1	0	1	"UCLA"	50	34	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	3	2	1	78	5	20	33	33	34	100	1	33	33	34	3	100	3	1	0	1	"UCLA"	34	34	33	33	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	3	2	1	117	8	20	40	40	40	80	0	33	33	34	1	100	3	1	0	1	"UCLA"	40	34	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	4	1	1	26	1	0	20	20	20	140	0	95	95	0	1	10	2	1	1	0	"UCLA"	20	95	20	20	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	4	1	1	39	2	0	95	95	0	10	1	95	95	0	2	10	2	1	1	0	"UCLA"	95	95	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	4	1	1	186	14	0	60	60	60	20	0	95	95	0	3	10	2	1	1	0	"UCLA"	60	95	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	1	4	2	1	26	1	2	100	100	0	0	0	0	100	100	1	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	4	2	1	39	2	2	95	95	0	10	0	0	100	100	2	0	3	0	1	1	"UCLA"	95	100	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	1	4	2	1	186	14	2	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	0	1	1	26	1	0	0	50	50	100	0	90	90	20	3	0	2	1	1	0	"UCLA"	50	90	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	0	1	1	91	6	0	90	90	20	0	1	90	90	20	2	0	2	1	1	0	"UCLA"	90	90	90	20	0	0	1	1
"DB20"	"UCLA DB20 S3"	2	0	1	1	143	10	0	100	0	100	0	0	90	90	20	1	0	2	1	1	0	"UCLA"	100	90	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	0	2	1	26	1	0	0	100	100	0	0	0	100	100	3	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	0	2	1	91	6	0	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	0	2	1	143	10	0	100	100	0	0	0	0	100	100	1	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	1	1	1	13	0	0	0	50	50	100	1	0	50	50	3	100	3	0	1	1	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	1	1	1	39	2	0	95	95	0	10	0	0	50	50	1	100	3	0	1	1	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	1	1	1	78	5	0	50	50	50	50	0	0	50	50	2	100	3	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	1	2	1	13	0	20	30	30	0	140	0	50	50	50	3	50	2	0	1	1	"UCLA"	0	50	30	30	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	1	2	1	39	2	20	95	95	0	10	0	50	50	50	1	50	2	0	1	1	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	1	2	1	78	5	20	50	50	50	50	1	50	50	50	2	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	2	1	1	65	4	0	0	0	0	200	0	98	102	0	3	0	2	1	1	0	"UCLA"	0	102	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	2	1	1	176	13	0	98	102	0	0	1	98	102	0	2	0	2	1	1	0	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	2	1	1	186	14	0	95	95	0	10	0	98	102	0	1	0	2	1	1	0	"UCLA"	95	102	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	2	2	1	65	4	0	100	0	100	0	0	102	0	98	3	0	1	1	0	1	"UCLA"	100	102	100	0	1	1	1	1
