**  Dictionary **

paper: Paper
session: unique session identifier
subject: subject identifier in session
o_subject: identifier in session of partner
aSS, aSH, etc are experimental payoffs as a function of Stag and Hare actions by subject and o_subject
stag: dummy equal to 1 if subject chose stag
otherstag: dummy equal to 1 if partner chose stag
matching: variable that denotes the type of matching used in the experiment
rothmalouf: dummy equal 1 if lottery method was used for payment

*****

paper,session,period,subject,o_subject,aSS,aSH,aHS,aHH,stag,otherstag,matching,rothmalouf
Clark et al (2001),29,3,8,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,3,9,11,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,3,10,12,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,3,11,9,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,3,12,10,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,3,13,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,3,14,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,3,15,3,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,3,16,4,1000,0,700,900,1,1,perfect stranger,0
Clark et al (2001),29,3,17,5,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,3,18,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,3,19,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,3,20,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,1,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,2,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,3,16,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,4,17,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,5,18,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,6,19,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,7,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,8,11,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,9,12,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,10,13,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,11,8,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,12,9,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,13,10,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,14,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,15,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,16,3,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,4,17,4,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,18,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,4,19,6,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,4,20,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,1,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,2,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,3,17,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,5,4,18,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,5,5,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,6,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,7,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,8,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,9,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,10,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,11,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,12,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,13,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,14,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,15,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,16,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,17,3,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,5,18,4,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,5,19,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,5,20,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,1,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,2,17,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,3,18,1000,0,700,900,0,1,perfect stranger,0
Clark et al (2001),29,6,4,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,5,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,6,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,7,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,8,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,9,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,10,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,11,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,12,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,13,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,14,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,15,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,16,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,17,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,18,3,1000,0,700,900,1,0,perfect stranger,0
Clark et al (2001),29,6,19,4,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,6,20,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,1,17,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,2,18,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,3,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,4,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,5,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,6,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,7,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,8,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,9,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,10,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,11,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,12,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,13,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,14,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,15,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,16,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,17,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,18,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,19,3,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,7,20,4,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,1,18,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,2,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,3,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,4,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,5,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,6,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,7,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,8,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,9,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,10,17,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,11,4,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,12,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,13,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,14,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,15,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,16,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,17,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,18,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,19,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,8,20,3,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,1,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,2,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,3,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,4,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,5,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,6,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,7,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,8,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,9,17,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,10,18,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,11,3,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,12,4,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,13,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,14,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,15,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,16,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,17,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,18,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,19,1,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,9,20,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,1,20,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,2,11,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,3,12,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,4,13,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,5,14,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,6,15,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,7,16,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,8,17,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,9,18,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,10,19,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,11,2,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,12,3,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,13,4,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,14,5,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,15,6,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,16,7,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,17,8,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,18,9,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,19,10,1000,0,700,900,0,0,perfect stranger,0
Clark et al (2001),29,10,20,1,1000,0,700,900,0,0,perfect stranger,0
Cooper et al (1992),30,1,1,3,1000,0,800,800,1,1,each other twice,1
Cooper et al (1992),30,1,2,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,1,3,1,1000,0,800,800,1,1,each other twice,1
Cooper et al (1992),30,1,4,5,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,1,5,4,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,1,7,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,1,8,9,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,1,9,8,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,1,10,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,1,11,7,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,2,2,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,2,3,4,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,2,4,3,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,2,5,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,2,6,11,1000,0,800,800,1,1,each other twice,1
Cooper et al (1992),30,2,7,8,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,2,8,7,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,2,9,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,2,10,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,2,11,6,1000,0,800,800,1,1,each other twice,1
Cooper et al (1992),30,3,1,4,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,3,2,7,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,3,3,10,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,3,4,1,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,3,5,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,3,6,8,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,3,7,2,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,3,8,6,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,3,9,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,3,10,3,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,4,1,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,2,6,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,4,3,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,5,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,6,2,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,4,7,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,8,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,4,9,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,10,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,4,11,8,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,5,1,9,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,5,2,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,5,3,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,4,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,5,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,6,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,7,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,9,1,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,5,10,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,5,11,2,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,6,1,7,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,6,2,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,3,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,4,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,5,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,6,6,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,7,1,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,6,8,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,9,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,6,11,5,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,7,1,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,3,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,7,4,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,5,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,6,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,7,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,8,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,9,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,10,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,7,11,3,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,8,1,11,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,8,2,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,3,8,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,8,4,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,5,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,6,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,7,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,8,3,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,8,10,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,8,11,1,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,9,1,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,2,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,3,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,4,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,6,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,7,9,1000,0,800,800,1,0,each other twice,1
Cooper et al (1992),30,9,8,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,9,7,1000,0,800,800,0,1,each other twice,1
Cooper et al (1992),30,9,10,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,9,11,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,1,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,2,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,3,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,4,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,5,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,6,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,8,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,9,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,10,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,10,11,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,1,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,2,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,4,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,5,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,6,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,7,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,8,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,9,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,10,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,11,11,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,1,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,2,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,3,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,4,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,5,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,6,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,8,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,9,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,10,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,12,11,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,2,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,3,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,4,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,5,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,6,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,7,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,8,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,9,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,10,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,13,11,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,1,11,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,2,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,3,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,4,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,6,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,7,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,8,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,9,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,10,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,14,11,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,1,6,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,2,8,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,3,5,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,4,9,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,5,3,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,6,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,7,10,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,8,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,9,4,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,15,10,7,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,16,1,2,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,16,2,1,1000,0,800,800,0,0,each other twice,1
Cooper et al (1992),30,16,4,8,1000,0,800,800,0,0,each other twice,1
