* Dictionary *
treatment:	treatment indicator: C0, U1, U2, R3, R4, R0
date:		session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
period:		period #
id:			id #, constant through session
group:		identifies subjects that were grouped together for a period
robot:		= 0 if human subject, = 1 o/w
demand:		= amount demanded (in points, out of 30)
stage_2:	= 1 if there was a stage 2 (demands were incompatible), 0 o/w
accepted:	= 1 if subject conceded to the other player's demand in stage 2, = 0 o/w; set to missing if stage_2 == 0
delay:		= time (in seconds) to concession in stage 2; set to 0 if stage_2 == 0
points:		= points obtained in that period
wonlottery:	= 1 if subject won the lottery at the end of the experiment
**************

treatment	date	period	id	group	robot	demand	stage_2	accepted	delay	points	wonlottery
"R3"	100413	9	180	1497	0	20	1	0	.9	19.82	0
"R3"	100413	9	190	1497	0	20	1	1	.9	9.91	1
"R3"	100413	9	182	1513	0	15	1	1	.23	9.97	0
"R3"	100413	9	191	1513	0	20	1	0	.23	19.95	1
"R3"	100413	9	193	1529	1	18	1		0	0	0
"R3"	100413	9	194	1529	1	20	1		0	0	1
"R3"	100413	9	184	1545	0	20	1	0	.25	19.95	0
"R3"	100413	9	185	1545	0	15	1	1	.25	9.97	1
"R3"	100413	10	187	1434	0	20	1	1	6.76	14.01	1
"R3"	100413	10	189	1434	0	15	1	0	6.76	14.01	0
"R3"	100413	10	182	1450	0	15	1	1	.24	9.97	0
"R3"	100413	10	184	1450	0	20	1	0	.24	19.95	0
"R3"	100413	10	186	1466	0	20	1	1	.22	9.97	0
"R3"	100413	10	194	1466	1	20	1	0	.22	19.95	1
"R3"	100413	10	180	1482	0	20	1	1	8.5	9.18	0
"R3"	100413	10	191	1482	0	20	1	0	8.5	18.37	1
"R3"	100413	10	192	1498	1	15	1		0	0	0
"R3"	100413	10	193	1498	1	18	1		0	0	0
"R3"	100413	10	185	1514	0	15	0		0	15	1
"R3"	100413	10	188	1514	0	15	0		0	15	1
"R3"	100413	10	181	1530	0	15	1	0	2.22	14.67	1
"R3"	100413	10	183	1530	0	20	1	1	2.22	14.67	0
"R3"	100413	10	179	1546	0	20	1	0	1.14	19.77	0
"R3"	100413	10	190	1546	0	20	1	1	1.14	9.88	1
"R3"	100413	11	185	1435	0	15	1	1	.29	9.97	1
"R3"	100413	11	187	1435	0	20	1	0	.29	19.94	1
"R3"	100413	11	181	1451	0	15	0		0	15	1
"R3"	100413	11	192	1451	1	15	0		0	15	0
"R3"	100413	11	189	1467	0	15	0		0	15	0
"R3"	100413	11	190	1467	0	15	0		0	15	1
"R3"	100413	11	180	1483	0	20	1	0	.1	19.98	0
"R3"	100413	11	186	1483	0	20	1	1	.1	9.99	0
"R3"	100413	11	179	1499	0	20	1	1	6.65	9.35	0
"R3"	100413	11	184	1499	0	20	1	0	6.65	18.71	0
"R3"	100413	11	182	1515	0	20	1	1	.27	9.97	0
"R3"	100413	11	191	1515	0	20	1	0	.27	19.94	1
"R3"	100413	11	183	1531	0	20	1	1	1.03	11.87	0
"R3"	100413	11	193	1531	1	18	1	0	1.03	17.81	0
"R3"	100413	11	188	1547	0	15	1	1	10.94	8.96	1
"R3"	100413	11	194	1547	1	20	1	0	10.94	17.92	1
"R3"	100413	12	186	1436	0	20	1	1	.19	14.97	0
"R3"	100413	12	192	1436	1	15	1	0	.19	14.97	0
"R3"	100413	12	190	1452	0	20	1	1	3.09	11.63	1
"R3"	100413	12	193	1452	1	18	1	0	3.09	17.45	0
"R3"	100413	12	183	1468	0	20	1	1	7.6	13.9	0
"R3"	100413	12	188	1468	0	15	1	0	7.6	13.9	1
"R3"	100413	12	184	1484	0	20	1	0	36.3	13.91	0
"R3"	100413	12	189	1484	0	15	1	1	36.3	6.95	0
"R3"	100413	12	181	1500	0	15	1	0	7.67	13.89	1
"R3"	100413	12	187	1500	0	20	1	1	7.67	13.89	1
"R3"	100413	12	179	1516	0	18	1	1	4.21	9.58	0
"R3"	100413	12	194	1516	1	20	1	0	4.21	19.17	1
"R3"	100413	12	185	1532	0	15	1	1	.24	9.97	1
"R3"	100413	12	191	1532	0	20	1	0	.24	19.95	1
"R3"	100413	12	180	1548	0	20	1	0	.31	19.93	0
"R3"	100413	12	182	1548	0	15	1	1	.31	9.96	0
"R3"	100413	13	179	1437	0	20	1	1	7.52	11.13	0
"R3"	100413	13	193	1437	1	18	1	0	7.52	16.69	0
"R3"	100413	13	181	1453	0	15	1	1	10.74	8.98	1
"R3"	100413	13	184	1453	0	20	1	0	10.74	17.96	0
"R3"	100413	13	189	1469	0	15	1	1	85.75	4.24	0
"R3"	100413	13	194	1469	1	20	1	0	85.75	8.48	1
"R3"	100413	13	183	1485	0	20	1	0	.24	19.95	0
"R3"	100413	13	186	1485	0	20	1	1	.24	9.97	0
"R3"	100413	13	188	1501	0	20	1	1	5.01	9.51	1
"R3"	100413	13	191	1501	0	20	1	0	5.01	19.02	1
"R3"	100413	13	180	1517	0	20	1	0	.24	19.95	0
"R3"	100413	13	185	1517	0	15	1	1	.24	9.97	1
"R3"	100413	13	182	1533	0	20	1	0	3.4	19.33	0
"R3"	100413	13	190	1533	0	20	1	1	3.4	9.66	1
"R3"	100413	13	187	1549	0	20	1	1	7.74	13.88	1
"R3"	100413	13	192	1549	1	15	1	0	7.74	13.88	0
"R3"	100413	14	187	1438	0	20	1	1	32.08	10.88	1
"R3"	100413	14	192	1438	1	15	1	0	32.08	10.88	0
"R3"	100413	14	185	1454	0	15	0		0	15	1
"R3"	100413	14	188	1454	0	15	0		0	15	1
"R3"	100413	14	182	1470	0	20	1	1	.8	11.9	0
"R3"	100413	14	189	1470	0	18	1	0	.8	17.85	0
"R3"	100413	14	180	1486	0	20	1	1	9.25	9.11	0
"R3"	100413	14	191	1486	0	20	1	0	9.25	18.23	1
"R3"	100413	14	181	1502	0	15	1	1	4.85	11.43	1
"R3"	100413	14	193	1502	1	18	1	0	4.85	17.14	0
"R3"	100413	14	184	1518	0	20	1	0	1.69	19.66	0
"R3"	100413	14	186	1518	0	15	1	1	1.69	9.83	0
"R3"	100413	14	190	1534	0	15	1	1	3.61	9.64	1
"R3"	100413	14	194	1534	1	20	1	0	3.61	19.29	1
"R3"	100413	14	179	1550	0	20	1	0	3.58	19.29	0
"R3"	100413	14	183	1550	0	20	1	1	3.58	9.64	0
"R3"	100413	15	180	1439	0	20	1	1	4.88	11.42	0
"R3"	100413	15	191	1439	0	18	1	0	4.88	17.14	1
"R3"	100413	15	182	1455	0	20	1	1	.88	14.86	0
"R3"	100413	15	189	1455	0	15	1	0	.88	14.86	0
"R3"	100413	15	187	1471	0	20	1	0	4.36	19.14	1
"R3"	100413	15	190	1471	0	20	1	1	4.36	9.57	1
"R3"	100413	15	192	1487	1	15	1		0	0	0
"R3"	100413	15	193	1487	1	18	1		0	0	0
"R3"	100413	15	179	1503	0	20	1	1	12.34	8.83	0
"R3"	100413	15	184	1503	0	20	1	0	12.34	17.67	0
"R3"	100413	15	183	1519	0	20	1	1	5.84	9.43	0
"R3"	100413	15	194	1519	1	20	1	0	5.84	18.86	1
"R3"	100413	15	181	1535	0	20	1	1	6.15	14.1	1
"R3"	100413	15	188	1535	0	15	1	0	6.15	14.1	1
"R3"	100413	15	185	1551	0	15	0		0	15	1
"R3"	100413	15	186	1551	0	15	0		0	15	0
"R3"	100413	1	195	1553	0	15	0		0	15	0
"R3"	100413	1	208	1553	1	15	0		0	15	0
"R3"	100413	1	205	1569	0	15	1	1	48.07	6.18	1
"R3"	100413	1	210	1569	1	20	1	0	48.07	12.36	0
"R3"	100413	1	196	1585	0	15	1	1	.67	9.93	1
"R3"	100413	1	207	1585	0	20	1	0	.67	19.86	1
"R3"	100413	1	201	1601	0	18	1	1	.49	9.95	0
"R3"	100413	1	202	1601	0	20	1	0	.49	19.9	1
"R3"	100413	1	197	1617	0	15	0		0	15	0
"R3"	100413	1	199	1617	0	15	0		0	15	0
"R3"	100413	1	198	1633	0	18	1	0	3.43	17.39	0
"R3"	100413	1	200	1633	0	15	1	1	3.43	11.59	1
"R3"	100413	1	203	1649	0	15	0		0	15	0
"R3"	100413	1	204	1649	0	15	0		0	15	1
"R3"	100413	1	206	1665	0	15	1	1	.73	11.91	0
"R3"	100413	1	209	1665	1	18	1	0	.73	17.86	0
"R3"	100413	2	195	1554	0	15	0		0	15	0
"R3"	100413	2	208	1554	1	15	0		0	15	0
"R3"	100413	2	205	1570	0	15	1	0	3.68	14.45	1
"R3"	100413	2	207	1570	0	20	1	1	3.68	14.45	1
"R3"	100413	2	200	1586	0	20	1	1	.51	11.93	1
"R3"	100413	2	206	1586	0	18	1	0	.51	17.9	0
"R3"	100413	2	198	1602	0	20	1	1	28.71	7.5	0
"R3"	100413	2	210	1602	1	20	1	0	28.71	15	0
"R3"	100413	2	197	1618	0	18	1	1	1.36	11.83	0
"R3"	100413	2	209	1618	1	18	1	0	1.36	17.75	0
"R3"	100413	2	196	1634	0	15	0		0	15	1
"R3"	100413	2	201	1634	0	15	0		0	15	0
"R3"	100413	2	199	1650	0	15	1	1	.86	9.91	0
"R3"	100413	2	202	1650	0	20	1	0	.86	19.82	1
"R3"	100413	2	203	1666	0	15	1	0	2.53	14.62	0
"R3"	100413	2	204	1666	0	18	1	1	2.53	14.62	1
"R3"	100413	3	195	1555	0	15	0		0	15	0
"R3"	100413	3	199	1555	0	15	0		0	15	0
"R3"	100413	3	197	1571	0	20	1	0	3.44	19.32	0
"R3"	100413	3	203	1571	0	15	1	1	3.44	9.66	0
"R3"	100413	3	204	1587	0	20	1	1	.92	14.86	1
"R3"	100413	3	205	1587	0	15	1	0	.92	14.86	1
"R3"	100413	3	206	1603	0	20	1	1	1.76	14.73	0
"R3"	100413	3	208	1603	1	15	1	0	1.76	14.73	0
"R3"	100413	3	198	1619	0	15	0		0	15	0
"R3"	100413	3	200	1619	0	15	0		0	15	1
"R3"	100413	3	196	1635	0	15	0		0	15	1
"R3"	100413	3	201	1635	0	15	0		0	15	0
"R3"	100413	3	207	1651	0	20	1	1	.85	11.89	1
"R3"	100413	3	209	1651	1	18	1	0	.85	17.84	0
"R3"	100413	3	202	1667	0	20	1	1	23.16	7.93	1
"R3"	100413	3	210	1667	1	20	1	0	23.16	15.86	0
"R3"	100413	4	199	1556	0	15	1	1	.1	9.99	0
"R3"	100413	4	210	1556	1	20	1	0	.1	19.98	0
"R3"	100413	4	207	1572	0	20	1	1	.31	14.95	1
"R3"	100413	4	208	1572	1	15	1	0	.31	14.95	0
"R3"	100413	4	205	1588	0	15	1	1	18.37	9.98	1
"R3"	100413	4	209	1588	1	18	1	0	18.37	14.97	0
"R3"	100413	4	198	1604	0	15	0		0	15	0
"R3"	100413	4	206	1604	0	15	0		0	15	0
"R3"	100413	4	195	1620	0	20	1	0	33.5	14.3	0
"R3"	100413	4	197	1620	0	20	1	1	33.5	7.15	0
"R3"	100413	4	200	1636	0	15	0		0	15	1
"R3"	100413	4	201	1636	0	15	0		0	15	0
"R3"	100413	4	196	1652	0	15	1	1	.21	9.97	1
"R3"	100413	4	202	1652	0	20	1	0	.21	19.95	1
"R3"	100413	4	203	1668	0	15	1	1	.43	11.94	0
"R3"	100413	4	204	1668	0	18	1	0	.43	17.92	1
"R3"	100413	5	200	1557	0	15	0		0	15	1
"R3"	100413	5	205	1557	0	15	0		0	15	1
"R3"	100413	5	195	1573	0	15	0		0	15	0
"R3"	100413	5	198	1573	0	15	0		0	15	0
"R3"	100413	5	199	1589	0	15	0		0	15	0
"R3"	100413	5	203	1589	0	15	0		0	15	0
"R3"	100413	5	201	1605	0	15	0		0	15	0
"R3"	100413	5	208	1605	1	15	0		0	15	0
"R3"	100413	5	202	1621	0	20	1	0	1.26	19.74	1
"R3"	100413	5	204	1621	0	15	1	1	1.26	9.87	1
"R3"	100413	5	196	1637	0	15	0		0	15	1
"R3"	100413	5	206	1637	0	15	0		0	15	0
"R3"	100413	5	207	1653	0	20	1	1	.23	9.97	1
"R3"	100413	5	210	1653	1	20	1	0	.23	19.95	0
"R3"	100413	5	197	1669	0	18	1	1	116.59	3.73	0
"R3"	100413	5	209	1669	1	18	1	0	116.59	5.6	0
"R3"	100413	6	203	1558	0	15	1	1	.61	9.93	0
"R3"	100413	6	210	1558	1	20	1	0	.61	19.87	0
"R3"	100413	6	196	1574	0	15	0		0	15	1
"R3"	100413	6	206	1574	0	15	0		0	15	0
"R3"	100413	6	195	1590	0	15	0		0	15	0
"R3"	100413	6	207	1590	0	15	0		0	15	1
"R3"	100413	6	208	1606	1	15	1		0	0	0
"R3"	100413	6	209	1606	1	18	1		0	0	0
"R3"	100413	6	197	1622	0	15	0		0	15	0
"R3"	100413	6	200	1622	0	15	0		0	15	1
"R3"	100413	6	198	1638	0	15	1	0	6.94	13.99	0
"R3"	100413	6	202	1638	0	20	1	1	6.94	13.99	1
"R3"	100413	6	199	1654	0	15	1	1	.23	9.97	0
"R3"	100413	6	204	1654	0	20	1	0	.23	19.95	1
"R3"	100413	6	201	1670	0	15	0		0	15	0
"R3"	100413	6	205	1670	0	15	0		0	15	1
"R3"	100413	7	205	1559	0	15	1	1	72.49001	4.84	1
"R3"	100413	7	210	1559	1	20	1	0	72.49001	9.68	0
"R3"	100413	7	200	1575	0	15	1	1	2.94	9.71	1
"R3"	100413	7	202	1575	0	20	1	0	2.94	19.42	1
"R3"	100413	7	195	1591	0	15	0		0	15	0
"R3"	100413	7	196	1591	0	15	0		0	15	1
"R3"	100413	7	199	1607	0	15	0		0	15	0
"R3"	100413	7	206	1607	0	15	0		0	15	0
"R3"	100413	7	207	1623	0	15	0		0	15	1
"R3"	100413	7	208	1623	1	15	0		0	15	0
"R3"	100413	7	197	1639	0	15	0		0	15	0
"R3"	100413	7	198	1639	0	15	0		0	15	0
"R3"	100413	7	201	1655	0	15	1	0	2.13	14.68	0
"R3"	100413	7	204	1655	0	18	1	1	2.13	14.68	1
"R3"	100413	7	203	1671	0	15	1	1	2.33	11.72	0
"R3"	100413	7	209	1671	1	18	1	0	2.33	17.58	0
"R3"	100413	8	208	1560	1	15	1		0	0	0
"R3"	100413	8	210	1560	1	20	1		0	0	0
"R3"	100413	8	203	1576	0	15	0		0	15	0
"R3"	100413	8	206	1576	0	15	0		0	15	0
"R3"	100413	8	195	1592	0	15	1	0	.78	14.88	0
"R3"	100413	8	197	1592	0	20	1	1	.78	14.88	0
"R3"	100413	8	200	1608	0	15	0		0	15	1
"R3"	100413	8	205	1608	0	15	0		0	15	1
"R3"	100413	8	196	1624	0	15	0		0	15	1
"R3"	100413	8	198	1624	0	15	0		0	15	0
"R3"	100413	8	201	1640	0	15	1	0	15.91	12.79	0
"R3"	100413	8	202	1640	0	18	1	1	15.91	12.79	1
"R3"	100413	8	199	1656	0	15	1	0	3.11	14.54	0
"R3"	100413	8	204	1656	0	20	1	1	3.11	14.54	1
"R3"	100413	8	207	1672	0	20	1	1	13.31	10.5	1
"R3"	100413	8	209	1672	1	18	1	0	13.31	15.75	0
"R3"	100413	9	199	1561	0	15	0		0	15	0
"R3"	100413	9	205	1561	0	15	0		0	15	1
"R3"	100413	9	201	1577	0	15	0		0	15	0
"R3"	100413	9	207	1577	0	15	0		0	15	1
"R3"	100413	9	200	1593	0	15	0		0	15	1
"R3"	100413	9	208	1593	1	15	0		0	15	0
"R3"	100413	9	196	1609	0	15	0		0	15	1
"R3"	100413	9	198	1609	0	15	0		0	15	0
"R3"	100413	9	202	1625	0	20	1	1	37.32	6.88	1
"R3"	100413	9	210	1625	1	20	1	0	37.32	13.77	0
"R3"	100413	9	203	1641	0	15	1	1	.24	9.97	0
"R3"	100413	9	204	1641	0	20	1	0	.24	19.95	1
"R3"	100413	9	195	1657	0	15	0		0	15	0
"R3"	100413	9	206	1657	0	15	0		0	15	0
"R3"	100413	9	197	1673	0	18	1	1	150.16	2.67	0
"R3"	100413	9	209	1673	1	18	1	0	150.16	4	0
"R3"	100413	10	201	1562	0	18	1	1	211.25	1.2	0
"R3"	100413	10	210	1562	1	20	1	0	211.25	2.41	0
"R3"	100413	10	197	1578	0	15	0		0	15	0
"R3"	100413	10	207	1578	0	15	0		0	15	1
"R3"	100413	10	198	1594	0	15	1	0	1.01	14.84	0
"R3"	100413	10	204	1594	0	20	1	1	1.01	14.84	1
"R3"	100413	10	196	1610	0	15	1	1	.23	9.97	1
"R3"	100413	10	202	1610	0	20	1	0	.23	19.95	1
"R3"	100413	10	199	1626	0	15	1	1	51.62	7.16	0
"R3"	100413	10	209	1626	1	18	1	0	51.62	10.74	0
"R3"	100413	10	195	1642	0	15	0		0	15	0
"R3"	100413	10	206	1642	0	15	0		0	15	0
"R3"	100413	10	205	1658	0	15	0		0	15	1
"R3"	100413	10	208	1658	1	15	0		0	15	0
"R3"	100413	10	200	1674	0	15	0		0	15	1
"R3"	100413	10	203	1674	0	15	0		0	15	0
"R3"	100413	11	196	1563	0	15	0		0	15	1
"R3"	100413	11	198	1563	0	15	0		0	15	0
"R3"	100413	11	202	1579	0	20	1	1	61.91	5.38	1
"R3"	100413	11	210	1579	1	20	1	0	61.91	10.76	0
"R3"	100413	11	203	1595	0	15	0		0	15	0
"R3"	100413	11	205	1595	0	15	0		0	15	1
"R3"	100413	11	195	1611	0	15	0		0	15	0
"R3"	100413	11	201	1611	0	15	0		0	15	0
"R3"	100413	11	200	1627	0	15	0		0	15	1
"R3"	100413	11	206	1627	0	15	0		0	15	0
"R3"	100413	11	197	1643	0	15	1	1	.23	9.97	0
"R3"	100413	11	204	1643	0	20	1	0	.23	19.95	1
"R3"	100413	11	199	1659	0	15	0		0	15	0
"R3"	100413	11	208	1659	1	15	0		0	15	0
"R3"	100413	11	207	1675	0	15	1	1	.29	11.96	1
"R3"	100413	11	209	1675	1	18	1	0	.29	17.94	0
"R3"	100413	12	204	1564	0	20	1	1	1.58	9.84	1
"R3"	100413	12	207	1564	0	20	1	0	1.58	19.68	1
"R3"	100413	12	205	1580	0	15	1	1	5.33	9.48	1
"R3"	100413	12	210	1580	1	20	1	0	5.33	18.96	0
"R3"	100413	12	206	1596	0	15	0		0	15	0
"R3"	100413	12	208	1596	1	15	0		0	15	0
"R3"	100413	12	200	1612	0	15	0		0	15	1
"R3"	100413	12	203	1612	0	15	0		0	15	0
"R3"	100413	12	198	1628	0	15	1	1	366	.3	0
"R3"	100413	12	209	1628	1	18	1	0	366	.46	0
"R3"	100413	12	195	1644	0	15	1	0	.24	14.96	0
"R3"	100413	12	197	1644	0	20	1	1	.24	14.96	0
"R3"	100413	12	196	1660	0	15	1	1	.8	9.92	1
"R3"	100413	12	202	1660	0	20	1	0	.8	19.84	1
"R3"	100413	12	199	1676	0	15	0		0	15	0
"R3"	100413	12	201	1676	0	15	0		0	15	0
"R3"	100413	13	200	1565	0	15	0		0	15	1
"R3"	100413	13	201	1565	0	15	0		0	15	0
"R3"	100413	13	195	1581	0	15	1	0	9.39	13.65	0
"R3"	100413	13	202	1581	0	20	1	1	9.39	13.65	1
"R3"	100413	13	198	1597	0	15	0		0	15	0
"R3"	100413	13	206	1597	0	15	0		0	15	0
"R3"	100413	13	196	1613	0	15	0		0	15	1
"R3"	100413	13	208	1613	1	15	0		0	15	0
"R3"	100413	13	197	1629	0	20	1	0	.63	19.87	0
"R3"	100413	13	204	1629	0	20	1	1	.63	9.93	1
"R3"	100413	13	203	1645	0	15	0		0	15	0
"R3"	100413	13	205	1645	0	15	0		0	15	1
"R3"	100413	13	207	1661	0	20	1	1	10.24	9.02	1
"R3"	100413	13	210	1661	1	20	1	0	10.24	18.05	0
"R3"	100413	13	199	1677	0	15	1	1	2.84	11.66	0
"R3"	100413	13	209	1677	1	18	1	0	2.84	17.49	0
"R3"	100413	14	195	1566	0	15	0		0	15	0
"R3"	100413	14	208	1566	1	15	0		0	15	0
"R3"	100413	14	207	1582	0	15	1	1	2.46	11.7	1
"R3"	100413	14	209	1582	1	18	1	0	2.46	17.56	0
"R3"	100413	14	200	1598	0	15	1	1	.25	9.97	1
"R3"	100413	14	204	1598	0	20	1	0	.25	19.95	1
"R3"	100413	14	199	1614	0	15	0		0	15	0
"R3"	100413	14	206	1614	0	15	0		0	15	0
"R3"	100413	14	197	1630	0	15	1	1	1.65	9.83	0
"R3"	100413	14	210	1630	1	20	1	0	1.65	19.67	0
"R3"	100413	14	196	1646	0	15	0		0	15	1
"R3"	100413	14	203	1646	0	15	0		0	15	0
"R3"	100413	14	201	1662	0	15	0		0	15	0
"R3"	100413	14	205	1662	0	15	0		0	15	1
"R3"	100413	14	198	1678	0	15	1	1	10.11	9.03	0
"R3"	100413	14	202	1678	0	20	1	0	10.11	18.07	1
"R3"	100413	15	203	1567	0	20	1	1	3.75	11.55	0
"R3"	100413	15	209	1567	1	18	1	0	3.75	17.33	0
"R3"	100413	15	198	1583	0	15	0		0	15	0
"R3"	100413	15	199	1583	0	15	0		0	15	0
"R3"	100413	15	206	1599	0	15	1	1	.34	9.96	0
"R3"	100413	15	210	1599	1	20	1	0	.34	19.93	0
"R3"	100413	15	195	1615	0	15	0		0	15	0
"R3"	100413	15	200	1615	0	15	0		0	15	1
"R3"	100413	15	197	1631	0	20	1	1	.44	9.95	0
"R3"	100413	15	202	1631	0	20	1	0	.44	19.91	1
"R3"	100413	15	196	1647	0	15	0		0	15	1
"R3"	100413	15	205	1647	0	15	0		0	15	1
"R3"	100413	15	204	1663	0	20	1	1	1.07	9.89	1
"R3"	100413	15	207	1663	0	20	1	0	1.07	19.78	1
"R3"	100413	15	201	1679	0	15	0		0	15	0
"R3"	100413	15	208	1679	1	15	0		0	15	0
"R3"	112206	1	373	2945	0	15	0		0	15	1
"R3"	112206	1	379	2945	0	15	0		0	15	1
"R3"	112206	1	374	2961	0	18	1	1	8.58	13.76	0
"R3"	112206	1	381	2961	1	15	1	0	8.58	13.76	1
"R3"	112206	1	378	2977	0	18	1	1	1.69	9.83	1
"R3"	112206	1	384	2977	1	20	1	0	1.69	19.66	0
"R3"	112206	1	380	2993	0	15	0		0	15	0
"R3"	112206	1	383	2993	0	15	0		0	15	0
"R3"	112206	1	369	3009	0	20	1	1	.32	9.96	1
"R3"	112206	1	377	3009	0	20	1	0	.32	19.93	0
"R3"	112206	1	371	3025	0	20	1	0	1.42	19.71	0
"R3"	112206	1	376	3025	0	15	1	1	1.42	9.85	1
"R3"	112206	1	370	3041	0	20	1	1	3.61	11.57	0
"R3"	112206	1	375	3041	0	18	1	0	3.61	17.36	0
"R3"	112206	1	372	3057	0	20	1	1	31.1	8.79	1
"R3"	112206	1	382	3057	1	18	1	0	31.1	13.18	1
"R3"	112206	2	371	2946	0	20	1	1	1.21	9.87	0
"R3"	112206	2	377	2946	0	20	1	0	1.21	19.75	0
"R3"	112206	2	369	2962	0	15	1	1	.21	9.97	1
"R3"	112206	2	383	2962	0	20	1	0	.21	19.95	0
"R3"	112206	2	370	2978	0	15	0		0	15	0
"R3"	112206	2	381	2978	1	15	0		0	15	1
"R3"	112206	2	374	2994	0	18	1	0	2.09	17.62	0
"R3"	112206	2	376	2994	0	15	1	1	2.09	11.75	1
"R3"	112206	2	378	3010	0	15	0		0	15	1
"R3"	112206	2	380	3010	0	15	0		0	15	0
"R3"	112206	2	375	3026	0	20	1	0	1.25	19.75	0
"R3"	112206	2	379	3026	0	15	1	1	1.25	9.87	1
"R3"	112206	2	373	3042	0	20	1	1	9.68	9.07	1
"R3"	112206	2	384	3042	1	20	1	0	9.68	18.15	0
"R3"	112206	2	372	3058	0	18	1	1	59.24	6.63	1
"R3"	112206	2	382	3058	1	18	1	0	59.24	9.95	1
"R3"	112206	3	374	2947	0	20	1	0	21.83	16.07	0
"R3"	112206	3	376	2947	0	15	1	1	21.83	8.03	1
"R3"	112206	3	371	2963	0	20	1	0	1.01	19.79	0
"R3"	112206	3	383	2963	0	15	1	1	1.01	9.89	0
"R3"	112206	3	372	2979	0	20	1	0	.21	19.95	1
"R3"	112206	3	375	2979	0	20	1	1	.21	9.97	0
"R3"	112206	3	369	2995	0	18	1	1	.78	14.88	1
"R3"	112206	3	380	2995	0	15	1	0	.78	14.88	0
"R3"	112206	3	377	3011	0	20	1	1	56.06	8.56	0
"R3"	112206	3	381	3011	1	15	1	0	56.06	8.56	1
"R3"	112206	3	370	3027	0	18	1	1	.24	14.96	0
"R3"	112206	3	379	3027	0	15	1	0	.24	14.96	1
"R3"	112206	3	373	3043	0	15	1	1	1.22	11.85	1
"R3"	112206	3	382	3043	1	18	1	0	1.22	17.78	1
"R3"	112206	3	378	3059	0	20	1	1	32.36	7.23	1
"R3"	112206	3	384	3059	1	20	1	0	32.36	14.47	0
"R3"	112206	4	371	2948	0	20	1	1	11.61	8.9	0
"R3"	112206	4	377	2948	0	20	1	0	11.61	17.8	0
"R3"	112206	4	370	2964	0	15	0		0	15	0
"R3"	112206	4	379	2964	0	15	0		0	15	1
"R3"	112206	4	373	2980	0	20	1	1	1.28	14.8	1
"R3"	112206	4	381	2980	1	15	1	0	1.28	14.8	1
"R3"	112206	4	374	2996	0	18	1	0	6.47	16.87	0
"R3"	112206	4	380	2996	0	15	1	1	6.47	11.24	0
"R3"	112206	4	376	3012	0	20	1	0	5.45	18.93	1
"R3"	112206	4	383	3012	0	20	1	1	5.45	9.46	0
"R3"	112206	4	375	3028	0	20	1	1	171.62	1.79	0
"R3"	112206	4	384	3028	1	20	1	0	171.62	3.59	0
"R3"	112206	4	378	3044	0	15	1	1	.22	11.97	1
"R3"	112206	4	382	3044	1	18	1	0	.22	17.96	1
"R3"	112206	4	369	3060	0	20	1	1	2.41	9.76	1
"R3"	112206	4	372	3060	0	20	1	0	2.41	19.52	1
"R3"	112206	5	376	2949	0	20	1	0	9.73	18.14	1
"R3"	112206	5	383	2949	0	20	1	1	9.73	9.07	0
"R3"	112206	5	381	2965	1	15	1		0	0	1
"R3"	112206	5	384	2965	1	20	1		0	0	0
"R3"	112206	5	370	2981	0	18	1	1	.67	9.93	0
"R3"	112206	5	372	2981	0	20	1	0	.67	19.86	1
"R3"	112206	5	369	2997	0	15	1	1	.8100001	9.91	1
"R3"	112206	5	377	2997	0	20	1	0	.8100001	19.83	0
"R3"	112206	5	371	3013	0	15	0		0	15	0
"R3"	112206	5	373	3013	0	15	0		0	15	1
"R3"	112206	5	375	3029	0	15	0		0	15	0
"R3"	112206	5	378	3029	0	15	0		0	15	1
"R3"	112206	5	374	3045	0	18	1	0	.27	17.95	0
"R3"	112206	5	379	3045	0	15	1	1	.27	11.96	1
"R3"	112206	5	380	3061	0	15	1	1	.46	11.94	0
"R3"	112206	5	382	3061	1	18	1	0	.46	17.91	1
"R3"	112206	6	371	2950	0	15	0		0	15	0
"R3"	112206	6	379	2950	0	15	0		0	15	1
"R3"	112206	6	382	2966	1	18	1		0	0	1
"R3"	112206	6	384	2966	1	20	1		0	0	0
"R3"	112206	6	374	2982	0	18	1	1	10.36	9.01	0
"R3"	112206	6	377	2982	0	20	1	0	10.36	18.03	0
"R3"	112206	6	380	2998	0	20	1	1	.42	14.93	0
"R3"	112206	6	381	2998	1	15	1	0	.42	14.93	1
"R3"	112206	6	372	3014	0	20	1	0	2.5	19.5	1
"R3"	112206	6	383	3014	0	15	1	1	2.5	9.75	0
"R3"	112206	6	370	3030	0	20	1	0	22.21	16.01	0
"R3"	112206	6	376	3030	0	20	1	1	22.21	8	1
"R3"	112206	6	369	3046	0	15	0		0	15	1
"R3"	112206	6	378	3046	0	15	0		0	15	1
"R3"	112206	6	373	3062	0	20	1	1	9.99	13.57	1
"R3"	112206	6	375	3062	0	15	1	0	9.99	13.57	0
"R3"	112206	7	374	2951	0	20	1	1	16.26	8.49	0
"R3"	112206	7	384	2951	1	20	1	0	16.26	16.99	0
"R3"	112206	7	370	2967	0	20	1	1	24.61	7.81	0
"R3"	112206	7	377	2967	0	20	1	0	24.61	15.63	0
