* Dictionary *
treatment:	treatment indicator: C0, U1, U2, R3, R4, R0
date:		session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
period:		period #
id:			id #, constant through session
group:		identifies subjects that were grouped together for a period
robot:		= 0 if human subject, = 1 o/w
demand:		= amount demanded (in points, out of 30)
stage_2:	= 1 if there was a stage 2 (demands were incompatible), 0 o/w
accepted:	= 1 if subject conceded to the other player's demand in stage 2, = 0 o/w; set to missing if stage_2 == 0
delay:		= time (in seconds) to concession in stage 2; set to 0 if stage_2 == 0
points:		= points obtained in that period
wonlottery:	= 1 if subject won the lottery at the end of the experiment
**************

treatment	date	period	id	group	robot	demand	stage_2	accepted	delay	points	wonlottery
"R3"	112206	7	379	2983	0	15	1	1	.25	11.97	1
"R3"	112206	7	382	2983	1	18	1	0	.25	17.95	1
"R3"	112206	7	375	2999	0	18	1	0	11.26	16.08	0
"R3"	112206	7	383	2999	0	20	1	1	11.26	10.72	0
"R3"	112206	7	372	3015	0	20	1	1	4.77	14.3	1
"R3"	112206	7	378	3015	0	15	1	0	4.77	14.3	1
"R3"	112206	7	371	3031	0	15	1	0	29.38	11.18	0
"R3"	112206	7	376	3031	0	20	1	1	29.38	11.18	1
"R3"	112206	7	369	3047	0	15	0		0	15	1
"R3"	112206	7	380	3047	0	15	0		0	15	0
"R3"	112206	7	373	3063	0	15	0		0	15	1
"R3"	112206	7	381	3063	1	15	0		0	15	1
"R3"	112206	8	374	2952	0	20	1	1	28.98	11.22	0
"R3"	112206	8	375	2952	0	15	1	0	28.98	11.22	0
"R3"	112206	8	372	2968	0	20	1	0	21.96	16.05	1
"R3"	112206	8	376	2968	0	20	1	1	21.96	8.02	1
"R3"	112206	8	373	2984	0	20	1	1	1.28	14.8	1
"R3"	112206	8	378	2984	0	15	1	0	1.28	14.8	1
"R3"	112206	8	377	3000	0	20	1	0	.88	19.82	0
"R3"	112206	8	380	3000	0	15	1	1	.88	9.91	0
"R3"	112206	8	369	3016	0	15	1	1	.54	9.94	1
"R3"	112206	8	371	3016	0	20	1	0	.54	19.89	0
"R3"	112206	8	379	3032	0	15	1	1	.24	11.97	1
"R3"	112206	8	382	3032	1	18	1	0	.24	17.95	1
"R3"	112206	8	370	3048	0	18	1	1	30.23	7.39	0
"R3"	112206	8	384	3048	1	20	1	0	30.23	14.78	0
"R3"	112206	8	381	3064	1	15	1	0	14.68	12.95	1
"R3"	112206	8	383	3064	0	20	1	1	14.68	12.95	0
"R3"	112206	9	373	2953	0	15	0		0	15	1
"R3"	112206	9	381	2953	1	15	0		0	15	1
"R3"	112206	9	380	2969	0	15	1	1	10.17	10.83	0
"R3"	112206	9	382	2969	1	18	1	0	10.17	16.25	1
"R3"	112206	9	371	2985	0	20	1	0	34.91	14.1	0
"R3"	112206	9	377	2985	0	20	1	1	34.91	7.05	0
"R3"	112206	9	375	3001	0	18	1	0	8.07	16.6	0
"R3"	112206	9	383	3001	0	20	1	1	8.07	11.06	0
"R3"	112206	9	372	3017	0	20	1	1	1.05	14.84	1
"R3"	112206	9	379	3017	0	15	1	0	1.05	14.84	1
"R3"	112206	9	369	3033	0	15	1	1	2.59	9.74	1
"R3"	112206	9	376	3033	0	20	1	0	2.59	19.48	1
"R3"	112206	9	370	3049	0	20	1	1	41.15	9.93	0
"R3"	112206	9	378	3049	0	15	1	0	41.15	9.93	1
"R3"	112206	9	374	3065	0	18	1	1	32.15	7.25	0
"R3"	112206	9	384	3065	1	20	1	0	32.15	14.5	0
"R3"	112206	10	376	2954	0	20	1	0	.61	19.87	1
"R3"	112206	10	380	2954	0	15	1	1	.61	9.93	0
"R3"	112206	10	369	2970	0	18	1	1	.3	14.95	1
"R3"	112206	10	375	2970	0	15	1	0	.3	14.95	0
"R3"	112206	10	378	2986	0	15	1	1	19.5	8.22	1
"R3"	112206	10	384	2986	1	20	1	0	19.5	16.45	0
"R3"	112206	10	374	3002	0	20	1	1	43.24	7.78	0
"R3"	112206	10	382	3002	1	18	1	0	43.24	11.68	1
"R3"	112206	10	379	3018	0	15	0		0	15	1
"R3"	112206	10	383	3018	0	15	0		0	15	0
"R3"	112206	10	377	3034	0	20	1	1	40.73	9.98	0
"R3"	112206	10	381	3034	1	15	1	0	40.73	9.98	1
"R3"	112206	10	370	3050	0	20	1	0	35.62	14	0
"R3"	112206	10	373	3050	0	20	1	1	35.62	7	1
"R3"	112206	10	371	3066	0	15	1	0	.25	14.96	0
"R3"	112206	10	372	3066	0	20	1	1	.25	14.96	1
"R3"	112206	11	375	2955	0	15	1	0	9.16	13.68	0
"R3"	112206	11	376	2955	0	20	1	1	9.16	13.68	1
"R3"	112206	11	370	2971	0	15	1	0	14.25	13	0
"R3"	112206	11	372	2971	0	20	1	1	14.25	13	1
"R3"	112206	11	371	2987	0	20	1	1	77.9	5.5	0
"R3"	112206	11	382	2987	1	18	1	0	77.9	8.25	1
"R3"	112206	11	374	3003	0	18	1	1	57.53	5.62	0
"R3"	112206	11	384	3003	1	20	1	0	57.53	11.25	0
"R3"	112206	11	373	3019	0	15	1	0	1.5	14.77	1
"R3"	112206	11	383	3019	0	20	1	1	1.5	14.77	0
"R3"	112206	11	369	3035	0	18	1	1	.23	14.96	1
"R3"	112206	11	381	3035	1	15	1	0	.23	14.96	1
"R3"	112206	11	379	3051	0	15	1	1	.31	9.96	1
"R3"	112206	11	380	3051	0	20	1	0	.31	19.93	0
"R3"	112206	11	377	3067	0	20	1	0	1.01	19.79	0
"R3"	112206	11	378	3067	0	15	1	1	1.01	9.89	1
"R3"	112206	12	375	2956	0	15	1	0	10.11	13.55	0
"R3"	112206	12	376	2956	0	20	1	1	10.11	13.55	1
"R3"	112206	12	378	2972	0	20	1	1	78.23	6.86	1
"R3"	112206	12	381	2972	1	15	1	0	78.23	6.86	1
"R3"	112206	12	370	2988	0	18	1	1	92.49001	3.96	0
"R3"	112206	12	384	2988	1	20	1	0	92.49001	7.93	0
"R3"	112206	12	369	3004	0	20	1	1	.21	9.97	1
"R3"	112206	12	371	3004	0	20	1	0	.21	19.95	0
"R3"	112206	12	382	3020	1	18	1	0	6.83	16.81	1
"R3"	112206	12	383	3020	0	20	1	1	6.83	11.2	0
"R3"	112206	12	373	3036	0	20	1	1	.14	14.97	1
"R3"	112206	12	379	3036	0	15	1	0	.14	14.97	1
"R3"	112206	12	372	3052	0	20	1	0	.95	19.81	1
"R3"	112206	12	380	3052	0	20	1	1	.95	9.9	0
"R3"	112206	12	374	3068	0	18	1	0	57.25	10.15	0
"R3"	112206	12	377	3068	0	20	1	1	57.25	6.76	0
"R3"	112206	13	378	2957	0	15	1	1	.16	9.98	1
"R3"	112206	13	384	2957	1	20	1	0	.16	19.96	0
"R3"	112206	13	380	2973	0	15	0		0	15	0
"R3"	112206	13	381	2973	1	15	0		0	15	1
"R3"	112206	13	371	2989	0	20	1	0	1.48	19.7	0
"R3"	112206	13	383	2989	0	15	1	1	1.48	9.85	0
"R3"	112206	13	375	3005	0	18	1	0	16.3	15.29	0
"R3"	112206	13	376	3005	0	20	1	1	16.3	10.19	1
"R3"	112206	13	370	3021	0	15	1	0	31.33	10.96	0
"R3"	112206	13	377	3021	0	20	1	1	31.33	10.96	0
"R3"	112206	13	374	3037	0	15	0		0	15	0
"R3"	112206	13	379	3037	0	15	0		0	15	1
"R3"	112206	13	373	3053	0	15	1	1	19.96	9.82	1
"R3"	112206	13	382	3053	1	18	1	0	19.96	14.74	1
"R3"	112206	13	369	3069	0	18	1	1	.41	9.95	1
"R3"	112206	13	372	3069	0	20	1	0	.41	19.91	1
"R3"	112206	14	378	2958	0	20	1	1	.09	14.98	1
"R3"	112206	14	381	2958	1	15	1	0	.09	14.98	1
"R3"	112206	14	372	2974	0	20	1	1	120.04	3.61	1
"R3"	112206	14	382	2974	1	18	1	0	120.04	5.41	1
"R3"	112206	14	370	2990	0	15	1	0	28.07	11.32	0
"R3"	112206	14	374	2990	0	18	1	1	28.07	11.32	0
"R3"	112206	14	369	3006	0	15	1	1	.23	9.97	1
"R3"	112206	14	384	3006	1	20	1	0	.23	19.95	0
"R3"	112206	14	375	3022	0	15	1	1	1.04	11.87	0
"R3"	112206	14	383	3022	0	18	1	0	1.04	17.81	0
"R3"	112206	14	373	3038	0	18	1	0	21.42	14.52	1
"R3"	112206	14	376	3038	0	20	1	1	21.42	9.68	1
"R3"	112206	14	371	3054	0	20	1	0	1.87	19.62	0
"R3"	112206	14	379	3054	0	15	1	1	1.87	9.81	1
"R3"	112206	14	377	3070	0	20	1	0	.22	19.95	0
"R3"	112206	14	380	3070	0	15	1	1	.22	9.97	0
"R3"	112206	15	371	2959	0	20	1	1	27.95	9.07	0
"R3"	112206	15	382	2959	1	18	1	0	27.95	13.61	1
"R3"	112206	15	370	2975	0	15	1	0	.23	14.96	0
"R3"	112206	15	375	2975	0	20	1	1	.23	14.96	0
"R3"	112206	15	373	2991	0	15	0		0	15	1
"R3"	112206	15	381	2991	1	15	0		0	15	1
"R3"	112206	15	369	3007	0	15	1	1	1.05	9.89	1
"R3"	112206	15	377	3007	0	20	1	0	1.05	19.79	0
"R3"	112206	15	378	3023	0	15	0		0	15	1
"R3"	112206	15	379	3023	0	15	0		0	15	1
"R3"	112206	15	372	3039	0	20	1	0	.31	19.93	1
"R3"	112206	15	380	3039	0	15	1	1	.31	9.96	0
"R3"	112206	15	376	3055	0	20	1	1	26.72	7.65	1
"R3"	112206	15	384	3055	1	20	1	0	26.72	15.31	0
"R3"	112206	15	374	3071	0	18	1	0	2.61	17.53	0
"R3"	112206	15	383	3071	0	18	1	1	2.61	11.69	0
"R3"	112206	1	388	3073	0	20	1	1	6.18	9.4	0
"R3"	112206	1	390	3073	0	20	1	0	6.18	18.8	0
"R3"	112206	1	392	3089	0	15	0		0	15	1
"R3"	112206	1	393	3089	0	15	0		0	15	1
"R3"	112206	1	385	3105	0	15	1	0	6.34	14.07	1
"R3"	112206	1	387	3105	0	20	1	1	6.34	14.07	1
"R3"	112206	1	386	3121	0	20	1	0	16.07	17.03	0
"R3"	112206	1	397	3121	0	20	1	1	16.07	8.51	1
"R3"	112206	1	394	3137	0	15	0		0	15	0
"R3"	112206	1	398	3137	1	15	0		0	15	0
"R3"	112206	1	389	3153	0	15	1	1	.76	11.9	0
"R3"	112206	1	399	3153	1	18	1	0	.76	17.86	0
"R3"	112206	1	395	3169	0	18	1	1	3.63	14.46	1
"R3"	112206	1	396	3169	0	15	1	0	3.63	14.46	0
"R3"	112206	1	391	3185	0	15	1	1	2.42	9.76	0
"R3"	112206	1	400	3185	1	20	1	0	2.42	19.52	1
"R3"	112206	2	394	3074	0	18	1	1	7.78	9.25	0
"R3"	112206	2	397	3074	0	20	1	0	7.78	18.5	1
"R3"	112206	2	399	3090	1	18	1		0	0	0
"R3"	112206	2	400	3090	1	20	1		0	0	1
"R3"	112206	2	389	3106	0	20	1	0	25.53	15.49	0
"R3"	112206	2	390	3106	0	20	1	1	25.53	7.74	0
"R3"	112206	2	388	3122	0	15	0		0	15	0
"R3"	112206	2	393	3122	0	15	0		0	15	1
"R3"	112206	2	386	3138	0	20	1	0	.45	19.91	0
"R3"	112206	2	391	3138	0	20	1	1	.45	9.95	0
"R3"	112206	2	387	3154	0	18	1	1	3.05	14.54	1
"R3"	112206	2	396	3154	0	15	1	0	3.05	14.54	0
"R3"	112206	2	392	3170	0	15	0		0	15	1
"R3"	112206	2	395	3170	0	15	0		0	15	1
"R3"	112206	2	385	3186	0	15	0		0	15	1
"R3"	112206	2	398	3186	1	15	0		0	15	0
"R3"	112206	3	389	3075	0	15	1	1	9.89	9.05	0
"R3"	112206	3	400	3075	1	20	1	0	9.89	18.11	1
"R3"	112206	3	388	3091	0	18	1	1	2.01	11.76	0
"R3"	112206	3	396	3091	0	18	1	0	2.01	17.64	0
"R3"	112206	3	392	3107	0	15	1	1	9.36	9.1	1
"R3"	112206	3	394	3107	0	20	1	0	9.36	18.21	0
"R3"	112206	3	386	3123	0	20	1	1	31.52	8.75	0
"R3"	112206	3	399	3123	1	18	1	0	31.52	13.13	0
"R3"	112206	3	391	3139	0	18	1	0	1.32	17.76	0
"R3"	112206	3	393	3139	0	20	1	1	1.32	11.84	1
"R3"	112206	3	387	3155	0	15	0		0	15	1
"R3"	112206	3	398	3155	1	15	0		0	15	0
"R3"	112206	3	390	3171	0	20	1	0	9.11	18.25	0
"R3"	112206	3	395	3171	0	20	1	1	9.11	9.12	1
"R3"	112206	3	385	3187	0	15	1	1	9.9	9.05	1
"R3"	112206	3	397	3187	0	20	1	0	9.9	18.11	1
"R3"	112206	4	392	3076	0	18	1	0	23.74	14.19	1
"R3"	112206	4	395	3076	0	15	1	1	23.74	9.46	1
"R3"	112206	4	386	3092	0	20	1	0	17.73	16.75	0
"R3"	112206	4	391	3092	0	20	1	1	17.73	8.37	0
"R3"	112206	4	387	3108	0	20	1	1	.22	9.97	1
"R3"	112206	4	400	3108	1	20	1	0	.22	19.95	1
"R3"	112206	4	390	3124	0	18	1	1	29.9	7.41	0
"R3"	112206	4	397	3124	0	20	1	0	29.9	14.83	1
"R3"	112206	4	393	3140	0	20	1	0	1.28	19.74	1
"R3"	112206	4	394	3140	0	20	1	1	1.28	9.87	0
"R3"	112206	4	385	3156	0	15	1	0	2.68	14.6	1
"R3"	112206	4	389	3156	0	20	1	1	2.68	14.6	0
"R3"	112206	4	396	3172	0	15	0		0	15	0
"R3"	112206	4	398	3172	1	15	0		0	15	0
"R3"	112206	4	388	3188	0	15	1	1	87.50999	5	0
"R3"	112206	4	399	3188	1	18	1	0	87.50999	7.5	0
"R3"	112206	5	385	3077	0	15	0		0	15	1
"R3"	112206	5	391	3077	0	15	0		0	15	0
"R3"	112206	5	395	3093	0	18	1	1	.53	9.94	1
"R3"	112206	5	400	3093	1	20	1	0	.53	19.89	1
"R3"	112206	5	389	3109	0	15	0		0	15	0
"R3"	112206	5	392	3109	0	15	0		0	15	1
"R3"	112206	5	390	3125	0	20	1	0	11.87	17.76	0
"R3"	112206	5	394	3125	0	18	1	1	11.87	8.88	0
"R3"	112206	5	386	3141	0	20	1	1	23.96	11.8	0
"R3"	112206	5	388	3141	0	15	1	0	23.96	11.8	0
"R3"	112206	5	397	3157	0	20	1	1	40.4	8.01	1
"R3"	112206	5	399	3157	1	18	1	0	40.4	12.01	0
"R3"	112206	5	387	3173	0	15	0		0	15	1
"R3"	112206	5	398	3173	1	15	0		0	15	0
"R3"	112206	5	393	3189	0	18	1	0	8.54	16.52	1
"R3"	112206	5	396	3189	0	15	1	1	8.54	11.01	0
"R3"	112206	6	386	3078	0	20	1	0	2.28	19.54	0
"R3"	112206	6	396	3078	0	20	1	1	2.28	9.77	0
"R3"	112206	6	390	3094	0	20	1	0	10.95	17.92	0
"R3"	112206	6	393	3094	0	15	1	1	10.95	8.96	1
"R3"	112206	6	388	3110	0	20	1	1	40.66	7.99	0
"R3"	112206	6	399	3110	1	18	1	0	40.66	11.98	0
"R3"	112206	6	392	3126	0	15	1	0	40.31	10.02	1
"R3"	112206	6	397	3126	0	20	1	1	40.31	10.02	1
"R3"	112206	6	385	3142	0	15	1	1	10.03	9.04	1
"R3"	112206	6	400	3142	1	20	1	0	10.03	18.09	1
"R3"	112206	6	391	3158	0	15	1	1	8.96	9.14	0
"R3"	112206	6	395	3158	0	20	1	0	8.96	18.28	1
"R3"	112206	6	387	3174	0	15	0		0	15	1
"R3"	112206	6	394	3174	0	15	0		0	15	0
"R3"	112206	6	389	3190	0	15	0		0	15	0
"R3"	112206	6	398	3190	1	15	0		0	15	0
"R3"	112206	7	397	3079	0	20	1	1	555.24	.03	1
"R3"	112206	7	400	3079	1	20	1	0	555.24	.07	1
"R3"	112206	7	388	3095	0	18	1	1	50.08	9.09	0
"R3"	112206	7	398	3095	1	15	1	0	50.08	9.09	0
"R3"	112206	7	389	3111	0	15	1	1	.3	9.97	0
"R3"	112206	7	390	3111	0	20	1	0	.3	19.94	0
"R3"	112206	7	392	3127	0	20	1	0	5.37	18.95	1
"R3"	112206	7	393	3127	0	20	1	1	5.37	9.47	1
"R3"	112206	7	386	3143	0	20	1	0	9.780001	18.13	0
"R3"	112206	7	396	3143	0	18	1	1	9.780001	9.06	0
"R3"	112206	7	394	3159	0	18	1	1	6.87	11.2	0
"R3"	112206	7	399	3159	1	18	1	0	6.87	16.8	0
"R3"	112206	7	385	3175	0	15	0		0	15	1
"R3"	112206	7	395	3175	0	15	0		0	15	1
"R3"	112206	7	387	3191	0	15	1	1	7.43	9.28	1
"R3"	112206	7	391	3191	0	20	1	0	7.43	18.56	0
"R3"	112206	8	385	3080	0	15	0		0	15	1
"R3"	112206	8	388	3080	0	15	0		0	15	0
"R3"	112206	8	392	3096	0	15	1	1	.26	11.96	1
"R3"	112206	8	399	3096	1	18	1	0	.26	17.95	0
"R3"	112206	8	386	3112	0	20	1	0	29.94	14.82	0
"R3"	112206	8	391	3112	0	20	1	1	29.94	7.41	0
"R3"	112206	8	396	3128	0	15	1	1	3.31	9.67	0
"R3"	112206	8	397	3128	0	20	1	0	3.31	19.34	1
"R3"	112206	8	389	3144	0	15	1	1	.25	9.97	0
"R3"	112206	8	400	3144	1	20	1	0	.25	19.95	1
"R3"	112206	8	393	3160	0	20	1	1	.16	14.97	1
"R3"	112206	8	398	3160	1	15	1	0	.16	14.97	0
"R3"	112206	8	394	3176	0	15	1	1	2.27	9.77	0
"R3"	112206	8	395	3176	0	20	1	0	2.27	19.55	1
"R3"	112206	8	387	3192	0	15	1	1	.14	9.98	1
"R3"	112206	8	390	3192	0	20	1	0	.14	19.97	0
"R3"	112206	9	393	3081	0	15	1	1	5.24	9.48	1
"R3"	112206	9	397	3081	0	20	1	0	5.24	18.97	1
"R3"	112206	9	385	3097	0	15	1	0	.11	14.98	1
"R3"	112206	9	387	3097	0	20	1	1	.11	14.98	1
"R3"	112206	9	390	3113	0	20	1	0	1.07	19.78	0
"R3"	112206	9	394	3113	0	18	1	1	1.07	9.89	0
"R3"	112206	9	392	3129	0	18	1	1	23.05	11.91	1
"R3"	112206	9	398	3129	1	15	1	0	23.05	11.91	0
"R3"	112206	9	391	3145	0	15	1	1	5.38	9.47	0
"R3"	112206	9	400	3145	1	20	1	0	5.38	18.95	1
"R3"	112206	9	388	3161	0	15	1	1	21.8	9.64	0
"R3"	112206	9	399	3161	1	18	1	0	21.8	14.47	0
"R3"	112206	9	386	3177	0	20	1	0	6.14	18.8	0
"R3"	112206	9	396	3177	0	18	1	1	6.14	9.4	0
"R3"	112206	9	389	3193	0	15	1	1	.25	9.97	0
"R3"	112206	9	395	3193	0	20	1	0	.25	19.95	1
"R3"	112206	10	388	3082	0	15	1	0	16.29	12.74	0
"R3"	112206	10	396	3082	0	20	1	1	16.29	12.74	0
"R3"	112206	10	387	3098	0	15	1	1	.01	9.99	1
"R3"	112206	10	397	3098	0	20	1	0	.01	19.99	1
"R3"	112206	10	391	3114	0	20	1	1	9.41	9.1	0
"R3"	112206	10	400	3114	1	20	1	0	9.41	18.2	1
"R3"	112206	10	393	3130	0	20	1	1	.23	14.96	1
"R3"	112206	10	398	3130	1	15	1	0	.23	14.96	0
"R3"	112206	10	386	3146	0	20	1	0	14.05	17.37	0
"R3"	112206	10	395	3146	0	20	1	1	14.05	8.68	1
"R3"	112206	10	389	3162	0	15	0		0	15	0
"R3"	112206	10	392	3162	0	15	0		0	15	1
"R3"	112206	10	385	3178	0	15	1	1	4.03	11.52	1
"R3"	112206	10	399	3178	1	18	1	0	4.03	17.28	0
"R3"	112206	10	390	3194	0	20	1	0	1.72	19.65	0
"R3"	112206	10	394	3194	0	20	1	1	1.72	9.82	0
"R3"	112206	11	387	3083	0	15	0		0	15	1
"R3"	112206	11	392	3083	0	15	0		0	15	1
"R3"	112206	11	389	3099	0	15	1	1	.16	9.98	0
"R3"	112206	11	391	3099	0	20	1	0	.16	19.96	0
"R3"	112206	11	394	3115	0	15	1	1	.88	9.91	0
"R3"	112206	11	397	3115	0	20	1	0	.88	19.82	1
"R3"	112206	11	395	3131	0	18	1	1	20.73	9.75	1
"R3"	112206	11	399	3131	1	18	1	0	20.73	14.62	0
"R3"	112206	11	393	3147	0	20	1	1	3.13	14.53	1
"R3"	112206	11	398	3147	1	15	1	0	3.13	14.53	0
"R3"	112206	11	396	3163	0	20	1	1	10.93	8.96	0
"R3"	112206	11	400	3163	1	20	1	0	10.93	17.92	1
"R3"	112206	11	386	3179	0	20	1	1	41.11	9.94	0
"R3"	112206	11	388	3179	0	15	1	0	41.11	9.94	0
"R3"	112206	11	385	3195	0	15	1	1	9.83	9.06	1
"R3"	112206	11	390	3195	0	20	1	0	9.83	18.12	0
"R3"	112206	12	389	3084	0	15	1	1	.26	11.96	0
"R3"	112206	12	393	3084	0	18	1	0	.26	17.95	1
"R3"	112206	12	396	3100	0	20	1	0	10.68	17.97	0
"R3"	112206	12	397	3100	0	20	1	1	10.68	8.98	1
"R3"	112206	12	388	3116	0	20	1	0	1.86	19.63	0
"R3"	112206	12	394	3116	0	15	1	1	1.86	9.81	0
"R3"	112206	12	390	3132	0	20	1	1	48.11	7.41	0
"R3"	112206	12	399	3132	1	18	1	0	48.11	11.12	0
"R3"	112206	12	386	3148	0	20	1	0	.21	19.95	0
"R3"	112206	12	387	3148	0	15	1	1	.21	9.97	1
"R3"	112206	12	391	3164	0	20	1	1	9.59	9.08	0
"R3"	112206	12	400	3164	1	20	1	0	9.59	18.17	1
"R3"	112206	12	395	3180	0	15	0		0	15	1
"R3"	112206	12	398	3180	1	15	0		0	15	0
"R3"	112206	12	385	3196	0	20	1	1	.22	14.96	1
"R3"	112206	12	392	3196	0	15	1	0	.22	14.96	1
"R3"	112206	13	393	3085	0	15	1	0	6.19	14.09	1
"R3"	112206	13	394	3085	0	20	1	1	6.19	14.09	0
"R3"	112206	13	388	3101	0	18	1	1	48.76	7.36	0
"R3"	112206	13	399	3101	1	18	1	0	48.76	11.05	0
"R3"	112206	13	397	3117	0	20	1	1	10.59	8.99	1
"R3"	112206	13	400	3117	1	20	1	0	10.59	17.99	1
"R3"	112206	13	386	3133	0	20	1	1	29.89	8.89	0
"R3"	112206	13	395	3133	0	18	1	0	29.89	13.34	1
"R3"	112206	13	385	3149	0	15	0		0	15	1
"R3"	112206	13	389	3149	0	15	0		0	15	0
"R3"	112206	13	390	3165	0	20	1	1	19.36	12.35	0
"R3"	112206	13	398	3165	1	15	1	0	19.36	12.35	0
"R3"	112206	13	391	3181	0	20	1	0	9.98	18.1	0
"R3"	112206	13	392	3181	0	15	1	1	9.98	9.05	1
"R3"	112206	13	387	3197	0	15	1	1	.02	9.99	1
"R3"	112206	13	396	3197	0	20	1	0	.02	19.99	0
"R3"	112206	14	386	3086	0	20	1	0	10.78	17.95	0
"R3"	112206	14	397	3086	0	20	1	1	10.78	8.97	1
"R3"	112206	14	390	3102	0	20	1	0	23.71	15.77	0
"R3"	112206	14	393	3102	0	20	1	1	23.71	7.88	1
"R3"	112206	14	396	3118	0	20	1	1	5.34	14.22	0
"R3"	112206	14	398	3118	1	15	1	0	5.34	14.22	0
"R3"	112206	14	385	3134	0	15	1	1	25.43	7.75	1
"R3"	112206	14	395	3134	0	20	1	0	25.43	15.5	1
"R3"	112206	14	391	3150	0	20	1	0	10.6	17.98	0
"R3"	112206	14	392	3150	0	15	1	1	10.6	8.99	1
"R3"	112206	14	389	3166	0	15	1	1	.11	9.98	0
"R3"	112206	14	400	3166	1	20	1	0	.11	19.97	1
"R3"	112206	14	387	3182	0	15	0		0	15	1
"R3"	112206	14	394	3182	0	15	0		0	15	0
"R3"	112206	14	388	3198	0	15	1	1	59.54	6.61	0
"R3"	112206	14	399	3198	1	18	1	0	59.54	9.92	0
"R3"	112206	15	388	3087	0	20	1	1	59.79	6.59	0
"R3"	112206	15	399	3087	1	18	1	0	59.79	9.89	0
"R3"	112206	15	396	3103	0	20	1	1	.5	14.92	0
"R3"	112206	15	398	3103	1	15	1	0	.5	14.92	0
"R3"	112206	15	390	3119	0	20	1	1	6.2	9.39	0
"R3"	112206	15	397	3119	0	20	1	0	6.2	18.79	1
"R3"	112206	15	393	3135	0	15	0		0	15	1
"R3"	112206	15	395	3135	0	15	0		0	15	1
"R3"	112206	15	389	3151	0	15	1	1	.16	9.98	0
"R3"	112206	15	392	3151	0	20	1	0	.16	19.96	1
"R3"	112206	15	386	3167	0	20	1	0	21.21	16.17	0
"R3"	112206	15	391	3167	0	20	1	1	21.21	8.08	0
"R3"	112206	15	387	3183	0	15	1	1	3.52	9.65	1
"R3"	112206	15	400	3183	1	20	1	0	3.52	19.3	1
"R3"	112206	15	385	3199	0	15	1	0	2.7	14.6	1
"R3"	112206	15	394	3199	0	20	1	1	2.7	14.6	0
"R3"	112906	1	405	3201	0	15	0		0	15	0
"R3"	112906	1	411	3201	0	15	0		0	15	0
"R3"	112906	1	413	3217	0	15	1	0	7.79	13.87	0
"R3"	112906	1	414	3217	0	20	1	1	7.79	13.87	1
"R3"	112906	1	404	3233	0	20	1	0	.36	19.92	0
"R3"	112906	1	408	3233	0	15	1	1	.36	9.96	0
"R3"	112906	1	409	3249	0	15	1	1	2.65	9.73	1
"R3"	112906	1	410	3249	0	20	1	0	2.65	19.47	0
"R3"	112906	1	407	3265	0	20	1	0	7.39	18.57	0
"R3"	112906	1	415	3265	0	15	1	1	7.39	9.28	0
"R3"	112906	1	401	3281	1	15	0		0	15	1
"R3"	112906	1	406	3281	0	15	0		0	15	0
"R3"	112906	1	402	3297	1	18	1		0	0	0
"R3"	112906	1	403	3297	1	20	1		0	0	0
"R3"	112906	1	412	3313	0	15	0		0	15	0
"R3"	112906	1	416	3313	0	15	0		0	15	1
"R3"	112906	2	405	3202	0	15	0		0	15	0
"R3"	112906	2	411	3202	0	15	0		0	15	0
"R3"	112906	2	406	3218	0	15	0		0	15	0
"R3"	112906	2	408	3218	0	15	0		0	15	0
"R3"	112906	2	412	3234	0	15	0		0	15	0
"R3"	112906	2	416	3234	0	15	0		0	15	1
"R3"	112906	2	402	3250	1	18	1	0	5.52	17.03	0
"R3"	112906	2	410	3250	0	15	1	1	5.52	11.35	0
"R3"	112906	2	403	3266	1	20	1	0	1.97	19.6	0
"R3"	112906	2	407	3266	0	15	1	1	1.97	9.8	0
"R3"	112906	2	404	3282	0	20	1	1	1.94	9.8	0
"R3"	112906	2	414	3282	0	20	1	0	1.94	19.61	1
"R3"	112906	2	401	3298	1	15	1	0	22.85	11.93	1
"R3"	112906	2	415	3298	0	20	1	1	22.85	11.93	0
"R3"	112906	2	409	3314	0	15	1	1	2.67	9.73	1
"R3"	112906	2	413	3314	0	20	1	0	2.67	19.47	0
"R3"	112906	3	402	3203	1	18	1	0	11.5	16.04	0
"R3"	112906	3	416	3203	0	18	1	1	11.5	10.69	1
"R3"	112906	3	403	3219	1	20	1	0	.64	19.87	0
"R3"	112906	3	405	3219	0	20	1	1	.64	9.93	0
"R3"	112906	3	414	3235	0	20	1	1	5.27	9.48	1
"R3"	112906	3	415	3235	0	20	1	0	5.27	18.97	0
"R3"	112906	3	408	3251	0	15	1	1	.14	11.98	0
"R3"	112906	3	412	3251	0	18	1	0	.14	17.97	0
"R3"	112906	3	410	3267	0	15	0		0	15	0
"R3"	112906	3	411	3267	0	15	0		0	15	0
"R3"	112906	3	401	3283	1	15	1	0	2.45	14.63	1
"R3"	112906	3	404	3283	0	20	1	1	2.45	14.63	0
"R3"	112906	3	406	3299	0	15	0		0	15	0
"R3"	112906	3	409	3299	0	15	0		0	15	1
"R3"	112906	3	407	3315	0	20	1	0	9.27	18.22	0
"R3"	112906	3	413	3315	0	20	1	1	9.27	9.11	0
"R3"	112906	4	406	3204	0	15	1	1	3.73	9.63	0
"R3"	112906	4	413	3204	0	20	1	0	3.73	19.26	0
